r,theta,gamma11,gamma12,gamma13,gamma22,gamma23,gamma33,K11,K12,K13,K22,K23,K33,Gamma_0_0_0,Gamma_0_0_1,Gamma_0_0_2,Gamma_0_1_0,Gamma_0_1_1,Gamma_0_1_2,Gamma_0_2_0,Gamma_0_2_1,Gamma_0_2_2,Gamma_1_0_0,Gamma_1_0_1,Gamma_1_0_2,Gamma_1_1_0,Gamma_1_1_1,Gamma_1_1_2,Gamma_1_2_0,Gamma_1_2_1,Gamma_1_2_2,Gamma_2_0_0,Gamma_2_0_1,Gamma_2_0_2,Gamma_2_1_0,Gamma_2_1_1,Gamma_2_1_2,Gamma_2_2_0,Gamma_2_2_1,Gamma_2_2_2
6.32,1.66504,1.42107,0,0,39.9496,0,40.6432,0,0,0,0,0,0,-0.0310495,-0.00189838,0.00189838,0.00189838,4.44737,4.44737,4.44737,4.44737,4.39396,6.75282e-05,0.158199,-0.158199,-0.158199,0.00189838,0.00189838,0.00189838,0.00189838,-0.096712,0,0,0,0,0,0,0,0,0
6.32,1.69646,1.42126,0,0,39.9551,0,40.3605,0,0,0,0,0,0,-0.0310715,-0.00251915,0.00251915,0.00251915,4.44675,4.44675,4.44675,4.44675,4.36308,8.96101e-05,0.158177,-0.158177,-0.158177,0.00251915,0.00251915,0.00251915,0.00251915,-0.128326,0,0,0,0,0,0,0,0,0
6.32,1.72788,1.42152,0,0,39.9622,0,39.9989,0,0,0,0,0,0,-0.0310996,-0.00312969,0.00312969,0.00312969,4.44596,4.44596,4.44596,4.44596,4.3236,0.000111328,0.158149,-0.158149,-0.158149,0.00312969,0.00312969,0.00312969,0.00312969,-0.159409,0,0,0,0,0,0,0,0,0
6.32,1.75929,1.42182,0,0,39.9708,0,39.56,0,0,0,0,0,0,-0.0311337,-0.00372753,0.00372753,0.00372753,4.445,4.445,4.445,4.445,4.27568,0.000132594,0.158115,-0.158115,-0.158115,0.00372753,0.00372753,0.00372753,0.00372753,-0.189833,0,0,0,0,0,0,0,0,0
6.32,1.79071,1.42218,0,0,39.9809,0,39.0454,0,0,0,0,0,0,-0.0311737,-0.00431023,0.00431023,0.00431023,4.44388,4.44388,4.44388,4.44388,4.21951,0.000153321,0.158075,-0.158075,-0.158075,0.00431023,0.00431023,0.00431023,0.00431023,-0.219473,0,0,0,0,0,0,0,0,0
6.32,1.82212,1.42259,0,0,39.9925,0,38.4573,0,0,0,0,0,0,-0.0312194,-0.00487546,0.00487546,0.00487546,4.44259,4.44259,4.44259,4.44259,4.15533,0.000173427,0.15803,-0.15803,-0.15803,0.00487546,0.00487546,0.00487546,0.00487546,-0.248208,0,0,0,0,0,0,0,0,0
6.32,1.85354,1.42305,0,0,40.0054,0,37.798,0,0,0,0,0,0,-0.0312706,-0.00542094,0.00542094,0.00542094,4.44115,4.44115,4.44115,4.44115,4.08341,0.000192831,0.157978,-0.157978,-0.157978,0.00542094,0.00542094,0.00542094,0.00542094,-0.275922,0,0,0,0,0,0,0,0,0
6.32,1.88496,1.42356,0,0,40.0197,0,37.0702,0,0,0,0,0,0,-0.0313271,-0.00594448,0.00594448,0.00594448,4.43957,4.43957,4.43957,4.43957,4.00404,0.000211454,0.157922,-0.157922,-0.157922,0.00594448,0.00594448,0.00594448,0.00594448,-0.302501,0,0,0,0,0,0,0,0,0
6.32,1.91637,1.42412,0,0,40.0353,0,36.2767,0,0,0,0,0,0,-0.0313886,-0.00644398,0.00644398,0.00644398,4.43784,4.43784,4.43784,4.43784,3.91754,0.000229222,0.157861,-0.157861,-0.157861,0.00644398,0.00644398,0.00644398,0.00644398,-0.327838,0,0,0,0,0,0,0,0,0
6.32,1.94779,1.42472,0,0,40.0522,0,35.4208,0,0,0,0,0,0,-0.031455,-0.00691746,0.00691746,0.00691746,4.43597,4.43597,4.43597,4.43597,3.82428,0.000246064,0.157794,-0.157794,-0.157794,0.00691746,0.00691746,0.00691746,0.00691746,-0.351833,0,0,0,0,0,0,0,0,0
6.32,1.9792,1.42536,0,0,40.0702,0,34.5059,0,0,0,0,0,0,-0.0315258,-0.00736304,0.00736304,0.00736304,4.43398,4.43398,4.43398,4.43398,3.72463,0.000261914,0.157723,-0.157723,-0.157723,0.00736304,0.00736304,0.00736304,0.00736304,-0.374389,0,0,0,0,0,0,0,0,0
6.32,2.01062,1.42603,0,0,40.0892,0,33.5357,0,0,0,0,0,0,-0.031601,-0.00777896,0.00777896,0.00777896,4.43187,4.43187,4.43187,4.43187,3.619,0.000276709,0.157648,-0.157648,-0.157648,0.00777896,0.00777896,0.00777896,0.00777896,-0.395418,0,0,0,0,0,0,0,0,0
6.32,2.04204,1.42675,0,0,40.1093,0,32.5139,0,0,0,0,0,0,-0.03168,-0.00816359,0.00816359,0.00816359,4.42965,4.42965,4.42965,4.42965,3.50782,0.000290391,0.157569,-0.157569,-0.157569,0.00816359,0.00816359,0.00816359,0.00816359,-0.414838,0,0,0,0,0,0,0,0,0
6.32,2.07345,1.4275,0,0,40.1304,0,31.4448,0,0,0,0,0,0,-0.0317627,-0.00851544,0.00851544,0.00851544,4.42733,4.42733,4.42733,4.42733,3.39154,0.000302907,0.157487,-0.157487,-0.157487,0.00851544,0.00851544,0.00851544,0.00851544,-0.432574,0,0,0,0,0,0,0,0,0
6.32,2.10487,1.42828,0,0,40.1523,0,30.3325,0,0,0,0,0,0,-0.0318486,-0.00883314,0.00883314,0.00883314,4.42491,4.42491,4.42491,4.42491,3.27064,0.000314208,0.157401,-0.157401,-0.157401,0.00883314,0.00883314,0.00883314,0.00883314,-0.448558,0,0,0,0,0,0,0,0,0
6.32,2.13628,1.42908,0,0,40.175,0,29.1815,0,0,0,0,0,0,-0.0319375,-0.00911548,0.00911548,0.00911548,4.42242,4.42242,4.42242,4.42242,3.14561,0.000324251,0.157312,-0.157312,-0.157312,0.00911548,0.00911548,0.00911548,0.00911548,-0.46273,0,0,0,0,0,0,0,0,0
6.32,2.1677,1.42991,0,0,40.1983,0,27.9964,0,0,0,0,0,0,-0.0320289,-0.00936138,0.00936138,0.00936138,4.41985,4.41985,4.41985,4.41985,3.01694,0.000332998,0.157221,-0.157221,-0.157221,0.00936138,0.00936138,0.00936138,0.00936138,-0.475039,0,0,0,0,0,0,0,0,0
6.32,2.19911,1.43077,0,0,40.2222,0,26.7818,0,0,0,0,0,0,-0.0321225,-0.00956994,0.00956994,0.00956994,4.41722,4.41722,4.41722,4.41722,2.88516,0.000340417,0.157127,-0.157127,-0.157127,0.00956994,0.00956994,0.00956994,0.00956994,-0.48544,0,0,0,0,0,0,0,0,0
6.32,2.23053,1.43163,0,0,40.2467,0,25.5427,0,0,0,0,0,0,-0.032218,-0.00974038,0.00974038,0.00974038,4.41453,4.41453,4.41453,4.41453,2.75079,0.00034648,0.157032,-0.157032,-0.157032,0.00974038,0.00974038,0.00974038,0.00974038,-0.493897,0,0,0,0,0,0,0,0,0
6.32,2.26195,1.43252,0,0,40.2715,0,24.2839,0,0,0,0,0,0,-0.0323148,-0.00987211,0.00987211,0.00987211,4.41181,4.41181,4.41181,4.41181,2.61438,0.000351166,0.156935,-0.156935,-0.156935,0.00987211,0.00987211,0.00987211,0.00987211,-0.500382,0,0,0,0,0,0,0,0,0
6.32,2.29336,1.43341,0,0,40.2966,0,23.0105,0,0,0,0,0,0,-0.0324127,-0.00996466,0.00996466,0.00996466,4.40906,4.40906,4.40906,4.40906,2.47647,0.000354458,0.156837,-0.156837,-0.156837,0.00996466,0.00996466,0.00996466,0.00996466,-0.504874,0,0,0,0,0,0,0,0,0
6.32,2.32478,1.43431,0,0,40.322,0,21.7273,0,0,0,0,0,0,-0.0325113,-0.0100177,0.0100177,0.0100177,4.40629,4.40629,4.40629,4.40629,2.3376,0.000356346,0.156738,-0.156738,-0.156738,0.0100177,0.0100177,0.0100177,0.0100177,-0.507363,0,0,0,0,0,0,0,0,0
6.32,2.35619,1.43522,0,0,40.3474,0,20.4396,0,0,0,0,0,0,-0.0326102,-0.0100312,0.0100312,0.0100312,4.40351,4.40351,4.40351,4.40351,2.19833,0.000356825,0.15664,-0.15664,-0.15664,0.0100312,0.0100312,0.0100312,0.0100312,-0.507845,0,0,0,0,0,0,0,0,0
6.32,2.38761,1.43612,0,0,40.3728,0,19.1525,0,0,0,0,0,0,-0.0327089,-0.0100051,0.0100051,0.0100051,4.40074,4.40074,4.40074,4.40074,2.05921,0.000355897,0.156541,-0.156541,-0.156541,0.0100051,0.0100051,0.0100051,0.0100051,-0.506324,0,0,0,0,0,0,0,0,0
6.32,2.41903,1.43702,0,0,40.3982,0,17.8709,0,0,0,0,0,0,-0.0328071,-0.00993961,0.00993961,0.00993961,4.39798,4.39798,4.39798,4.39798,1.92078,0.000353567,0.156443,-0.156443,-0.156443,0.00993961,0.00993961,0.00993961,0.00993961,-0.502811,0,0,0,0,0,0,0,0,0
6.32,2.45044,1.43792,0,0,40.4233,0,16.5999,0,0,0,0,0,0,-0.0329044,-0.00983504,0.00983504,0.00983504,4.39525,4.39525,4.39525,4.39525,1.78358,0.000349847,0.156346,-0.156346,-0.156346,0.00983504,0.00983504,0.00983504,0.00983504,-0.497327,0,0,0,0,0,0,0,0,0
6.32,2.48186,1.4388,0,0,40.4481,0,15.3446,0,0,0,0,0,0,-0.0330004,-0.00969188,0.00969188,0.00969188,4.39255,4.39255,4.39255,4.39255,1.64817,0.000344754,0.15625,-0.15625,-0.15625,0.00969188,0.00969188,0.00969188,0.00969188,-0.489899,0,0,0,0,0,0,0,0,0
6.32,2.51327,1.43967,0,0,40.4726,0,14.1098,0,0,0,0,0,0,-0.0330948,-0.00951075,0.00951075,0.00951075,4.3899,4.3899,4.3899,4.3899,1.51506,0.000338312,0.156155,-0.156155,-0.156155,0.00951075,0.00951075,0.00951075,0.00951075,-0.480563,0,0,0,0,0,0,0,0,0
6.32,2.54469,1.44052,0,0,40.4965,0,12.9005,0,0,0,0,0,0,-0.0331871,-0.00929245,0.00929245,0.00929245,4.3873,4.3873,4.3873,4.3873,1.38477,0.000330546,0.156063,-0.156063,-0.156063,0.00929245,0.00929245,0.00929245,0.00929245,-0.469359,0,0,0,0,0,0,0,0,0
6.32,2.57611,1.44135,0,0,40.5198,0,11.7213,0,0,0,0,0,0,-0.0332771,-0.00903789,0.00903789,0.00903789,4.38477,4.38477,4.38477,4.38477,1.2578,0.000321491,0.155973,-0.155973,-0.155973,0.00903789,0.00903789,0.00903789,0.00903789,-0.456337,0,0,0,0,0,0,0,0,0
6.32,2.60752,1.44216,0,0,40.5425,0,10.5768,0,0,0,0,0,0,-0.0333644,-0.00874812,0.00874812,0.00874812,4.38232,4.38232,4.38232,4.38232,1.13466,0.000311184,0.155886,-0.155886,-0.155886,0.00874812,0.00874812,0.00874812,0.00874812,-0.441552,0,0,0,0,0,0,0,0,0
6.32,2.63894,1.44294,0,0,40.5644,0,9.47168,0,0,0,0,0,0,-0.0334486,-0.00842433,0.00842433,0.00842433,4.37996,4.37996,4.37996,4.37996,1.01581,0.000299666,0.155802,-0.155802,-0.155802,0.00842433,0.00842433,0.00842433,0.00842433,-0.425066,0,0,0,0,0,0,0,0,0
6.32,2.67035,1.44369,0,0,40.5855,0,8.41009,0,0,0,0,0,0,-0.0335294,-0.00806783,0.00806783,0.00806783,4.37769,4.37769,4.37769,4.37769,0.901705,0.000286985,0.155721,-0.155721,-0.155721,0.00806783,0.00806783,0.00806783,0.00806783,-0.406946,0,0,0,0,0,0,0,0,0
6.32,2.70177,1.4444,0,0,40.6056,0,7.39621,0,0,0,0,0,0,-0.0336065,-0.00768005,0.00768005,0.00768005,4.37552,4.37552,4.37552,4.37552,0.79279,0.000273191,0.155644,-0.155644,-0.155644,0.00768005,0.00768005,0.00768005,0.00768005,-0.387267,0,0,0,0,0,0,0,0,0
6.32,2.73319,1.44508,0,0,40.6246,0,6.434,0,0,0,0,0,0,-0.0336797,-0.00726254,0.00726254,0.00726254,4.37346,4.37346,4.37346,4.37346,0.689479,0.000258339,0.155571,-0.155571,-0.155571,0.00726254,0.00726254,0.00726254,0.00726254,-0.366107,0,0,0,0,0,0,0,0,0
6.32,2.7646,1.44572,0,0,40.6426,0,5.52722,0,0,0,0,0,0,-0.0337486,-0.00681696,0.00681696,0.00681696,4.37153,4.37153,4.37153,4.37153,0.592166,0.000242489,0.155502,-0.155502,-0.155502,0.00681696,0.00681696,0.00681696,0.00681696,-0.343551,0,0,0,0,0,0,0,0,0
6.32,2.79602,1.44632,0,0,40.6595,0,4.67938,0,0,0,0,0,0,-0.0338129,-0.00634506,0.00634506,0.00634506,4.36972,4.36972,4.36972,4.36972,0.501221,0.000225703,0.155437,-0.155437,-0.155437,0.00634506,0.00634506,0.00634506,0.00634506,-0.319687,0,0,0,0,0,0,0,0,0
6.32,2.82743,1.44687,0,0,40.6751,0,3.8938,0,0,0,0,0,0,-0.0338726,-0.00584871,0.00584871,0.00584871,4.36804,4.36804,4.36804,4.36804,0.41699,0.000208047,0.155378,-0.155378,-0.155378,0.00584871,0.00584871,0.00584871,0.00584871,-0.294608,0,0,0,0,0,0,0,0,0
6.32,2.85885,1.44738,0,0,40.6894,0,3.17353,0,0,0,0,0,0,-0.0339272,-0.00532982,0.00532982,0.00532982,4.36651,4.36651,4.36651,4.36651,0.339791,0.00018959,0.155323,-0.155323,-0.155323,0.00532982,0.00532982,0.00532982,0.00532982,-0.268413,0,0,0,0,0,0,0,0,0
6.32,2.89027,1.44784,0,0,40.7023,0,2.52136,0,0,0,0,0,0,-0.0339767,-0.00479044,0.00479044,0.00479044,4.36512,4.36512,4.36512,4.36512,0.269917,0.000170403,0.155274,-0.155274,-0.155274,0.00479044,0.00479044,0.00479044,0.00479044,-0.241201,0,0,0,0,0,0,0,0,0
6.32,2.92168,1.44825,0,0,40.7139,0,1.93983,0,0,0,0,0,0,-0.0340207,-0.00423264,0.00423264,0.00423264,4.36388,4.36388,4.36388,4.36388,0.207632,0.000150561,0.15523,-0.15523,-0.15523,0.00423264,0.00423264,0.00423264,0.00423264,-0.213078,0,0,0,0,0,0,0,0,0
6.32,2.9531,1.44861,0,0,40.724,0,1.4312,0,0,0,0,0,0,-0.0340593,-0.00365859,0.00365859,0.00365859,4.3628,4.3628,4.3628,4.3628,0.153169,0.000130142,0.155191,-0.155191,-0.155191,0.00365859,0.00365859,0.00365859,0.00365859,-0.184152,0,0,0,0,0,0,0,0,0
6.32,2.98451,1.44892,0,0,40.7326,0,0.997433,0,0,0,0,0,0,-0.0340921,-0.0030705,0.0030705,0.0030705,4.36187,4.36187,4.36187,4.36187,0.106735,0.000109222,0.155158,-0.155158,-0.155158,0.0030705,0.0030705,0.0030705,0.0030705,-0.15453,0,0,0,0,0,0,0,0,0
6.32,3.01593,1.44917,0,0,40.7397,0,0.640218,0,0,0,0,0,0,-0.0341192,-0.00247064,0.00247064,0.00247064,4.36111,4.36111,4.36111,4.36111,0.068503,8.78844e-05,0.155131,-0.155131,-0.155131,0.00247064,0.00247064,0.00247064,0.00247064,-0.124328,0,0,0,0,0,0,0,0,0
6.32,3.04734,1.44937,0,0,40.7452,0,0.360938,0,0,0,0,0,0,-0.0341403,-0.00186131,0.00186131,0.00186131,4.36052,4.36052,4.36052,4.36052,0.0386174,6.62096e-05,0.15511,-0.15511,-0.15511,0.00186131,0.00186131,0.00186131,0.00186131,-0.0936569,0,0,0,0,0,0,0,0,0
6.32,3.07876,1.44951,0,0,40.7492,0,0.160676,0,0,0,0,0,0,-0.0341555,-0.00124485,0.00124485,0.00124485,4.36009,4.36009,4.36009,4.36009,0.0171901,4.42811e-05,0.155095,-0.155095,-0.155095,0.00124485,0.00124485,0.00124485,0.00124485,-0.0626341,0,0,0,0,0,0,0,0,0
6.32,3.11018,1.4496,0,0,40.7516,0,0.040208,0,0,0,0,0,0,-0.0341646,-0.000623618,0.000623618,0.000623618,4.35984,4.35984,4.35984,4.35984,0.00430156,2.2183e-05,0.155086,-0.155086,-0.155086,0.000623618,0.000623618,0.000623618,0.000623618,-0.031376,0,0,0,0,0,0,0,0,0
6.32,3.14159,1.44962,0,0,40.7524,0,4.21552e-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,0,1.44184,0,0,41.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,0.0314159,1.44181,0,0,41.7692,0,0.041212,0,0,0,0,0,0,-0.0331863,0.000608425,-0.000608425,-0.000608425,4.43887,4.43887,4.43887,4.43887,0.00437953,-2.10019e-05,0.153223,-0.153223,-0.153223,-0.000608425,-0.000608425,-0.000608425,-0.000608425,0.0313759,0,0,0,0,0,0,0,0,0
6.4,0.0628319,1.44173,0,0,41.7668,0,0.164688,0,0,0,0,0,0,-0.0331776,0.00121452,-0.00121452,-0.00121452,4.43912,4.43912,4.43912,4.43912,0.0175017,-4.19233e-05,0.153232,-0.153232,-0.153232,-0.00121452,-0.00121452,-0.00121452,-0.00121452,0.0626338,0,0,0,0,0,0,0,0,0
6.4,0.0942478,1.44159,0,0,41.7628,0,0.36995,0,0,0,0,0,0,-0.0331629,0.00181596,-0.00181596,-0.00181596,4.43955,4.43955,4.43955,4.43955,0.0393173,-6.26841e-05,0.153246,-0.153246,-0.153246,-0.00181596,-0.00181596,-0.00181596,-0.00181596,0.093656,0,0,0,0,0,0,0,0,0
6.4,0.125664,1.4414,0,0,41.7573,0,0.656202,0,0,0,0,0,0,-0.0331426,0.00241043,-0.00241043,-0.00241043,4.44014,4.44014,4.44014,4.44014,0.0697443,-8.32045e-05,0.153267,-0.153267,-0.153267,-0.00241043,-0.00241043,-0.00241043,-0.00241043,0.124326,0,0,0,0,0,0,0,0,0
6.4,0.15708,1.44115,0,0,41.7502,0,1.02233,0,0,0,0,0,0,-0.0331165,0.00299567,-0.00299567,-0.00299567,4.44089,4.44089,4.44089,4.44089,0.108669,-0.000103406,0.153293,-0.153293,-0.153293,-0.00299567,-0.00299567,-0.00299567,-0.00299567,0.154527,0,0,0,0,0,0,0,0,0
6.4,0.188496,1.44085,0,0,41.7416,0,1.46692,0,0,0,0,0,0,-0.0330848,0.0035694,-0.0035694,-0.0035694,4.44181,4.44181,4.44181,4.44181,0.155944,-0.00012321,0.153324,-0.153324,-0.153324,-0.0035694,-0.0035694,-0.0035694,-0.0035694,0.184145,0,0,0,0,0,0,0,0,0
6.4,0.219911,1.44051,0,0,41.7315,0,1.98825,0,0,0,0,0,0,-0.0330477,0.00412943,-0.00412943,-0.00412943,4.44288,4.44288,4.44288,4.44288,0.211392,-0.000142542,0.153362,-0.153362,-0.153362,-0.00412943,-0.00412943,-0.00412943,-0.00412943,0.213069,0,0,0,0,0,0,0,0,0
6.4,0.251327,1.44011,0,0,41.7199,0,2.58429,0,0,0,0,0,0,-0.0330052,0.00467359,-0.00467359,-0.00467359,4.44411,4.44411,4.44411,4.44411,0.274804,-0.000161325,0.153404,-0.153404,-0.153404,-0.00467359,-0.00467359,-0.00467359,-0.00467359,0.241187,0,0,0,0,0,0,0,0,0
6.4,0.282743,1.43966,0,0,41.707,0,3.25272,0,0,0,0,0,0,-0.0329575,0.00519978,-0.00519978,-0.00519978,4.44549,4.44549,4.44549,4.44549,0.345941,-0.000179489,0.153452,-0.153452,-0.153452,-0.00519978,-0.00519978,-0.00519978,-0.00519978,0.268393,0,0,0,0,0,0,0,0,0
6.4,0.314159,1.43917,0,0,41.6927,0,3.99095,0,0,0,0,0,0,-0.0329049,0.00570596,-0.00570596,-0.00570596,4.44702,4.44702,4.44702,4.44702,0.424534,-0.000196961,0.153504,-0.153504,-0.153504,-0.00570596,-0.00570596,-0.00570596,-0.00570596,0.294582,0,0,0,0,0,0,0,0,0
6.4,0.345575,1.43863,0,0,41.6771,0,4.79611,0,0,0,0,0,0,-0.0328474,0.00619014,-0.00619014,-0.00619014,4.44868,4.44868,4.44868,4.44868,0.510285,-0.000213674,0.153562,-0.153562,-0.153562,-0.00619014,-0.00619014,-0.00619014,-0.00619014,0.319652,0,0,0,0,0,0,0,0,0
6.4,0.376991,1.43805,0,0,41.6602,0,5.66506,0,0,0,0,0,0,-0.0327854,0.00665045,-0.00665045,-0.00665045,4.45048,4.45048,4.45048,4.45048,0.60287,-0.000229563,0.153624,-0.153624,-0.153624,-0.00665045,-0.00665045,-0.00665045,-0.00665045,0.343507,0,0,0,0,0,0,0,0,0
6.4,0.408407,1.43743,0,0,41.6422,0,6.59443,0,0,0,0,0,0,-0.032719,0.00708507,-0.00708507,-0.00708507,4.4524,4.4524,4.4524,4.4524,0.701936,-0.000244566,0.15369,-0.15369,-0.15369,-0.00708507,-0.00708507,-0.00708507,-0.00708507,0.366053,0,0,0,0,0,0,0,0,0
6.4,0.439823,1.43677,0,0,41.6232,0,7.58059,0,0,0,0,0,0,-0.0326485,0.00749229,-0.00749229,-0.00749229,4.45444,4.45444,4.45444,4.45444,0.807106,-0.000258622,0.153761,-0.153761,-0.153761,-0.00749229,-0.00749229,-0.00749229,-0.00749229,0.387201,0,0,0,0,0,0,0,0,0
6.4,0.471239,1.43607,0,0,41.6031,0,8.61969,0,0,0,0,0,0,-0.0325741,0.00787049,-0.00787049,-0.00787049,4.4566,4.4566,4.4566,4.4566,0.917979,-0.000271677,0.153835,-0.153835,-0.153835,-0.00787049,-0.00787049,-0.00787049,-0.00787049,0.406868,0,0,0,0,0,0,0,0,0
6.4,0.502655,1.43535,0,0,41.582,0,9.70769,0,0,0,0,0,0,-0.0324962,0.00821817,-0.00821817,-0.00821817,4.45885,4.45885,4.45885,4.45885,1.03413,-0.000283678,0.153913,-0.153913,-0.153913,-0.00821817,-0.00821817,-0.00821817,-0.00821817,0.424973,0,0,0,0,0,0,0,0,0
6.4,0.534071,1.43459,0,0,41.5601,0,10.8403,0,0,0,0,0,0,-0.0324151,0.00853392,-0.00853392,-0.00853392,4.4612,4.4612,4.4612,4.4612,1.15511,-0.000294578,0.153994,-0.153994,-0.153994,-0.00853392,-0.00853392,-0.00853392,-0.00853392,0.441445,0,0,0,0,0,0,0,0,0
6.4,0.565487,1.43381,0,0,41.5374,0,12.0132,0,0,0,0,0,0,-0.032331,0.00881648,-0.00881648,-0.00881648,4.46364,4.46364,4.46364,4.46364,1.28047,-0.000304331,0.154078,-0.154078,-0.154078,-0.00881648,-0.00881648,-0.00881648,-0.00881648,0.456214,0,0,0,0,0,0,0,0,0
6.4,0.596903,1.433,0,0,41.5141,0,13.2216,0,0,0,0,0,0,-0.0322443,0.00906468,-0.00906468,-0.00906468,4.46615,4.46615,4.46615,4.46615,1.4097,-0.000312899,0.154165,-0.154165,-0.154165,-0.00906468,-0.00906468,-0.00906468,-0.00906468,0.46922,0,0,0,0,0,0,0,0,0
6.4,0.628319,1.43218,0,0,41.4902,0,14.461,0,0,0,0,0,0,-0.0321553,0.00927749,-0.00927749,-0.00927749,4.46872,4.46872,4.46872,4.46872,1.54232,-0.000320245,0.154253,-0.154253,-0.154253,-0.00927749,-0.00927749,-0.00927749,-0.00927749,0.480407,0,0,0,0,0,0,0,0,0
6.4,0.659734,1.43133,0,0,41.4657,0,15.7264,0,0,0,0,0,0,-0.0320644,0.00945403,-0.00945403,-0.00945403,4.47136,4.47136,4.47136,4.47136,1.67781,-0.000326339,0.154344,-0.154344,-0.154344,-0.00945403,-0.00945403,-0.00945403,-0.00945403,0.489727,0,0,0,0,0,0,0,0,0
6.4,0.69115,1.43048,0,0,41.4409,0,17.0128,0,0,0,0,0,0,-0.0319719,0.00959354,-0.00959354,-0.00959354,4.47404,4.47404,4.47404,4.47404,1.81564,-0.000331154,0.154437,-0.154437,-0.154437,-0.00959354,-0.00959354,-0.00959354,-0.00959354,0.497137,0,0,0,0,0,0,0,0,0
6.4,0.722566,1.42961,0,0,41.4158,0,18.3153,0,0,0,0,0,0,-0.0318781,0.00969539,-0.00969539,-0.00969539,4.47675,4.47675,4.47675,4.47675,1.95527,-0.00033467,0.154531,-0.154531,-0.154531,-0.00969539,-0.00969539,-0.00969539,-0.00969539,0.502604,0,0,0,0,0,0,0,0,0
6.4,0.753982,1.42873,0,0,41.3904,0,19.6286,0,0,0,0,0,0,-0.0317835,0.00975914,-0.00975914,-0.00975914,4.47949,4.47949,4.47949,4.47949,2.09616,-0.00033687,0.154625,-0.154625,-0.154625,-0.00975914,-0.00975914,-0.00975914,-0.00975914,0.5061,0,0,0,0,0,0,0,0,0
6.4,0.785398,1.42786,0,0,41.365,0,20.9477,0,0,0,0,0,0,-0.0316884,0.00978445,-0.00978445,-0.00978445,4.48224,4.48224,4.48224,4.48224,2.23776,-0.000337744,0.15472,-0.15472,-0.15472,-0.00978445,-0.00978445,-0.00978445,-0.00978445,0.507606,0,0,0,0,0,0,0,0,0
6.4,0.816814,1.42698,0,0,41.3396,0,22.2672,0,0,0,0,0,0,-0.0315932,0.00977114,-0.00977114,-0.00977114,4.485,4.485,4.485,4.485,2.3795,-0.000337285,0.154815,-0.154815,-0.154815,-0.00977114,-0.00977114,-0.00977114,-0.00977114,0.507109,0,0,0,0,0,0,0,0,0
6.4,0.84823,1.4261,0,0,41.3142,0,23.582,0,0,0,0,0,0,-0.0314982,0.00971922,-0.00971922,-0.00971922,4.48775,4.48775,4.48775,4.48775,2.52083,-0.000335493,0.15491,-0.15491,-0.15491,-0.00971922,-0.00971922,-0.00971922,-0.00971922,0.504606,0,0,0,0,0,0,0,0,0
6.4,0.879646,1.42524,0,0,41.2891,0,24.887,0,0,0,0,0,0,-0.0314039,0.0096288,-0.0096288,-0.0096288,4.49048,4.49048,4.49048,4.49048,2.66118,-0.000332371,0.155005,-0.155005,-0.155005,-0.0096288,-0.0096288,-0.0096288,-0.0096288,0.500101,0,0,0,0,0,0,0,0,0
6.4,0.911062,1.42438,0,0,41.2643,0,26.1768,0,0,0,0,0,0,-0.0313106,0.00950018,-0.00950018,-0.00950018,4.49318,4.49318,4.49318,4.49318,2.8,-0.000327932,0.155098,-0.155098,-0.155098,-0.00950018,-0.00950018,-0.00950018,-0.00950018,0.493605,0,0,0,0,0,0,0,0,0
6.4,0.942478,1.42354,0,0,41.2398,0,27.4465,0,0,0,0,0,0,-0.0312186,0.0093338,-0.0093338,-0.0093338,4.49585,4.49585,4.49585,4.49585,2.93674,-0.000322188,0.15519,-0.15519,-0.15519,-0.0093338,-0.0093338,-0.0093338,-0.0093338,0.485139,0,0,0,0,0,0,0,0,0
6.4,0.973894,1.42271,0,0,41.2159,0,28.691,0,0,0,0,0,0,-0.0311285,0.00913025,-0.00913025,-0.00913025,4.49846,4.49846,4.49846,4.49846,3.07084,-0.000315162,0.15528,-0.15528,-0.15528,-0.00913025,-0.00913025,-0.00913025,-0.00913025,0.474731,0,0,0,0,0,0,0,0,0
6.4,1.00531,1.4219,0,0,41.1926,0,29.9053,0,0,0,0,0,0,-0.0310404,0.00889029,-0.00889029,-0.00889029,4.50101,4.50101,4.50101,4.50101,3.20177,-0.000306879,0.155368,-0.155368,-0.155368,-0.00889029,-0.00889029,-0.00889029,-0.00889029,0.462418,0,0,0,0,0,0,0,0,0
6.4,1.03673,1.42112,0,0,41.1699,0,31.0847,0,0,0,0,0,0,-0.0309548,0.00861481,-0.00861481,-0.00861481,4.50349,4.50349,4.50349,4.50349,3.32901,-0.00029737,0.155453,-0.155453,-0.155453,-0.00861481,-0.00861481,-0.00861481,-0.00861481,0.448243,0,0,0,0,0,0,0,0,0
6.4,1.06814,1.42037,0,0,41.148,0,32.2243,0,0,0,0,0,0,-0.030872,0.00830485,-0.00830485,-0.00830485,4.50588,4.50588,4.50588,4.50588,3.45203,-0.000286671,0.155536,-0.155536,-0.155536,-0.00830485,-0.00830485,-0.00830485,-0.00830485,0.432259,0,0,0,0,0,0,0,0,0
