r,theta,gamma11,gamma12,gamma13,gamma22,gamma23,gamma33,K11,K12,K13,K22,K23,K33,Gamma_0_0_0,Gamma_0_0_1,Gamma_0_0_2,Gamma_0_1_0,Gamma_0_1_1,Gamma_0_1_2,Gamma_0_2_0,Gamma_0_2_1,Gamma_0_2_2,Gamma_1_0_0,Gamma_1_0_1,Gamma_1_0_2,Gamma_1_1_0,Gamma_1_1_1,Gamma_1_1_2,Gamma_1_2_0,Gamma_1_2_1,Gamma_1_2_2,Gamma_2_0_0,Gamma_2_0_1,Gamma_2_0_2,Gamma_2_1_0,Gamma_2_1_1,Gamma_2_1_2,Gamma_2_2_0,Gamma_2_2_1,Gamma_2_2_2
2.64,1.19381,2.8322,0,0,7.07937,0,7.17682,0,0,0,0,0,0,-0.284505,0.0391361,-0.0391361,-0.0391361,0.932137,0.932137,0.932137,0.932137,0.776539,-0.015657,0.372915,-0.372915,-0.372915,-0.0391361,-0.0391361,-0.0391361,-0.0391361,0.428795,0,0,0,0,0,0,0,0,0
2.64,1.22522,2.82547,0,0,7.06254,0,7.36151,0,0,0,0,0,0,-0.283611,0.0365289,-0.0365289,-0.0365289,0.934358,0.934358,0.934358,0.934358,0.796148,-0.0146139,0.373803,-0.373803,-0.373803,-0.0365289,-0.0365289,-0.0365289,-0.0365289,0.401597,0,0,0,0,0,0,0,0,0
2.64,1.25664,2.81923,0,0,7.04695,0,7.53324,0,0,0,0,0,0,-0.282778,0.0337588,-0.0337588,-0.0337588,0.936426,0.936426,0.936426,0.936426,0.814353,-0.0135057,0.37463,-0.37463,-0.37463,-0.0337588,-0.0337588,-0.0337588,-0.0337588,0.372323,0,0,0,0,0,0,0,0,0
2.64,1.28805,2.81351,0,0,7.03265,0,7.69122,0,0,0,0,0,0,-0.282011,0.0308372,-0.0308372,-0.0308372,0.93833,0.93833,0.93833,0.93833,0.831076,-0.0123369,0.375392,-0.375392,-0.375392,-0.0308372,-0.0308372,-0.0308372,-0.0308372,0.341095,0,0,0,0,0,0,0,0,0
2.64,1.31947,2.80833,0,0,7.0197,0,7.83468,0,0,0,0,0,0,-0.281313,0.0277764,-0.0277764,-0.0277764,0.940061,0.940061,0.940061,0.940061,0.846243,-0.0111123,0.376085,-0.376085,-0.376085,-0.0277764,-0.0277764,-0.0277764,-0.0277764,0.308056,0,0,0,0,0,0,0,0,0
2.64,1.35088,2.80371,0,0,7.00815,0,7.96296,0,0,0,0,0,0,-0.280689,0.0245896,-0.0245896,-0.0245896,0.941611,0.941611,0.941611,0.941611,0.859787,-0.0098374,0.376705,-0.376705,-0.376705,-0.0245896,-0.0245896,-0.0245896,-0.0245896,0.27336,0,0,0,0,0,0,0,0,0
2.64,1.3823,2.79966,0,0,6.99804,0,8.07542,0,0,0,0,0,0,-0.280141,0.0212906,-0.0212906,-0.0212906,0.94297,0.94297,0.94297,0.94297,0.871649,-0.0085176,0.377248,-0.377248,-0.377248,-0.0212906,-0.0212906,-0.0212906,-0.0212906,0.237178,0,0,0,0,0,0,0,0,0
2.64,1.41372,2.79622,0,0,6.98942,0,8.17153,0,0,0,0,0,0,-0.279673,0.0178941,-0.0178941,-0.0178941,0.944133,0.944133,0.944133,0.944133,0.881775,-0.00715879,0.377714,-0.377714,-0.377714,-0.0178941,-0.0178941,-0.0178941,-0.0178941,0.199696,0,0,0,0,0,0,0,0,0
2.64,1.44513,2.79338,0,0,6.98232,0,8.25082,0,0,0,0,0,0,-0.279286,0.0144154,-0.0144154,-0.0144154,0.945093,0.945093,0.945093,0.945093,0.890122,-0.00576709,0.378098,-0.378098,-0.378098,-0.0144154,-0.0144154,-0.0144154,-0.0144154,0.161111,0,0,0,0,0,0,0,0,0
2.64,1.47655,2.79116,0,0,6.97677,0,8.3129,0,0,0,0,0,0,-0.278984,0.0108703,-0.0108703,-0.0108703,0.945845,0.945845,0.945845,0.945845,0.896653,-0.00434881,0.378398,-0.378398,-0.378398,-0.0108703,-0.0108703,-0.0108703,-0.0108703,0.121629,0,0,0,0,0,0,0,0,0
2.64,1.50796,2.78956,0,0,6.97279,0,8.35746,0,0,0,0,0,0,-0.278766,0.00727493,-0.00727493,-0.00727493,0.946385,0.946385,0.946385,0.946385,0.901338,-0.00291044,0.378614,-0.378614,-0.378614,-0.00727493,-0.00727493,-0.00727493,-0.00727493,0.0814673,0,0,0,0,0,0,0,0,0
2.64,1.53938,2.78861,0,0,6.9704,0,8.38428,0,0,0,0,0,0,-0.278635,0.00364591,-0.00364591,-0.00364591,0.94671,0.94671,0.94671,0.94671,0.904158,-0.0014586,0.378744,-0.378744,-0.378744,-0.00364591,-0.00364591,-0.00364591,-0.00364591,0.0408485,0,0,0,0,0,0,0,0,0
2.64,1.5708,2.78829,0,0,6.9696,0,8.39324,0,0,0,0,0,0,-0.278591,0,0,0,0.946818,0.946818,0.946818,0.946818,0.905099,0,0.378788,-0.378788,-0.378788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.64,1.60221,2.78861,0,0,6.9704,0,8.38428,0,0,0,0,0,0,-0.278635,-0.00364591,0.00364591,0.00364591,0.94671,0.94671,0.94671,0.94671,0.904158,0.0014586,0.378744,-0.378744,-0.378744,0.00364591,0.00364591,0.00364591,0.00364591,-0.0408485,0,0,0,0,0,0,0,0,0
2.64,1.63363,2.78956,0,0,6.97279,0,8.35746,0,0,0,0,0,0,-0.278766,-0.00727493,0.00727493,0.00727493,0.946385,0.946385,0.946385,0.946385,0.901338,0.00291044,0.378614,-0.378614,-0.378614,0.00727493,0.00727493,0.00727493,0.00727493,-0.0814673,0,0,0,0,0,0,0,0,0
2.64,1.66504,2.79116,0,0,6.97677,0,8.3129,0,0,0,0,0,0,-0.278984,-0.0108703,0.0108703,0.0108703,0.945845,0.945845,0.945845,0.945845,0.896653,0.00434881,0.378398,-0.378398,-0.378398,0.0108703,0.0108703,0.0108703,0.0108703,-0.121629,0,0,0,0,0,0,0,0,0
2.64,1.69646,2.79338,0,0,6.98232,0,8.25082,0,0,0,0,0,0,-0.279286,-0.0144154,0.0144154,0.0144154,0.945093,0.945093,0.945093,0.945093,0.890122,0.00576709,0.378098,-0.378098,-0.378098,0.0144154,0.0144154,0.0144154,0.0144154,-0.161111,0,0,0,0,0,0,0,0,0
2.64,1.72788,2.79622,0,0,6.98942,0,8.17153,0,0,0,0,0,0,-0.279673,-0.0178941,0.0178941,0.0178941,0.944133,0.944133,0.944133,0.944133,0.881775,0.00715879,0.377714,-0.377714,-0.377714,0.0178941,0.0178941,0.0178941,0.0178941,-0.199696,0,0,0,0,0,0,0,0,0
2.64,1.75929,2.79966,0,0,6.99804,0,8.07542,0,0,0,0,0,0,-0.280141,-0.0212906,0.0212906,0.0212906,0.94297,0.94297,0.94297,0.94297,0.871649,0.0085176,0.377248,-0.377248,-0.377248,0.0212906,0.0212906,0.0212906,0.0212906,-0.237178,0,0,0,0,0,0,0,0,0
2.64,1.79071,2.80371,0,0,7.00815,0,7.96296,0,0,0,0,0,0,-0.280689,-0.0245896,0.0245896,0.0245896,0.941611,0.941611,0.941611,0.941611,0.859787,0.0098374,0.376705,-0.376705,-0.376705,0.0245896,0.0245896,0.0245896,0.0245896,-0.27336,0,0,0,0,0,0,0,0,0
2.64,1.82212,2.80833,0,0,7.0197,0,7.83468,0,0,0,0,0,0,-0.281313,-0.0277764,0.0277764,0.0277764,0.940061,0.940061,0.940061,0.940061,0.846243,0.0111123,0.376085,-0.376085,-0.376085,0.0277764,0.0277764,0.0277764,0.0277764,-0.308056,0,0,0,0,0,0,0,0,0
2.64,1.85354,2.81351,0,0,7.03265,0,7.69122,0,0,0,0,0,0,-0.282011,-0.0308372,0.0308372,0.0308372,0.93833,0.93833,0.93833,0.93833,0.831076,0.0123369,0.375392,-0.375392,-0.375392,0.0308372,0.0308372,0.0308372,0.0308372,-0.341095,0,0,0,0,0,0,0,0,0
2.64,1.88496,2.81923,0,0,7.04695,0,7.53324,0,0,0,0,0,0,-0.282778,-0.0337588,0.0337588,0.0337588,0.936426,0.936426,0.936426,0.936426,0.814353,0.0135057,0.37463,-0.37463,-0.37463,0.0337588,0.0337588,0.0337588,0.0337588,-0.372323,0,0,0,0,0,0,0,0,0
2.64,1.91637,2.82547,0,0,7.06254,0,7.36151,0,0,0,0,0,0,-0.283611,-0.0365289,0.0365289,0.0365289,0.934358,0.934358,0.934358,0.934358,0.796148,0.0146139,0.373803,-0.373803,-0.373803,0.0365289,0.0365289,0.0365289,0.0365289,-0.401597,0,0,0,0,0,0,0,0,0
2.64,1.94779,2.8322,0,0,7.07937,0,7.17682,0,0,0,0,0,0,-0.284505,-0.0391361,0.0391361,0.0391361,0.932137,0.932137,0.932137,0.932137,0.776539,0.015657,0.372915,-0.372915,-0.372915,0.0391361,0.0391361,0.0391361,0.0391361,-0.428795,0,0,0,0,0,0,0,0,0
2.64,1.9792,2.8394,0,0,7.09736,0,6.98004,0,0,0,0,0,0,-0.285457,-0.0415701,0.0415701,0.0415701,0.929775,0.929775,0.929775,0.929775,0.755614,0.0166307,0.371969,-0.371969,-0.371969,0.0415701,0.0415701,0.0415701,0.0415701,-0.45381,0,0,0,0,0,0,0,0,0
2.64,2.01062,2.84703,0,0,7.11644,0,6.77208,0,0,0,0,0,0,-0.286461,-0.0438214,0.0438214,0.0438214,0.927281,0.927281,0.927281,0.927281,0.733465,0.0175314,0.370972,-0.370972,-0.370972,0.0438214,0.0438214,0.0438214,0.0438214,-0.476552,0,0,0,0,0,0,0,0,0
2.64,2.04204,2.85508,0,0,7.13655,0,6.55387,0,0,0,0,0,0,-0.287514,-0.0458816,0.0458816,0.0458816,0.924669,0.924669,0.924669,0.924669,0.710186,0.0183556,0.369927,-0.369927,-0.369927,0.0458816,0.0458816,0.0458816,0.0458816,-0.49695,0,0,0,0,0,0,0,0,0
2.64,2.07345,2.86349,0,0,7.15759,0,6.32641,0,0,0,0,0,0,-0.288609,-0.0477434,0.0477434,0.0477434,0.921951,0.921951,0.921951,0.921951,0.685881,0.0191004,0.368839,-0.368839,-0.368839,0.0477434,0.0477434,0.0477434,0.0477434,-0.514949,0,0,0,0,0,0,0,0,0
2.64,2.10487,2.87226,0,0,7.17949,0,6.0907,0,0,0,0,0,0,-0.289742,-0.0494005,0.0494005,0.0494005,0.919138,0.919138,0.919138,0.919138,0.660653,0.0197634,0.367714,-0.367714,-0.367714,0.0494005,0.0494005,0.0494005,0.0494005,-0.530511,0,0,0,0,0,0,0,0,0
2.64,2.13628,2.88132,0,0,7.20216,0,5.84778,0,0,0,0,0,0,-0.290907,-0.0508478,0.0508478,0.0508478,0.916245,0.916245,0.916245,0.916245,0.634613,0.0203424,0.366557,-0.366557,-0.366557,0.0508478,0.0508478,0.0508478,0.0508478,-0.543612,0,0,0,0,0,0,0,0,0
2.64,2.1677,2.89067,0,0,7.22551,0,5.59871,0,0,0,0,0,0,-0.2921,-0.052081,0.052081,0.052081,0.913284,0.913284,0.913284,0.913284,0.60787,0.0208357,0.365372,-0.365372,-0.365372,0.052081,0.052081,0.052081,0.052081,-0.554246,0,0,0,0,0,0,0,0,0
2.64,2.19911,2.90024,0,0,7.24945,0,5.34454,0,0,0,0,0,0,-0.293315,-0.0530971,0.0530971,0.0530971,0.910268,0.910268,0.910268,0.910268,0.580539,0.0212422,0.364166,-0.364166,-0.364166,0.0530971,0.0530971,0.0530971,0.0530971,-0.562419,0,0,0,0,0,0,0,0,0
2.64,2.23053,2.91002,0,0,7.27388,0,5.08635,0,0,0,0,0,0,-0.294546,-0.0538939,0.0538939,0.0538939,0.907211,0.907211,0.907211,0.907211,0.552735,0.021561,0.362942,-0.362942,-0.362942,0.0538939,0.0538939,0.0538939,0.0538939,-0.568152,0,0,0,0,0,0,0,0,0
2.64,2.26195,2.91995,0,0,7.29871,0,4.82521,0,0,0,0,0,0,-0.295789,-0.0544705,0.0544705,0.0544705,0.904125,0.904125,0.904125,0.904125,0.524574,0.0217917,0.361708,-0.361708,-0.361708,0.0544705,0.0544705,0.0544705,0.0544705,-0.571477,0,0,0,0,0,0,0,0,0
2.64,2.29336,2.93,0,0,7.32384,0,4.5622,0,0,0,0,0,0,-0.297039,-0.0548267,0.0548267,0.0548267,0.901022,0.901022,0.901022,0.901022,0.496174,0.0219342,0.360467,-0.360467,-0.360467,0.0548267,0.0548267,0.0548267,0.0548267,-0.572438,0,0,0,0,0,0,0,0,0
2.64,2.32478,2.94014,0,0,7.34917,0,4.29837,0,0,0,0,0,0,-0.29829,-0.0549633,0.0549633,0.0549633,0.897917,0.897917,0.897917,0.897917,0.467651,0.0219889,0.359224,-0.359224,-0.359224,0.0549633,0.0549633,0.0549633,0.0549633,-0.571088,0,0,0,0,0,0,0,0,0
2.64,2.35619,2.95031,0,0,7.3746,0,4.03478,0,0,0,0,0,0,-0.299537,-0.0548821,0.0548821,0.0548821,0.894821,0.894821,0.894821,0.894821,0.439121,0.0219564,0.357986,-0.357986,-0.357986,0.0548821,0.0548821,0.0548821,0.0548821,-0.56749,0,0,0,0,0,0,0,0,0
2.64,2.38761,2.96049,0,0,7.40003,0,3.77247,0,0,0,0,0,0,-0.300776,-0.0545856,0.0545856,0.0545856,0.891746,0.891746,0.891746,0.891746,0.410698,0.0218377,0.356755,-0.356755,-0.356755,0.0545856,0.0545856,0.0545856,0.0545856,-0.561712,0,0,0,0,0,0,0,0,0
2.64,2.41903,2.97062,0,0,7.42536,0,3.51244,0,0,0,0,0,0,-0.302001,-0.0540771,0.0540771,0.0540771,0.888704,0.888704,0.888704,0.888704,0.382495,0.0216343,0.355538,-0.355538,-0.355538,0.0540771,0.0540771,0.0540771,0.0540771,-0.553831,0,0,0,0,0,0,0,0,0
2.64,2.45044,2.98067,0,0,7.45049,0,3.25569,0,0,0,0,0,0,-0.303209,-0.0533609,0.0533609,0.0533609,0.885706,0.885706,0.885706,0.885706,0.354624,0.0213478,0.354339,-0.354339,-0.354339,0.0533609,0.0533609,0.0533609,0.0533609,-0.54393,0,0,0,0,0,0,0,0,0
2.64,2.48186,2.99061,0,0,7.47532,0,3.00318,0,0,0,0,0,0,-0.304394,-0.0524417,0.0524417,0.0524417,0.882764,0.882764,0.882764,0.882764,0.327191,0.02098,0.353162,-0.353162,-0.353162,0.0524417,0.0524417,0.0524417,0.0524417,-0.532092,0,0,0,0,0,0,0,0,0
2.64,2.51327,3.00038,0,0,7.49975,0,2.75585,0,0,0,0,0,0,-0.305552,-0.051325,0.051325,0.051325,0.879888,0.879888,0.879888,0.879888,0.300303,0.0205333,0.352012,-0.352012,-0.352012,0.051325,0.051325,0.051325,0.051325,-0.518409,0,0,0,0,0,0,0,0,0
2.64,2.54469,3.00996,0,0,7.52369,0,2.51461,0,0,0,0,0,0,-0.30668,-0.0500169,0.0500169,0.0500169,0.877089,0.877089,0.877089,0.877089,0.27406,0.02001,0.350892,-0.350892,-0.350892,0.0500169,0.0500169,0.0500169,0.0500169,-0.502972,0,0,0,0,0,0,0,0,0
2.64,2.57611,3.0193,0,0,7.54704,0,2.28032,0,0,0,0,0,0,-0.307773,-0.0485242,0.0485242,0.0485242,0.874375,0.874375,0.874375,0.874375,0.248559,0.0194128,0.349806,-0.349806,-0.349806,0.0485242,0.0485242,0.0485242,0.0485242,-0.485875,0,0,0,0,0,0,0,0,0
2.64,2.60752,3.02837,0,0,7.56971,0,2.05381,0,0,0,0,0,0,-0.308828,-0.0468539,0.0468539,0.0468539,0.871756,0.871756,0.871756,0.871756,0.223895,0.0187446,0.348758,-0.348758,-0.348758,0.0468539,0.0468539,0.0468539,0.0468539,-0.467213,0,0,0,0,0,0,0,0,0
2.64,2.63894,3.03713,0,0,7.59161,0,1.83589,0,0,0,0,0,0,-0.309841,-0.0450139,0.0450139,0.0450139,0.869242,0.869242,0.869242,0.869242,0.200157,0.0180084,0.347752,-0.347752,-0.347752,0.0450139,0.0450139,0.0450139,0.0450139,-0.447083,0,0,0,0,0,0,0,0,0
2.64,2.67035,3.04555,0,0,7.61265,0,1.6273,0,0,0,0,0,0,-0.310809,-0.0430121,0.0430121,0.0430121,0.866839,0.866839,0.866839,0.866839,0.177428,0.0172076,0.346791,-0.346791,-0.346791,0.0430121,0.0430121,0.0430121,0.0430121,-0.425578,0,0,0,0,0,0,0,0,0
2.64,2.70177,3.05359,0,0,7.63276,0,1.42876,0,0,0,0,0,0,-0.311729,-0.0408571,0.0408571,0.0408571,0.864556,0.864556,0.864556,0.864556,0.15579,0.0163455,0.345878,-0.345878,-0.345878,0.0408571,0.0408571,0.0408571,0.0408571,-0.402795,0,0,0,0,0,0,0,0,0
2.64,2.73319,3.06123,0,0,7.65184,0,1.24095,0,0,0,0,0,0,-0.312597,-0.0385578,0.0385578,0.0385578,0.862399,0.862399,0.862399,0.862399,0.135316,0.0154256,0.345015,-0.345015,-0.345015,0.0385578,0.0385578,0.0385578,0.0385578,-0.378828,0,0,0,0,0,0,0,0,0
2.64,2.7646,3.06842,0,0,7.66983,0,1.0645,0,0,0,0,0,0,-0.313412,-0.0361232,0.0361232,0.0361232,0.860377,0.860377,0.860377,0.860377,0.116078,0.0144516,0.344206,-0.344206,-0.344206,0.0361232,0.0361232,0.0361232,0.0361232,-0.35377,0,0,0,0,0,0,0,0,0
2.64,2.79602,3.07516,0,0,7.68666,0,0.899983,0,0,0,0,0,0,-0.314171,-0.0335629,0.0335629,0.0335629,0.858493,0.858493,0.858493,0.858493,0.0981393,0.0134273,0.343452,-0.343452,-0.343452,0.0335629,0.0335629,0.0335629,0.0335629,-0.327713,0,0,0,0,0,0,0,0,0
2.64,2.82743,3.08139,0,0,7.70225,0,0.747949,0,0,0,0,0,0,-0.314871,-0.0308866,0.0308866,0.0308866,0.856755,0.856755,0.856755,0.856755,0.0815608,0.0123566,0.342757,-0.342757,-0.342757,0.0308866,0.0308866,0.0308866,0.0308866,-0.300748,0,0,0,0,0,0,0,0,0
2.64,2.85885,3.08712,0,0,7.71655,0,0.608891,0,0,0,0,0,0,-0.315511,-0.0281041,0.0281041,0.0281041,0.855167,0.855167,0.855167,0.855167,0.0663967,0.0112435,0.342122,-0.342122,-0.342122,0.0281041,0.0281041,0.0281041,0.0281041,-0.272964,0,0,0,0,0,0,0,0,0
2.64,2.89027,3.0923,0,0,7.7295,0,0.483259,0,0,0,0,0,0,-0.316088,-0.0252257,0.0252257,0.0252257,0.853734,0.853734,0.853734,0.853734,0.0526965,0.0100919,0.341548,-0.341548,-0.341548,0.0252257,0.0252257,0.0252257,0.0252257,-0.244447,0,0,0,0,0,0,0,0,0
2.64,2.92168,3.09692,0,0,7.74105,0,0.371455,0,0,0,0,0,0,-0.316601,-0.0222615,0.0222615,0.0222615,0.852461,0.852461,0.852461,0.852461,0.0405043,0.00890601,0.341039,-0.341039,-0.341039,0.0222615,0.0222615,0.0222615,0.0222615,-0.215285,0,0,0,0,0,0,0,0,0
2.64,2.9531,3.10096,0,0,7.75116,0,0.273836,0,0,0,0,0,0,-0.317049,-0.0192219,0.0192219,0.0192219,0.851349,0.851349,0.851349,0.851349,0.0298592,0.00769001,0.340594,-0.340594,-0.340594,0.0192219,0.0192219,0.0192219,0.0192219,-0.185562,0,0,0,0,0,0,0,0,0
2.64,2.98451,3.10441,0,0,7.75978,0,0.19071,0,0,0,0,0,0,-0.31743,-0.0161177,0.0161177,0.0161177,0.850404,0.850404,0.850404,0.850404,0.0207948,0.0064481,0.340216,-0.340216,-0.340216,0.0161177,0.0161177,0.0161177,0.0161177,-0.15536,0,0,0,0,0,0,0,0,0
2.64,3.01593,3.10725,0,0,7.76688,0,0.122341,0,0,0,0,0,0,-0.317743,-0.0129593,0.0129593,0.0129593,0.849627,0.849627,0.849627,0.849627,0.0133397,0.00518454,0.339905,-0.339905,-0.339905,0.0129593,0.0129593,0.0129593,0.0129593,-0.124761,0,0,0,0,0,0,0,0,0
2.64,3.04734,3.10947,0,0,7.77243,0,0.0689422,0,0,0,0,0,0,-0.317987,-0.00975751,0.00975751,0.00975751,0.84902,0.84902,0.84902,0.84902,0.00751715,0.00390363,0.339662,-0.339662,-0.339662,0.00975751,0.00975751,0.00975751,0.00975751,-0.0938458,0,0,0,0,0,0,0,0,0
2.64,3.07876,3.11106,0,0,7.77641,0,0.0306808,0,0,0,0,0,0,-0.318162,-0.00652314,0.00652314,0.00652314,0.848585,0.848585,0.848585,0.848585,0.00334526,0.00260967,0.339488,-0.339488,-0.339488,0.00652314,0.00652314,0.00652314,0.00652314,-0.0626947,0,0,0,0,0,0,0,0,0
2.64,3.11018,3.11202,0,0,7.7788,0,0.00767617,0,0,0,0,0,0,-0.318267,-0.00326701,0.00326701,0.00326701,0.848324,0.848324,0.848324,0.848324,0.000836961,0.00130701,0.339384,-0.339384,-0.339384,0.00326701,0.00326701,0.00326701,0.00326701,-0.0313866,0,0,0,0,0,0,0,0,0
2.64,3.14159,3.11234,0,0,7.7796,0,8.0474e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.72,0,2.96503,0,0,8.2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.72,0.0314159,2.96475,0,0,8.2076,0,0.00809922,0,0,0,0,0,0,-0.291145,0.00309633,-0.00309633,-0.00309633,0.917448,0.917448,0.917448,0.917448,0.000905161,-0.00111845,0.3314,-0.3314,-0.3314,-0.00309633,-0.00309633,-0.00309633,-0.00309633,0.0313858,0,0,0,0,0,0,0,0,0
2.72,0.0628319,2.96388,0,0,8.20521,0,0.0323712,0,0,0,0,0,0,-0.291048,0.00618224,-0.00618224,-0.00618224,0.917716,0.917716,0.917716,0.917716,0.00361782,-0.00223315,0.331497,-0.331497,-0.331497,-0.00618224,-0.00618224,-0.00618224,-0.00618224,0.0626901,0,0,0,0,0,0,0,0,0
2.72,0.0942478,2.96244,0,0,8.20123,0,0.0727388,0,0,0,0,0,0,-0.290886,0.00924734,-0.00924734,-0.00924734,0.918161,0.918161,0.918161,0.918161,0.00812948,-0.00334032,0.331658,-0.331658,-0.331658,-0.00924734,-0.00924734,-0.00924734,-0.00924734,0.0938316,0,0,0,0,0,0,0,0,0
2.72,0.125664,2.96044,0,0,8.19568,0,0.129074,0,0,0,0,0,0,-0.29066,0.0122812,-0.0122812,-0.0122812,0.918783,0.918783,0.918783,0.918783,0.014426,-0.00443623,0.331882,-0.331882,-0.331882,-0.0122812,-0.0122812,-0.0122812,-0.0122812,0.124728,0,0,0,0,0,0,0,0,0
2.72,0.15708,2.95787,0,0,8.18858,0,0.201196,0,0,0,0,0,0,-0.29037,0.0152737,-0.0152737,-0.0152737,0.919579,0.919579,0.919579,0.919579,0.0224875,-0.00551714,0.33217,-0.33217,-0.33217,-0.0152737,-0.0152737,-0.0152737,-0.0152737,0.155297,0,0,0,0,0,0,0,0,0
2.72,0.188496,2.95476,0,0,8.17996,0,0.288875,0,0,0,0,0,0,-0.290018,0.0182143,-0.0182143,-0.0182143,0.920548,0.920548,0.920548,0.920548,0.0322886,-0.00657937,0.33252,-0.33252,-0.33252,-0.0182143,-0.0182143,-0.0182143,-0.0182143,0.185455,0,0,0,0,0,0,0,0,0
2.72,0.219911,2.95111,0,0,8.16985,0,0.39183,0,0,0,0,0,0,-0.289605,0.0210931,-0.0210931,-0.0210931,0.921687,0.921687,0.921687,0.921687,0.0437981,-0.00761922,0.332931,-0.332931,-0.332931,-0.0210931,-0.0210931,-0.0210931,-0.0210931,0.215119,0,0,0,0,0,0,0,0,0
2.72,0.251327,2.94694,0,0,8.1583,0,0.509728,0,0,0,0,0,0,-0.28913,0.0238998,-0.0238998,-0.0238998,0.922992,0.922992,0.922992,0.922992,0.0569791,-0.00863308,0.333403,-0.333403,-0.333403,-0.0238998,-0.0238998,-0.0238998,-0.0238998,0.244202,0,0,0,0,0,0,0,0,0
2.72,0.282743,2.94226,0,0,8.14535,0,0.642187,0,0,0,0,0,0,-0.288597,0.0266246,-0.0266246,-0.0266246,0.924459,0.924459,0.924459,0.924459,0.071789,-0.00961734,0.333933,-0.333933,-0.333933,-0.0266246,-0.0266246,-0.0266246,-0.0266246,0.272619,0,0,0,0,0,0,0,0,0
2.72,0.314159,2.93709,0,0,8.13105,0,0.788774,0,0,0,0,0,0,-0.288006,0.0292578,-0.0292578,-0.0292578,0.926085,0.926085,0.926085,0.926085,0.0881797,-0.0105685,0.33452,-0.33452,-0.33452,-0.0292578,-0.0292578,-0.0292578,-0.0292578,0.300282,0,0,0,0,0,0,0,0,0
2.72,0.345575,2.93146,0,0,8.11546,0,0.949008,0,0,0,0,0,0,-0.287359,0.0317896,-0.0317896,-0.0317896,0.927865,0.927865,0.927865,0.927865,0.106097,-0.011483,0.335163,-0.335163,-0.335163,-0.0317896,-0.0317896,-0.0317896,-0.0317896,0.327102,0,0,0,0,0,0,0,0,0
2.72,0.376991,2.92538,0,0,8.09863,0,1.12236,0,0,0,0,0,0,-0.286659,0.0342106,-0.0342106,-0.0342106,0.929793,0.929793,0.929793,0.929793,0.125482,-0.0123575,0.335859,-0.335859,-0.335859,-0.0342106,-0.0342106,-0.0342106,-0.0342106,0.35299,0,0,0,0,0,0,0,0,0
2.72,0.408407,2.91889,0,0,8.08064,0,1.30825,0,0,0,0,0,0,-0.285906,0.0365117,-0.0365117,-0.0365117,0.931863,0.931863,0.931863,0.931863,0.146269,-0.0131887,0.336607,-0.336607,-0.336607,-0.0365117,-0.0365117,-0.0365117,-0.0365117,0.377854,0,0,0,0,0,0,0,0,0
2.72,0.439823,2.91199,0,0,8.06156,0,1.50605,0,0,0,0,0,0,-0.285105,0.0386839,-0.0386839,-0.0386839,0.934069,0.934069,0.934069,0.934069,0.168388,-0.0139734,0.337404,-0.337404,-0.337404,-0.0386839,-0.0386839,-0.0386839,-0.0386839,0.401603,0,0,0,0,0,0,0,0,0
2.72,0.471239,2.90473,0,0,8.04145,0,1.71509,0,0,0,0,0,0,-0.284256,0.0407186,-0.0407186,-0.0407186,0.936404,0.936404,0.936404,0.936404,0.191762,-0.0147083,0.338247,-0.338247,-0.338247,-0.0407186,-0.0407186,-0.0407186,-0.0407186,0.424143,0,0,0,0,0,0,0,0,0
2.72,0.502655,2.89713,0,0,8.02041,0,1.93465,0,0,0,0,0,0,-0.283363,0.0426073,-0.0426073,-0.0426073,0.938861,0.938861,0.938861,0.938861,0.21631,-0.0153906,0.339135,-0.339135,-0.339135,-0.0426073,-0.0426073,-0.0426073,-0.0426073,0.44538,0,0,0,0,0,0,0,0,0
2.72,0.534071,2.88922,0,0,7.99851,0,2.16398,0,0,0,0,0,0,-0.282429,0.0443421,-0.0443421,-0.0443421,0.941431,0.941431,0.941431,0.941431,0.241946,-0.0160172,0.340063,-0.340063,-0.340063,-0.0443421,-0.0443421,-0.0443421,-0.0443421,0.465222,0,0,0,0,0,0,0,0,0
2.72,0.565487,2.88103,0,0,7.97584,0,2.40226,0,0,0,0,0,0,-0.281456,0.0459154,-0.0459154,-0.0459154,0.944107,0.944107,0.944107,0.944107,0.268577,-0.0165855,0.34103,-0.34103,-0.34103,-0.0459154,-0.0459154,-0.0459154,-0.0459154,0.483574,0,0,0,0,0,0,0,0,0
2.72,0.596903,2.87259,0,0,7.95249,0,2.64865,0,0,0,0,0,0,-0.280449,0.04732,-0.04732,-0.04732,0.946879,0.946879,0.946879,0.946879,0.296107,-0.0170929,0.342031,-0.342031,-0.342031,-0.04732,-0.04732,-0.04732,-0.04732,0.500343,0,0,0,0,0,0,0,0,0
