i,j,r,theta,rho
51,26,6.08,0.816814,0
51,27,6.08,0.84823,0
51,28,6.08,0.879646,0
51,29,6.08,0.911062,0
51,30,6.08,0.942478,0
51,31,6.08,0.973894,0
51,32,6.08,1.00531,0
51,33,6.08,1.03673,0
51,34,6.08,1.06814,0
51,35,6.08,1.09956,0
51,36,6.08,1.13097,0
51,37,6.08,1.16239,0
51,38,6.08,1.19381,0
51,39,6.08,1.22522,0
51,40,6.08,1.25664,0
51,41,6.08,1.28805,0
51,42,6.08,1.31947,0
51,43,6.08,1.35088,0
51,44,6.08,1.3823,0
51,45,6.08,1.41372,0
51,46,6.08,1.44513,0
51,47,6.08,1.47655,0
51,48,6.08,1.50796,0
51,49,6.08,1.53938,0
51,50,6.08,1.5708,0
51,51,6.08,1.60221,0
51,52,6.08,1.63363,0
51,53,6.08,1.66504,0
51,54,6.08,1.69646,0
51,55,6.08,1.72788,0
51,56,6.08,1.75929,0
51,57,6.08,1.79071,0
51,58,6.08,1.82212,0
51,59,6.08,1.85354,0
51,60,6.08,1.88496,0
51,61,6.08,1.91637,0
51,62,6.08,1.94779,0
51,63,6.08,1.9792,0
51,64,6.08,2.01062,0
51,65,6.08,2.04204,0
51,66,6.08,2.07345,0
51,67,6.08,2.10487,0
51,68,6.08,2.13628,0
51,69,6.08,2.1677,0
51,70,6.08,2.19911,0
51,71,6.08,2.23053,0
51,72,6.08,2.26195,0
51,73,6.08,2.29336,0
51,74,6.08,2.32478,0
51,75,6.08,2.35619,0
51,76,6.08,2.38761,0
51,77,6.08,2.41903,0
51,78,6.08,2.45044,0
51,79,6.08,2.48186,0
51,80,6.08,2.51327,0
51,81,6.08,2.54469,0
51,82,6.08,2.57611,0
51,83,6.08,2.60752,0
51,84,6.08,2.63894,0
51,85,6.08,2.67035,0
51,86,6.08,2.70177,0
51,87,6.08,2.73319,0
51,88,6.08,2.7646,0
51,89,6.08,2.79602,0
51,90,6.08,2.82743,0
51,91,6.08,2.85885,0
51,92,6.08,2.89027,0
51,93,6.08,2.92168,0
51,94,6.08,2.9531,0
51,95,6.08,2.98451,0
51,96,6.08,3.01593,0
51,97,6.08,3.04734,0
51,98,6.08,3.07876,0
51,99,6.08,3.11018,0
51,100,6.08,3.14159,0
52,0,6.16,0,0
52,1,6.16,0.0314159,0
52,2,6.16,0.0628319,0
52,3,6.16,0.0942478,0
52,4,6.16,0.125664,0
52,5,6.16,0.15708,0
52,6,6.16,0.188496,0
52,7,6.16,0.219911,0
52,8,6.16,0.251327,0
52,9,6.16,0.282743,0
52,10,6.16,0.314159,0
52,11,6.16,0.345575,0
52,12,6.16,0.376991,0
52,13,6.16,0.408407,0
52,14,6.16,0.439823,0
52,15,6.16,0.471239,0
52,16,6.16,0.502655,0
52,17,6.16,0.534071,0
52,18,6.16,0.565487,0
52,19,6.16,0.596903,0
52,20,6.16,0.628319,0
52,21,6.16,0.659734,0
52,22,6.16,0.69115,0
52,23,6.16,0.722566,0
52,24,6.16,0.753982,0
52,25,6.16,0.785398,0
52,26,6.16,0.816814,0
52,27,6.16,0.84823,0
52,28,6.16,0.879646,0
52,29,6.16,0.911062,0
52,30,6.16,0.942478,0
52,31,6.16,0.973894,0
52,32,6.16,1.00531,0
52,33,6.16,1.03673,0
52,34,6.16,1.06814,0
52,35,6.16,1.09956,0
52,36,6.16,1.13097,0
52,37,6.16,1.16239,0
52,38,6.16,1.19381,0
52,39,6.16,1.22522,0
52,40,6.16,1.25664,0
52,41,6.16,1.28805,0
52,42,6.16,1.31947,0
52,43,6.16,1.35088,0
52,44,6.16,1.3823,0
52,45,6.16,1.41372,0
52,46,6.16,1.44513,0
52,47,6.16,1.47655,0
52,48,6.16,1.50796,0
52,49,6.16,1.53938,0
52,50,6.16,1.5708,0
52,51,6.16,1.60221,0
52,52,6.16,1.63363,0
52,53,6.16,1.66504,0
52,54,6.16,1.69646,0
52,55,6.16,1.72788,0
52,56,6.16,1.75929,0
52,57,6.16,1.79071,0
52,58,6.16,1.82212,0
52,59,6.16,1.85354,0
52,60,6.16,1.88496,0
52,61,6.16,1.91637,0
52,62,6.16,1.94779,0
52,63,6.16,1.9792,0
52,64,6.16,2.01062,0
52,65,6.16,2.04204,0
52,66,6.16,2.07345,0
52,67,6.16,2.10487,0
52,68,6.16,2.13628,0
52,69,6.16,2.1677,0
52,70,6.16,2.19911,0
52,71,6.16,2.23053,0
52,72,6.16,2.26195,0
52,73,6.16,2.29336,0
52,74,6.16,2.32478,0
52,75,6.16,2.35619,0
52,76,6.16,2.38761,0
52,77,6.16,2.41903,0
52,78,6.16,2.45044,0
52,79,6.16,2.48186,0
52,80,6.16,2.51327,0
52,81,6.16,2.54469,0
52,82,6.16,2.57611,0
52,83,6.16,2.60752,0
52,84,6.16,2.63894,0
52,85,6.16,2.67035,0
52,86,6.16,2.70177,0
52,87,6.16,2.73319,0
52,88,6.16,2.7646,0
52,89,6.16,2.79602,0
52,90,6.16,2.82743,0
52,91,6.16,2.85885,0
52,92,6.16,2.89027,0
52,93,6.16,2.92168,0
52,94,6.16,2.9531,0
52,95,6.16,2.98451,0
52,96,6.16,3.01593,0
52,97,6.16,3.04734,0
52,98,6.16,3.07876,0
52,99,6.16,3.11018,0
52,100,6.16,3.14159,0
53,0,6.24,0,0
53,1,6.24,0.0314159,0
53,2,6.24,0.0628319,0
53,3,6.24,0.0942478,0
53,4,6.24,0.125664,0
53,5,6.24,0.15708,0
53,6,6.24,0.188496,0
53,7,6.24,0.219911,0
53,8,6.24,0.251327,0
53,9,6.24,0.282743,0
53,10,6.24,0.314159,0
53,11,6.24,0.345575,0
53,12,6.24,0.376991,0
53,13,6.24,0.408407,0
53,14,6.24,0.439823,0
53,15,6.24,0.471239,0
53,16,6.24,0.502655,0
53,17,6.24,0.534071,0
53,18,6.24,0.565487,0
53,19,6.24,0.596903,0
53,20,6.24,0.628319,0
53,21,6.24,0.659734,0
53,22,6.24,0.69115,0
53,23,6.24,0.722566,0
53,24,6.24,0.753982,0
53,25,6.24,0.785398,0
53,26,6.24,0.816814,0
53,27,6.24,0.84823,0
53,28,6.24,0.879646,0
53,29,6.24,0.911062,0
53,30,6.24,0.942478,0
53,31,6.24,0.973894,0
53,32,6.24,1.00531,0
53,33,6.24,1.03673,0
53,34,6.24,1.06814,0
53,35,6.24,1.09956,0
53,36,6.24,1.13097,0
53,37,6.24,1.16239,0
53,38,6.24,1.19381,0
53,39,6.24,1.22522,0
53,40,6.24,1.25664,0
53,41,6.24,1.28805,0
53,42,6.24,1.31947,0
53,43,6.24,1.35088,0
53,44,6.24,1.3823,0
53,45,6.24,1.41372,0
53,46,6.24,1.44513,0
53,47,6.24,1.47655,0
53,48,6.24,1.50796,0
53,49,6.24,1.53938,0
53,50,6.24,1.5708,0
53,51,6.24,1.60221,0
53,52,6.24,1.63363,0
53,53,6.24,1.66504,0
53,54,6.24,1.69646,0
53,55,6.24,1.72788,0
53,56,6.24,1.75929,0
53,57,6.24,1.79071,0
53,58,6.24,1.82212,0
53,59,6.24,1.85354,0
53,60,6.24,1.88496,0
53,61,6.24,1.91637,0
53,62,6.24,1.94779,0
53,63,6.24,1.9792,0
53,64,6.24,2.01062,0
53,65,6.24,2.04204,0
53,66,6.24,2.07345,0
53,67,6.24,2.10487,0
53,68,6.24,2.13628,0
53,69,6.24,2.1677,0
53,70,6.24,2.19911,0
53,71,6.24,2.23053,0
53,72,6.24,2.26195,0
53,73,6.24,2.29336,0
53,74,6.24,2.32478,0
53,75,6.24,2.35619,0
53,76,6.24,2.38761,0
53,77,6.24,2.41903,0
53,78,6.24,2.45044,0
53,79,6.24,2.48186,0
53,80,6.24,2.51327,0
53,81,6.24,2.54469,0
53,82,6.24,2.57611,0
53,83,6.24,2.60752,0
53,84,6.24,2.63894,0
53,85,6.24,2.67035,0
53,86,6.24,2.70177,0
53,87,6.24,2.73319,0
53,88,6.24,2.7646,0
53,89,6.24,2.79602,0
53,90,6.24,2.82743,0
53,91,6.24,2.85885,0
53,92,6.24,2.89027,0
53,93,6.24,2.92168,0
53,94,6.24,2.9531,0
53,95,6.24,2.98451,0
53,96,6.24,3.01593,0
53,97,6.24,3.04734,0
53,98,6.24,3.07876,0
53,99,6.24,3.11018,0
53,100,6.24,3.14159,0
54,0,6.32,0,0
54,1,6.32,0.0314159,0
54,2,6.32,0.0628319,0
54,3,6.32,0.0942478,0
54,4,6.32,0.125664,0
54,5,6.32,0.15708,0
54,6,6.32,0.188496,0
54,7,6.32,0.219911,0
54,8,6.32,0.251327,0
54,9,6.32,0.282743,0
54,10,6.32,0.314159,0
54,11,6.32,0.345575,0
54,12,6.32,0.376991,0
54,13,6.32,0.408407,0
54,14,6.32,0.439823,0
54,15,6.32,0.471239,0
54,16,6.32,0.502655,0
54,17,6.32,0.534071,0
54,18,6.32,0.565487,0
54,19,6.32,0.596903,0
54,20,6.32,0.628319,0
54,21,6.32,0.659734,0
54,22,6.32,0.69115,0
54,23,6.32,0.722566,0
54,24,6.32,0.753982,0
54,25,6.32,0.785398,0
54,26,6.32,0.816814,0
54,27,6.32,0.84823,0
54,28,6.32,0.879646,0
54,29,6.32,0.911062,0
54,30,6.32,0.942478,0
54,31,6.32,0.973894,0
54,32,6.32,1.00531,0
54,33,6.32,1.03673,0
54,34,6.32,1.06814,0
54,35,6.32,1.09956,0
54,36,6.32,1.13097,0
54,37,6.32,1.16239,0
54,38,6.32,1.19381,0
54,39,6.32,1.22522,0
54,40,6.32,1.25664,0
54,41,6.32,1.28805,0
54,42,6.32,1.31947,0
54,43,6.32,1.35088,0
54,44,6.32,1.3823,0
54,45,6.32,1.41372,0
54,46,6.32,1.44513,0
54,47,6.32,1.47655,0
54,48,6.32,1.50796,0
54,49,6.32,1.53938,0
54,50,6.32,1.5708,0
54,51,6.32,1.60221,0
54,52,6.32,1.63363,0
54,53,6.32,1.66504,0
54,54,6.32,1.69646,0
54,55,6.32,1.72788,0
54,56,6.32,1.75929,0
54,57,6.32,1.79071,0
54,58,6.32,1.82212,0
54,59,6.32,1.85354,0
54,60,6.32,1.88496,0
54,61,6.32,1.91637,0
54,62,6.32,1.94779,0
54,63,6.32,1.9792,0
54,64,6.32,2.01062,0
54,65,6.32,2.04204,0
54,66,6.32,2.07345,0
54,67,6.32,2.10487,0
54,68,6.32,2.13628,0
54,69,6.32,2.1677,0
54,70,6.32,2.19911,0
54,71,6.32,2.23053,0
54,72,6.32,2.26195,0
54,73,6.32,2.29336,0
54,74,6.32,2.32478,0
54,75,6.32,2.35619,0
54,76,6.32,2.38761,0
54,77,6.32,2.41903,0
54,78,6.32,2.45044,0
54,79,6.32,2.48186,0
54,80,6.32,2.51327,0
54,81,6.32,2.54469,0
54,82,6.32,2.57611,0
54,83,6.32,2.60752,0
54,84,6.32,2.63894,0
54,85,6.32,2.67035,0
54,86,6.32,2.70177,0
54,87,6.32,2.73319,0
54,88,6.32,2.7646,0
54,89,6.32,2.79602,0
54,90,6.32,2.82743,0
54,91,6.32,2.85885,0
54,92,6.32,2.89027,0
54,93,6.32,2.92168,0
54,94,6.32,2.9531,0
54,95,6.32,2.98451,0
54,96,6.32,3.01593,0
54,97,6.32,3.04734,0
54,98,6.32,3.07876,0
54,99,6.32,3.11018,0
54,100,6.32,3.14159,0
55,0,6.4,0,0
55,1,6.4,0.0314159,0
55,2,6.4,0.0628319,0
55,3,6.4,0.0942478,0
55,4,6.4,0.125664,0
55,5,6.4,0.15708,0
55,6,6.4,0.188496,0
55,7,6.4,0.219911,0
55,8,6.4,0.251327,0
55,9,6.4,0.282743,0
55,10,6.4,0.314159,0
55,11,6.4,0.345575,0
55,12,6.4,0.376991,0
55,13,6.4,0.408407,0
55,14,6.4,0.439823,0
55,15,6.4,0.471239,0
55,16,6.4,0.502655,0
55,17,6.4,0.534071,0
55,18,6.4,0.565487,0
55,19,6.4,0.596903,0
55,20,6.4,0.628319,0
55,21,6.4,0.659734,0
55,22,6.4,0.69115,0
55,23,6.4,0.722566,0
55,24,6.4,0.753982,0
55,25,6.4,0.785398,0
55,26,6.4,0.816814,0
55,27,6.4,0.84823,0
55,28,6.4,0.879646,0
55,29,6.4,0.911062,0
55,30,6.4,0.942478,0
55,31,6.4,0.973894,0
55,32,6.4,1.00531,0
55,33,6.4,1.03673,0
55,34,6.4,1.06814,0
55,35,6.4,1.09956,0
55,36,6.4,1.13097,0
55,37,6.4,1.16239,0
55,38,6.4,1.19381,0
55,39,6.4,1.22522,0
55,40,6.4,1.25664,0
55,41,6.4,1.28805,0
55,42,6.4,1.31947,0
55,43,6.4,1.35088,0
55,44,6.4,1.3823,0
55,45,6.4,1.41372,0
55,46,6.4,1.44513,0
55,47,6.4,1.47655,0
55,48,6.4,1.50796,0
55,49,6.4,1.53938,0
55,50,6.4,1.5708,0
55,51,6.4,1.60221,0
55,52,6.4,1.63363,0
55,53,6.4,1.66504,0
55,54,6.4,1.69646,0
55,55,6.4,1.72788,0
55,56,6.4,1.75929,0
55,57,6.4,1.79071,0
55,58,6.4,1.82212,0
55,59,6.4,1.85354,0
55,60,6.4,1.88496,0
55,61,6.4,1.91637,0
55,62,6.4,1.94779,0
55,63,6.4,1.9792,0
55,64,6.4,2.01062,0
55,65,6.4,2.04204,0
55,66,6.4,2.07345,0
55,67,6.4,2.10487,0
55,68,6.4,2.13628,0
55,69,6.4,2.1677,0
55,70,6.4,2.19911,0
55,71,6.4,2.23053,0
55,72,6.4,2.26195,0
55,73,6.4,2.29336,0
55,74,6.4,2.32478,0
55,75,6.4,2.35619,0
55,76,6.4,2.38761,0
55,77,6.4,2.41903,0
55,78,6.4,2.45044,0
55,79,6.4,2.48186,0
55,80,6.4,2.51327,0
55,81,6.4,2.54469,0
55,82,6.4,2.57611,0
55,83,6.4,2.60752,0
55,84,6.4,2.63894,0
55,85,6.4,2.67035,0
55,86,6.4,2.70177,0
55,87,6.4,2.73319,0
55,88,6.4,2.7646,0
55,89,6.4,2.79602,0
55,90,6.4,2.82743,0
55,91,6.4,2.85885,0
55,92,6.4,2.89027,0
55,93,6.4,2.92168,0
55,94,6.4,2.9531,0
55,95,6.4,2.98451,0
55,96,6.4,3.01593,0
55,97,6.4,3.04734,0
55,98,6.4,3.07876,0
55,99,6.4,3.11018,0
55,100,6.4,3.14159,0
56,0,6.48,0,0
56,1,6.48,0.0314159,0
56,2,6.48,0.0628319,0
56,3,6.48,0.0942478,0
56,4,6.48,0.125664,0
56,5,6.48,0.15708,0
56,6,6.48,0.188496,0
56,7,6.48,0.219911,0
56,8,6.48,0.251327,0
56,9,6.48,0.282743,0
56,10,6.48,0.314159,0
56,11,6.48,0.345575,0
56,12,6.48,0.376991,0
56,13,6.48,0.408407,0
56,14,6.48,0.439823,0
56,15,6.48,0.471239,0
56,16,6.48,0.502655,0
56,17,6.48,0.534071,0
56,18,6.48,0.565487,0
56,19,6.48,0.596903,0
56,20,6.48,0.628319,0
56,21,6.48,0.659734,0
56,22,6.48,0.69115,0
56,23,6.48,0.722566,0
56,24,6.48,0.753982,0
56,25,6.48,0.785398,0
56,26,6.48,0.816814,0
56,27,6.48,0.84823,0
56,28,6.48,0.879646,0
56,29,6.48,0.911062,0
56,30,6.48,0.942478,0
56,31,6.48,0.973894,0
56,32,6.48,1.00531,0
56,33,6.48,1.03673,0
56,34,6.48,1.06814,0
56,35,6.48,1.09956,0
56,36,6.48,1.13097,0
56,37,6.48,1.16239,0
56,38,6.48,1.19381,0
56,39,6.48,1.22522,0
56,40,6.48,1.25664,0
56,41,6.48,1.28805,0
56,42,6.48,1.31947,0
56,43,6.48,1.35088,0
56,44,6.48,1.3823,0
56,45,6.48,1.41372,0
56,46,6.48,1.44513,0
56,47,6.48,1.47655,0
56,48,6.48,1.50796,0
56,49,6.48,1.53938,0
56,50,6.48,1.5708,0
56,51,6.48,1.60221,0
56,52,6.48,1.63363,0
56,53,6.48,1.66504,0
56,54,6.48,1.69646,0
56,55,6.48,1.72788,0
56,56,6.48,1.75929,0
56,57,6.48,1.79071,0
56,58,6.48,1.82212,0
56,59,6.48,1.85354,0
56,60,6.48,1.88496,0
56,61,6.48,1.91637,0
56,62,6.48,1.94779,0
56,63,6.48,1.9792,0
56,64,6.48,2.01062,0
56,65,6.48,2.04204,0
56,66,6.48,2.07345,0
56,67,6.48,2.10487,0
56,68,6.48,2.13628,0
56,69,6.48,2.1677,0
56,70,6.48,2.19911,0
56,71,6.48,2.23053,0
56,72,6.48,2.26195,0
56,73,6.48,2.29336,0
56,74,6.48,2.32478,0
56,75,6.48,2.35619,0
56,76,6.48,2.38761,0
56,77,6.48,2.41903,0
56,78,6.48,2.45044,0
56,79,6.48,2.48186,0
56,80,6.48,2.51327,0
56,81,6.48,2.54469,0
56,82,6.48,2.57611,0
56,83,6.48,2.60752,0
56,84,6.48,2.63894,0
56,85,6.48,2.67035,0
56,86,6.48,2.70177,0
56,87,6.48,2.73319,0
56,88,6.48,2.7646,0
56,89,6.48,2.79602,0
56,90,6.48,2.82743,0
56,91,6.48,2.85885,0
56,92,6.48,2.89027,0
56,93,6.48,2.92168,0
56,94,6.48,2.9531,0
56,95,6.48,2.98451,0
56,96,6.48,3.01593,0
56,97,6.48,3.04734,0
56,98,6.48,3.07876,0
56,99,6.48,3.11018,0
56,100,6.48,3.14159,0
57,0,6.56,0,0
57,1,6.56,0.0314159,0
57,2,6.56,0.0628319,0
57,3,6.56,0.0942478,0
57,4,6.56,0.125664,0
57,5,6.56,0.15708,0
57,6,6.56,0.188496,0
57,7,6.56,0.219911,0
57,8,6.56,0.251327,0
57,9,6.56,0.282743,0
57,10,6.56,0.314159,0
57,11,6.56,0.345575,0
57,12,6.56,0.376991,0
57,13,6.56,0.408407,0
57,14,6.56,0.439823,0
57,15,6.56,0.471239,0
57,16,6.56,0.502655,0
57,17,6.56,0.534071,0
57,18,6.56,0.565487,0
57,19,6.56,0.596903,0
57,20,6.56,0.628319,0
57,21,6.56,0.659734,0
57,22,6.56,0.69115,0
57,23,6.56,0.722566,0
57,24,6.56,0.753982,0
57,25,6.56,0.785398,0
57,26,6.56,0.816814,0
57,27,6.56,0.84823,0
57,28,6.56,0.879646,0
57,29,6.56,0.911062,0
57,30,6.56,0.942478,0
57,31,6.56,0.973894,0
57,32,6.56,1.00531,0
57,33,6.56,1.03673,0
57,34,6.56,1.06814,0
57,35,6.56,1.09956,0
57,36,6.56,1.13097,0
57,37,6.56,1.16239,0
57,38,6.56,1.19381,0
57,39,6.56,1.22522,0
57,40,6.56,1.25664,0
57,41,6.56,1.28805,0
57,42,6.56,1.31947,0
57,43,6.56,1.35088,0
57,44,6.56,1.3823,0
57,45,6.56,1.41372,0
57,46,6.56,1.44513,0
57,47,6.56,1.47655,0
57,48,6.56,1.50796,0
57,49,6.56,1.53938,0
57,50,6.56,1.5708,0
57,51,6.56,1.60221,0
57,52,6.56,1.63363,0
57,53,6.56,1.66504,0
57,54,6.56,1.69646,0
57,55,6.56,1.72788,0
57,56,6.56,1.75929,0
57,57,6.56,1.79071,0
57,58,6.56,1.82212,0
57,59,6.56,1.85354,0
57,60,6.56,1.88496,0
57,61,6.56,1.91637,0
57,62,6.56,1.94779,0
57,63,6.56,1.9792,0
57,64,6.56,2.01062,0
57,65,6.56,2.04204,0
57,66,6.56,2.07345,0
57,67,6.56,2.10487,0
57,68,6.56,2.13628,0
57,69,6.56,2.1677,0
57,70,6.56,2.19911,0
57,71,6.56,2.23053,0
57,72,6.56,2.26195,0
57,73,6.56,2.29336,0
57,74,6.56,2.32478,0
57,75,6.56,2.35619,0
57,76,6.56,2.38761,0
57,77,6.56,2.41903,0
57,78,6.56,2.45044,0
57,79,6.56,2.48186,0
57,80,6.56,2.51327,0
57,81,6.56,2.54469,0
57,82,6.56,2.57611,0
57,83,6.56,2.60752,0
57,84,6.56,2.63894,0
57,85,6.56,2.67035,0
57,86,6.56,2.70177,0
57,87,6.56,2.73319,0
57,88,6.56,2.7646,0
57,89,6.56,2.79602,0
57,90,6.56,2.82743,0
57,91,6.56,2.85885,0
57,92,6.56,2.89027,0
57,93,6.56,2.92168,0
57,94,6.56,2.9531,0
57,95,6.56,2.98451,0
57,96,6.56,3.01593,0
57,97,6.56,3.04734,0
57,98,6.56,3.07876,0
57,99,6.56,3.11018,0
57,100,6.56,3.14159,0
58,0,6.64,0,0
58,1,6.64,0.0314159,0
58,2,6.64,0.0628319,0
58,3,6.64,0.0942478,0
58,4,6.64,0.125664,0
58,5,6.64,0.15708,0
58,6,6.64,0.188496,0
58,7,6.64,0.219911,0
58,8,6.64,0.251327,0
58,9,6.64,0.282743,0
58,10,6.64,0.314159,0
58,11,6.64,0.345575,0
58,12,6.64,0.376991,0
58,13,6.64,0.408407,0
58,14,6.64,0.439823,0
58,15,6.64,0.471239,0
58,16,6.64,0.502655,0
58,17,6.64,0.534071,0
58,18,6.64,0.565487,0
58,19,6.64,0.596903,0
58,20,6.64,0.628319,0
58,21,6.64,0.659734,0
58,22,6.64,0.69115,0
58,23,6.64,0.722566,0
58,24,6.64,0.753982,0
58,25,6.64,0.785398,0
58,26,6.64,0.816814,0
58,27,6.64,0.84823,0
58,28,6.64,0.879646,0
58,29,6.64,0.911062,0
58,30,6.64,0.942478,0
58,31,6.64,0.973894,0
58,32,6.64,1.00531,0
58,33,6.64,1.03673,0
58,34,6.64,1.06814,0
58,35,6.64,1.09956,0
58,36,6.64,1.13097,0
58,37,6.64,1.16239,0
58,38,6.64,1.19381,0
58,39,6.64,1.22522,0
58,40,6.64,1.25664,0
58,41,6.64,1.28805,0
58,42,6.64,1.31947,0
58,43,6.64,1.35088,0
58,44,6.64,1.3823,0
58,45,6.64,1.41372,0
58,46,6.64,1.44513,0
58,47,6.64,1.47655,0
58,48,6.64,1.50796,0
58,49,6.64,1.53938,0
58,50,6.64,1.5708,0
58,51,6.64,1.60221,0
58,52,6.64,1.63363,0
58,53,6.64,1.66504,0
58,54,6.64,1.69646,0
58,55,6.64,1.72788,0
58,56,6.64,1.75929,0
58,57,6.64,1.79071,0
58,58,6.64,1.82212,0
58,59,6.64,1.85354,0
58,60,6.64,1.88496,0
58,61,6.64,1.91637,0
58,62,6.64,1.94779,0
58,63,6.64,1.9792,0
58,64,6.64,2.01062,0
58,65,6.64,2.04204,0
58,66,6.64,2.07345,0
58,67,6.64,2.10487,0
58,68,6.64,2.13628,0
58,69,6.64,2.1677,0
58,70,6.64,2.19911,0
58,71,6.64,2.23053,0
58,72,6.64,2.26195,0
58,73,6.64,2.29336,0
58,74,6.64,2.32478,0
58,75,6.64,2.35619,0
58,76,6.64,2.38761,0
58,77,6.64,2.41903,0
58,78,6.64,2.45044,0
58,79,6.64,2.48186,0
58,80,6.64,2.51327,0
58,81,6.64,2.54469,0
58,82,6.64,2.57611,0
58,83,6.64,2.60752,0
58,84,6.64,2.63894,0
58,85,6.64,2.67035,0
58,86,6.64,2.70177,0
58,87,6.64,2.73319,0
58,88,6.64,2.7646,0
58,89,6.64,2.79602,0
58,90,6.64,2.82743,0
58,91,6.64,2.85885,0
58,92,6.64,2.89027,0
58,93,6.64,2.92168,0
58,94,6.64,2.9531,0
58,95,6.64,2.98451,0
58,96,6.64,3.01593,0
58,97,6.64,3.04734,0
58,98,6.64,3.07876,0
58,99,6.64,3.11018,0
58,100,6.64,3.14159,0
59,0,6.72,0,0
59,1,6.72,0.0314159,0
59,2,6.72,0.0628319,0
59,3,6.72,0.0942478,0
59,4,6.72,0.125664,0
59,5,6.72,0.15708,0
59,6,6.72,0.188496,0
59,7,6.72,0.219911,0
59,8,6.72,0.251327,0
59,9,6.72,0.282743,0
59,10,6.72,0.314159,0
59,11,6.72,0.345575,0
59,12,6.72,0.376991,0
59,13,6.72,0.408407,0
59,14,6.72,0.439823,0
59,15,6.72,0.471239,0
59,16,6.72,0.502655,0
59,17,6.72,0.534071,0
59,18,6.72,0.565487,0
59,19,6.72,0.596903,0
59,20,6.72,0.628319,0
59,21,6.72,0.659734,0
59,22,6.72,0.69115,0
59,23,6.72,0.722566,0
59,24,6.72,0.753982,0
59,25,6.72,0.785398,0
59,26,6.72,0.816814,0
59,27,6.72,0.84823,0
59,28,6.72,0.879646,0
59,29,6.72,0.911062,0
59,30,6.72,0.942478,0
59,31,6.72,0.973894,0
59,32,6.72,1.00531,0
59,33,6.72,1.03673,0
59,34,6.72,1.06814,0
59,35,6.72,1.09956,0
59,36,6.72,1.13097,0
59,37,6.72,1.16239,0
59,38,6.72,1.19381,0
59,39,6.72,1.22522,0
59,40,6.72,1.25664,0
59,41,6.72,1.28805,0
59,42,6.72,1.31947,0
59,43,6.72,1.35088,0
59,44,6.72,1.3823,0
59,45,6.72,1.41372,0
59,46,6.72,1.44513,0
59,47,6.72,1.47655,0
59,48,6.72,1.50796,0
59,49,6.72,1.53938,0
59,50,6.72,1.5708,0
59,51,6.72,1.60221,0
59,52,6.72,1.63363,0
59,53,6.72,1.66504,0
59,54,6.72,1.69646,0
59,55,6.72,1.72788,0
59,56,6.72,1.75929,0
59,57,6.72,1.79071,0
59,58,6.72,1.82212,0
59,59,6.72,1.85354,0
59,60,6.72,1.88496,0
59,61,6.72,1.91637,0
59,62,6.72,1.94779,0
59,63,6.72,1.9792,0
59,64,6.72,2.01062,0
59,65,6.72,2.04204,0
59,66,6.72,2.07345,0
59,67,6.72,2.10487,0
59,68,6.72,2.13628,0
59,69,6.72,2.1677,0
59,70,6.72,2.19911,0
59,71,6.72,2.23053,0
59,72,6.72,2.26195,0
59,73,6.72,2.29336,0
59,74,6.72,2.32478,0
59,75,6.72,2.35619,0
59,76,6.72,2.38761,0
59,77,6.72,2.41903,0
59,78,6.72,2.45044,0
59,79,6.72,2.48186,0
59,80,6.72,2.51327,0
59,81,6.72,2.54469,0
59,82,6.72,2.57611,0
59,83,6.72,2.60752,0
59,84,6.72,2.63894,0
59,85,6.72,2.67035,0
59,86,6.72,2.70177,0
59,87,6.72,2.73319,0
59,88,6.72,2.7646,0
59,89,6.72,2.79602,0
59,90,6.72,2.82743,0
59,91,6.72,2.85885,0
59,92,6.72,2.89027,0
59,93,6.72,2.92168,0
59,94,6.72,2.9531,0
59,95,6.72,2.98451,0
59,96,6.72,3.01593,0
59,97,6.72,3.04734,0
59,98,6.72,3.07876,0
59,99,6.72,3.11018,0
59,100,6.72,3.14159,0
60,0,6.8,0,0
60,1,6.8,0.0314159,0
60,2,6.8,0.0628319,0
60,3,6.8,0.0942478,0
60,4,6.8,0.125664,0
60,5,6.8,0.15708,0
60,6,6.8,0.188496,0
60,7,6.8,0.219911,0
60,8,6.8,0.251327,0
60,9,6.8,0.282743,0
60,10,6.8,0.314159,0
60,11,6.8,0.345575,0
60,12,6.8,0.376991,0
60,13,6.8,0.408407,0
60,14,6.8,0.439823,0
60,15,6.8,0.471239,0
60,16,6.8,0.502655,0
60,17,6.8,0.534071,0
60,18,6.8,0.565487,0
60,19,6.8,0.596903,0
60,20,6.8,0.628319,0
60,21,6.8,0.659734,0
60,22,6.8,0.69115,0
60,23,6.8,0.722566,0
60,24,6.8,0.753982,0
60,25,6.8,0.785398,0
60,26,6.8,0.816814,0
60,27,6.8,0.84823,0
60,28,6.8,0.879646,0
60,29,6.8,0.911062,0
60,30,6.8,0.942478,0
60,31,6.8,0.973894,0
60,32,6.8,1.00531,0
60,33,6.8,1.03673,0
60,34,6.8,1.06814,0
60,35,6.8,1.09956,0
60,36,6.8,1.13097,0
60,37,6.8,1.16239,0
60,38,6.8,1.19381,0
60,39,6.8,1.22522,0
60,40,6.8,1.25664,0
60,41,6.8,1.28805,0
60,42,6.8,1.31947,0
60,43,6.8,1.35088,0
60,44,6.8,1.3823,0
60,45,6.8,1.41372,0
60,46,6.8,1.44513,0
60,47,6.8,1.47655,0
60,48,6.8,1.50796,0
