i,j,r,theta,rho
22,5,3.76,0.15708,0
22,6,3.76,0.188496,0
22,7,3.76,0.219911,0
22,8,3.76,0.251327,0
22,9,3.76,0.282743,0
22,10,3.76,0.314159,0
22,11,3.76,0.345575,0
22,12,3.76,0.376991,0
22,13,3.76,0.408407,0
22,14,3.76,0.439823,0
22,15,3.76,0.471239,0
22,16,3.76,0.502655,0
22,17,3.76,0.534071,0
22,18,3.76,0.565487,0
22,19,3.76,0.596903,0
22,20,3.76,0.628319,0
22,21,3.76,0.659734,0
22,22,3.76,0.69115,0
22,23,3.76,0.722566,0
22,24,3.76,0.753982,0
22,25,3.76,0.785398,0
22,26,3.76,0.816814,0
22,27,3.76,0.84823,0
22,28,3.76,0.879646,0
22,29,3.76,0.911062,0
22,30,3.76,0.942478,0
22,31,3.76,0.973894,0
22,32,3.76,1.00531,0
22,33,3.76,1.03673,0
22,34,3.76,1.06814,0
22,35,3.76,1.09956,0
22,36,3.76,1.13097,0
22,37,3.76,1.16239,0
22,38,3.76,1.19381,0
22,39,3.76,1.22522,0
22,40,3.76,1.25664,0
22,41,3.76,1.28805,0
22,42,3.76,1.31947,0
22,43,3.76,1.35088,0
22,44,3.76,1.3823,0
22,45,3.76,1.41372,0
22,46,3.76,1.44513,0
22,47,3.76,1.47655,0
22,48,3.76,1.50796,0
22,49,3.76,1.53938,0
22,50,3.76,1.5708,0
22,51,3.76,1.60221,0
22,52,3.76,1.63363,0
22,53,3.76,1.66504,0
22,54,3.76,1.69646,0
22,55,3.76,1.72788,0
22,56,3.76,1.75929,0
22,57,3.76,1.79071,0
22,58,3.76,1.82212,0
22,59,3.76,1.85354,0
22,60,3.76,1.88496,0
22,61,3.76,1.91637,0
22,62,3.76,1.94779,0
22,63,3.76,1.9792,0
22,64,3.76,2.01062,0
22,65,3.76,2.04204,0
22,66,3.76,2.07345,0
22,67,3.76,2.10487,0
22,68,3.76,2.13628,0
22,69,3.76,2.1677,0
22,70,3.76,2.19911,0
22,71,3.76,2.23053,0
22,72,3.76,2.26195,0
22,73,3.76,2.29336,0
22,74,3.76,2.32478,0
22,75,3.76,2.35619,0
22,76,3.76,2.38761,0
22,77,3.76,2.41903,0
22,78,3.76,2.45044,0
22,79,3.76,2.48186,0
22,80,3.76,2.51327,0
22,81,3.76,2.54469,0
22,82,3.76,2.57611,0
22,83,3.76,2.60752,0
22,84,3.76,2.63894,0
22,85,3.76,2.67035,0
22,86,3.76,2.70177,0
22,87,3.76,2.73319,0
22,88,3.76,2.7646,0
22,89,3.76,2.79602,0
22,90,3.76,2.82743,0
22,91,3.76,2.85885,0
22,92,3.76,2.89027,0
22,93,3.76,2.92168,0
22,94,3.76,2.9531,0
22,95,3.76,2.98451,0
22,96,3.76,3.01593,0
22,97,3.76,3.04734,0
22,98,3.76,3.07876,0
22,99,3.76,3.11018,0
22,100,3.76,3.14159,0
23,0,3.84,0,0
23,1,3.84,0.0314159,0
23,2,3.84,0.0628319,0
23,3,3.84,0.0942478,0
23,4,3.84,0.125664,0
23,5,3.84,0.15708,0
23,6,3.84,0.188496,0
23,7,3.84,0.219911,0
23,8,3.84,0.251327,0
23,9,3.84,0.282743,0
23,10,3.84,0.314159,0
23,11,3.84,0.345575,0
23,12,3.84,0.376991,0
23,13,3.84,0.408407,0
23,14,3.84,0.439823,0
23,15,3.84,0.471239,0
23,16,3.84,0.502655,0
23,17,3.84,0.534071,0
23,18,3.84,0.565487,0
23,19,3.84,0.596903,0
23,20,3.84,0.628319,0
23,21,3.84,0.659734,0
23,22,3.84,0.69115,0
23,23,3.84,0.722566,0
23,24,3.84,0.753982,0
23,25,3.84,0.785398,0
23,26,3.84,0.816814,0
23,27,3.84,0.84823,0
23,28,3.84,0.879646,0
23,29,3.84,0.911062,0
23,30,3.84,0.942478,0
23,31,3.84,0.973894,0
23,32,3.84,1.00531,0
23,33,3.84,1.03673,0
23,34,3.84,1.06814,0
23,35,3.84,1.09956,0
23,36,3.84,1.13097,0
23,37,3.84,1.16239,0
23,38,3.84,1.19381,0
23,39,3.84,1.22522,0
23,40,3.84,1.25664,0
23,41,3.84,1.28805,0
23,42,3.84,1.31947,0
23,43,3.84,1.35088,0
23,44,3.84,1.3823,0
23,45,3.84,1.41372,0
23,46,3.84,1.44513,0
23,47,3.84,1.47655,0
23,48,3.84,1.50796,0
23,49,3.84,1.53938,0
23,50,3.84,1.5708,0
23,51,3.84,1.60221,0
23,52,3.84,1.63363,0
23,53,3.84,1.66504,0
23,54,3.84,1.69646,0
23,55,3.84,1.72788,0
23,56,3.84,1.75929,0
23,57,3.84,1.79071,0
23,58,3.84,1.82212,0
23,59,3.84,1.85354,0
23,60,3.84,1.88496,0
23,61,3.84,1.91637,0
23,62,3.84,1.94779,0
23,63,3.84,1.9792,0
23,64,3.84,2.01062,0
23,65,3.84,2.04204,0
23,66,3.84,2.07345,0
23,67,3.84,2.10487,0
23,68,3.84,2.13628,0
23,69,3.84,2.1677,0
23,70,3.84,2.19911,0
23,71,3.84,2.23053,0
23,72,3.84,2.26195,0
23,73,3.84,2.29336,0
23,74,3.84,2.32478,0
23,75,3.84,2.35619,0
23,76,3.84,2.38761,0
23,77,3.84,2.41903,0
23,78,3.84,2.45044,0
23,79,3.84,2.48186,0
23,80,3.84,2.51327,0
23,81,3.84,2.54469,0
23,82,3.84,2.57611,0
23,83,3.84,2.60752,0
23,84,3.84,2.63894,0
23,85,3.84,2.67035,0
23,86,3.84,2.70177,0
23,87,3.84,2.73319,0
23,88,3.84,2.7646,0
23,89,3.84,2.79602,0
23,90,3.84,2.82743,0
23,91,3.84,2.85885,0
23,92,3.84,2.89027,0
23,93,3.84,2.92168,0
23,94,3.84,2.9531,0
23,95,3.84,2.98451,0
23,96,3.84,3.01593,0
23,97,3.84,3.04734,0
23,98,3.84,3.07876,0
23,99,3.84,3.11018,0
23,100,3.84,3.14159,0
24,0,3.92,0,0
24,1,3.92,0.0314159,0
24,2,3.92,0.0628319,0
24,3,3.92,0.0942478,0
24,4,3.92,0.125664,0
24,5,3.92,0.15708,0
24,6,3.92,0.188496,0
24,7,3.92,0.219911,0
24,8,3.92,0.251327,0
24,9,3.92,0.282743,0
24,10,3.92,0.314159,0
24,11,3.92,0.345575,0
24,12,3.92,0.376991,0
24,13,3.92,0.408407,0
24,14,3.92,0.439823,0
24,15,3.92,0.471239,0
24,16,3.92,0.502655,0
24,17,3.92,0.534071,0
24,18,3.92,0.565487,0
24,19,3.92,0.596903,0
24,20,3.92,0.628319,0
24,21,3.92,0.659734,0
24,22,3.92,0.69115,0
24,23,3.92,0.722566,0
24,24,3.92,0.753982,0
24,25,3.92,0.785398,0
24,26,3.92,0.816814,0
24,27,3.92,0.84823,0
24,28,3.92,0.879646,0
24,29,3.92,0.911062,0
24,30,3.92,0.942478,0
24,31,3.92,0.973894,0
24,32,3.92,1.00531,0
24,33,3.92,1.03673,0
24,34,3.92,1.06814,0
24,35,3.92,1.09956,0
24,36,3.92,1.13097,0
24,37,3.92,1.16239,0
24,38,3.92,1.19381,0
24,39,3.92,1.22522,0
24,40,3.92,1.25664,0
24,41,3.92,1.28805,0
24,42,3.92,1.31947,0
24,43,3.92,1.35088,0
24,44,3.92,1.3823,0
24,45,3.92,1.41372,0
24,46,3.92,1.44513,0
24,47,3.92,1.47655,0
24,48,3.92,1.50796,0
24,49,3.92,1.53938,0
24,50,3.92,1.5708,0
24,51,3.92,1.60221,0
24,52,3.92,1.63363,0
24,53,3.92,1.66504,0
24,54,3.92,1.69646,0
24,55,3.92,1.72788,0
24,56,3.92,1.75929,0
24,57,3.92,1.79071,0
24,58,3.92,1.82212,0
24,59,3.92,1.85354,0
24,60,3.92,1.88496,0
24,61,3.92,1.91637,0
24,62,3.92,1.94779,0
24,63,3.92,1.9792,0
24,64,3.92,2.01062,0
24,65,3.92,2.04204,0
24,66,3.92,2.07345,0
24,67,3.92,2.10487,0
24,68,3.92,2.13628,0
24,69,3.92,2.1677,0
24,70,3.92,2.19911,0
24,71,3.92,2.23053,0
24,72,3.92,2.26195,0
24,73,3.92,2.29336,0
24,74,3.92,2.32478,0
24,75,3.92,2.35619,0
24,76,3.92,2.38761,0
24,77,3.92,2.41903,0
24,78,3.92,2.45044,0
24,79,3.92,2.48186,0
24,80,3.92,2.51327,0
24,81,3.92,2.54469,0
24,82,3.92,2.57611,0
24,83,3.92,2.60752,0
24,84,3.92,2.63894,0
24,85,3.92,2.67035,0
24,86,3.92,2.70177,0
24,87,3.92,2.73319,0
24,88,3.92,2.7646,0
24,89,3.92,2.79602,0
24,90,3.92,2.82743,0
24,91,3.92,2.85885,0
24,92,3.92,2.89027,0
24,93,3.92,2.92168,0
24,94,3.92,2.9531,0
24,95,3.92,2.98451,0
24,96,3.92,3.01593,0
24,97,3.92,3.04734,0
24,98,3.92,3.07876,0
24,99,3.92,3.11018,0
24,100,3.92,3.14159,0
25,0,4,0,0
25,1,4,0.0314159,0
25,2,4,0.0628319,0
25,3,4,0.0942478,0
25,4,4,0.125664,0
25,5,4,0.15708,0
25,6,4,0.188496,0
25,7,4,0.219911,0
25,8,4,0.251327,0
25,9,4,0.282743,0
25,10,4,0.314159,0
25,11,4,0.345575,0
25,12,4,0.376991,0
25,13,4,0.408407,0
25,14,4,0.439823,0
25,15,4,0.471239,0
25,16,4,0.502655,0
25,17,4,0.534071,0
25,18,4,0.565487,0
25,19,4,0.596903,0
25,20,4,0.628319,0
25,21,4,0.659734,0
25,22,4,0.69115,0
25,23,4,0.722566,0
25,24,4,0.753982,0
25,25,4,0.785398,0
25,26,4,0.816814,0
25,27,4,0.84823,0
25,28,4,0.879646,0
25,29,4,0.911062,0
25,30,4,0.942478,0
25,31,4,0.973894,0
25,32,4,1.00531,0
25,33,4,1.03673,0
25,34,4,1.06814,0
25,35,4,1.09956,0
25,36,4,1.13097,0
25,37,4,1.16239,0
25,38,4,1.19381,0
25,39,4,1.22522,0
25,40,4,1.25664,0
25,41,4,1.28805,0
25,42,4,1.31947,0
25,43,4,1.35088,0
25,44,4,1.3823,0
25,45,4,1.41372,0
25,46,4,1.44513,0
25,47,4,1.47655,0
25,48,4,1.50796,0
25,49,4,1.53938,0
25,50,4,1.5708,0
25,51,4,1.60221,0
25,52,4,1.63363,0
25,53,4,1.66504,0
25,54,4,1.69646,0
25,55,4,1.72788,0
25,56,4,1.75929,0
25,57,4,1.79071,0
25,58,4,1.82212,0
25,59,4,1.85354,0
25,60,4,1.88496,0
25,61,4,1.91637,0
25,62,4,1.94779,0
25,63,4,1.9792,0
25,64,4,2.01062,0
25,65,4,2.04204,0
25,66,4,2.07345,0
25,67,4,2.10487,0
25,68,4,2.13628,0
25,69,4,2.1677,0
25,70,4,2.19911,0
25,71,4,2.23053,0
25,72,4,2.26195,0
25,73,4,2.29336,0
25,74,4,2.32478,0
25,75,4,2.35619,0
25,76,4,2.38761,0
25,77,4,2.41903,0
25,78,4,2.45044,0
25,79,4,2.48186,0
25,80,4,2.51327,0
25,81,4,2.54469,0
25,82,4,2.57611,0
25,83,4,2.60752,0
25,84,4,2.63894,0
25,85,4,2.67035,0
25,86,4,2.70177,0
25,87,4,2.73319,0
25,88,4,2.7646,0
25,89,4,2.79602,0
25,90,4,2.82743,0
25,91,4,2.85885,0
25,92,4,2.89027,0
25,93,4,2.92168,0
25,94,4,2.9531,0
25,95,4,2.98451,0
25,96,4,3.01593,0
25,97,4,3.04734,0
25,98,4,3.07876,0
25,99,4,3.11018,0
25,100,4,3.14159,0
26,0,4.08,0,0
26,1,4.08,0.0314159,0
26,2,4.08,0.0628319,0
26,3,4.08,0.0942478,0
26,4,4.08,0.125664,0
26,5,4.08,0.15708,0
26,6,4.08,0.188496,0
26,7,4.08,0.219911,0
26,8,4.08,0.251327,0
26,9,4.08,0.282743,0
26,10,4.08,0.314159,0
26,11,4.08,0.345575,0
26,12,4.08,0.376991,0
26,13,4.08,0.408407,0
26,14,4.08,0.439823,0
26,15,4.08,0.471239,0
26,16,4.08,0.502655,0
26,17,4.08,0.534071,0
26,18,4.08,0.565487,0
26,19,4.08,0.596903,0
26,20,4.08,0.628319,0
26,21,4.08,0.659734,0
26,22,4.08,0.69115,0
26,23,4.08,0.722566,0
26,24,4.08,0.753982,0
26,25,4.08,0.785398,0
26,26,4.08,0.816814,0
26,27,4.08,0.84823,0
26,28,4.08,0.879646,0
26,29,4.08,0.911062,0
26,30,4.08,0.942478,0
26,31,4.08,0.973894,0
26,32,4.08,1.00531,0
26,33,4.08,1.03673,0
26,34,4.08,1.06814,0
26,35,4.08,1.09956,0
26,36,4.08,1.13097,0
26,37,4.08,1.16239,0
26,38,4.08,1.19381,0
26,39,4.08,1.22522,0
26,40,4.08,1.25664,0
26,41,4.08,1.28805,0
26,42,4.08,1.31947,0
26,43,4.08,1.35088,0
26,44,4.08,1.3823,0
26,45,4.08,1.41372,0
26,46,4.08,1.44513,0
26,47,4.08,1.47655,0
26,48,4.08,1.50796,0
26,49,4.08,1.53938,0
26,50,4.08,1.5708,0
26,51,4.08,1.60221,0
26,52,4.08,1.63363,0
26,53,4.08,1.66504,0
26,54,4.08,1.69646,0
26,55,4.08,1.72788,0
26,56,4.08,1.75929,0
26,57,4.08,1.79071,0
26,58,4.08,1.82212,0
26,59,4.08,1.85354,0
26,60,4.08,1.88496,0
26,61,4.08,1.91637,0
26,62,4.08,1.94779,0
26,63,4.08,1.9792,0
26,64,4.08,2.01062,0
26,65,4.08,2.04204,0
26,66,4.08,2.07345,0
26,67,4.08,2.10487,0
26,68,4.08,2.13628,0
26,69,4.08,2.1677,0
26,70,4.08,2.19911,0
26,71,4.08,2.23053,0
26,72,4.08,2.26195,0
26,73,4.08,2.29336,0
26,74,4.08,2.32478,0
26,75,4.08,2.35619,0
26,76,4.08,2.38761,0
26,77,4.08,2.41903,0
26,78,4.08,2.45044,0
26,79,4.08,2.48186,0
26,80,4.08,2.51327,0
26,81,4.08,2.54469,0
26,82,4.08,2.57611,0
26,83,4.08,2.60752,0
26,84,4.08,2.63894,0
26,85,4.08,2.67035,0
26,86,4.08,2.70177,0
26,87,4.08,2.73319,0
26,88,4.08,2.7646,0
26,89,4.08,2.79602,0
26,90,4.08,2.82743,0
26,91,4.08,2.85885,0
26,92,4.08,2.89027,0
26,93,4.08,2.92168,0
26,94,4.08,2.9531,0
26,95,4.08,2.98451,0
26,96,4.08,3.01593,0
26,97,4.08,3.04734,0
26,98,4.08,3.07876,0
26,99,4.08,3.11018,0
26,100,4.08,3.14159,0
27,0,4.16,0,0
27,1,4.16,0.0314159,0
27,2,4.16,0.0628319,0
27,3,4.16,0.0942478,0
27,4,4.16,0.125664,0
27,5,4.16,0.15708,0
27,6,4.16,0.188496,0
27,7,4.16,0.219911,0
27,8,4.16,0.251327,0
27,9,4.16,0.282743,0
27,10,4.16,0.314159,0
27,11,4.16,0.345575,0
27,12,4.16,0.376991,0
27,13,4.16,0.408407,0
27,14,4.16,0.439823,0
27,15,4.16,0.471239,0
27,16,4.16,0.502655,0
27,17,4.16,0.534071,0
27,18,4.16,0.565487,0
27,19,4.16,0.596903,0
27,20,4.16,0.628319,0
27,21,4.16,0.659734,0
27,22,4.16,0.69115,0
27,23,4.16,0.722566,0
27,24,4.16,0.753982,0
27,25,4.16,0.785398,0
27,26,4.16,0.816814,0
27,27,4.16,0.84823,0
27,28,4.16,0.879646,0
27,29,4.16,0.911062,0
27,30,4.16,0.942478,0
27,31,4.16,0.973894,0
27,32,4.16,1.00531,0
27,33,4.16,1.03673,0
27,34,4.16,1.06814,0
27,35,4.16,1.09956,0
27,36,4.16,1.13097,0
27,37,4.16,1.16239,0
27,38,4.16,1.19381,0
27,39,4.16,1.22522,0
27,40,4.16,1.25664,0
27,41,4.16,1.28805,0
27,42,4.16,1.31947,0
27,43,4.16,1.35088,0
27,44,4.16,1.3823,0
27,45,4.16,1.41372,0
27,46,4.16,1.44513,0
27,47,4.16,1.47655,0
27,48,4.16,1.50796,0
27,49,4.16,1.53938,0
27,50,4.16,1.5708,0
27,51,4.16,1.60221,0
27,52,4.16,1.63363,0
27,53,4.16,1.66504,0
27,54,4.16,1.69646,0
27,55,4.16,1.72788,0
27,56,4.16,1.75929,0
27,57,4.16,1.79071,0
27,58,4.16,1.82212,0
27,59,4.16,1.85354,0
27,60,4.16,1.88496,0
27,61,4.16,1.91637,0
27,62,4.16,1.94779,0
27,63,4.16,1.9792,0
27,64,4.16,2.01062,0
27,65,4.16,2.04204,0
27,66,4.16,2.07345,0
27,67,4.16,2.10487,0
27,68,4.16,2.13628,0
27,69,4.16,2.1677,0
27,70,4.16,2.19911,0
27,71,4.16,2.23053,0
27,72,4.16,2.26195,0
27,73,4.16,2.29336,0
27,74,4.16,2.32478,0
27,75,4.16,2.35619,0
27,76,4.16,2.38761,0
27,77,4.16,2.41903,0
27,78,4.16,2.45044,0
27,79,4.16,2.48186,0
27,80,4.16,2.51327,0
27,81,4.16,2.54469,0
27,82,4.16,2.57611,0
27,83,4.16,2.60752,0
27,84,4.16,2.63894,0
27,85,4.16,2.67035,0
27,86,4.16,2.70177,0
27,87,4.16,2.73319,0
27,88,4.16,2.7646,0
27,89,4.16,2.79602,0
27,90,4.16,2.82743,0
27,91,4.16,2.85885,0
27,92,4.16,2.89027,0
27,93,4.16,2.92168,0
27,94,4.16,2.9531,0
27,95,4.16,2.98451,0
27,96,4.16,3.01593,0
27,97,4.16,3.04734,0
27,98,4.16,3.07876,0
27,99,4.16,3.11018,0
27,100,4.16,3.14159,0
28,0,4.24,0,0
28,1,4.24,0.0314159,0
28,2,4.24,0.0628319,0
28,3,4.24,0.0942478,0
28,4,4.24,0.125664,0
28,5,4.24,0.15708,0
28,6,4.24,0.188496,0
28,7,4.24,0.219911,0
28,8,4.24,0.251327,0
28,9,4.24,0.282743,0
28,10,4.24,0.314159,0
28,11,4.24,0.345575,0
28,12,4.24,0.376991,0
28,13,4.24,0.408407,0
28,14,4.24,0.439823,0
28,15,4.24,0.471239,0
28,16,4.24,0.502655,0
28,17,4.24,0.534071,0
28,18,4.24,0.565487,0
28,19,4.24,0.596903,0
28,20,4.24,0.628319,0
28,21,4.24,0.659734,0
28,22,4.24,0.69115,0
28,23,4.24,0.722566,0
28,24,4.24,0.753982,0
28,25,4.24,0.785398,0
28,26,4.24,0.816814,0
28,27,4.24,0.84823,0
28,28,4.24,0.879646,0
28,29,4.24,0.911062,0
28,30,4.24,0.942478,0
28,31,4.24,0.973894,0
28,32,4.24,1.00531,0
28,33,4.24,1.03673,0
28,34,4.24,1.06814,0
28,35,4.24,1.09956,0
28,36,4.24,1.13097,0
28,37,4.24,1.16239,0
28,38,4.24,1.19381,0
28,39,4.24,1.22522,0
28,40,4.24,1.25664,0
28,41,4.24,1.28805,0
28,42,4.24,1.31947,0
28,43,4.24,1.35088,0
28,44,4.24,1.3823,0
28,45,4.24,1.41372,0
28,46,4.24,1.44513,0
28,47,4.24,1.47655,0
28,48,4.24,1.50796,0
28,49,4.24,1.53938,0
28,50,4.24,1.5708,0
28,51,4.24,1.60221,0
28,52,4.24,1.63363,0
28,53,4.24,1.66504,0
28,54,4.24,1.69646,0
28,55,4.24,1.72788,0
28,56,4.24,1.75929,0
28,57,4.24,1.79071,0
28,58,4.24,1.82212,0
28,59,4.24,1.85354,0
28,60,4.24,1.88496,0
28,61,4.24,1.91637,0
28,62,4.24,1.94779,0
28,63,4.24,1.9792,0
28,64,4.24,2.01062,0
28,65,4.24,2.04204,0
28,66,4.24,2.07345,0
28,67,4.24,2.10487,0
28,68,4.24,2.13628,0
28,69,4.24,2.1677,0
28,70,4.24,2.19911,0
28,71,4.24,2.23053,0
28,72,4.24,2.26195,0
28,73,4.24,2.29336,0
28,74,4.24,2.32478,0
28,75,4.24,2.35619,0
28,76,4.24,2.38761,0
28,77,4.24,2.41903,0
28,78,4.24,2.45044,0
28,79,4.24,2.48186,0
28,80,4.24,2.51327,0
28,81,4.24,2.54469,0
28,82,4.24,2.57611,0
28,83,4.24,2.60752,0
28,84,4.24,2.63894,0
28,85,4.24,2.67035,0
28,86,4.24,2.70177,0
28,87,4.24,2.73319,0
28,88,4.24,2.7646,0
28,89,4.24,2.79602,0
28,90,4.24,2.82743,0
28,91,4.24,2.85885,0
28,92,4.24,2.89027,0
28,93,4.24,2.92168,0
28,94,4.24,2.9531,0
28,95,4.24,2.98451,0
28,96,4.24,3.01593,0
28,97,4.24,3.04734,0
28,98,4.24,3.07876,0
28,99,4.24,3.11018,0
28,100,4.24,3.14159,0
29,0,4.32,0,0
29,1,4.32,0.0314159,0
29,2,4.32,0.0628319,0
29,3,4.32,0.0942478,0
29,4,4.32,0.125664,0
29,5,4.32,0.15708,0
29,6,4.32,0.188496,0
29,7,4.32,0.219911,0
29,8,4.32,0.251327,0
29,9,4.32,0.282743,0
29,10,4.32,0.314159,0
29,11,4.32,0.345575,0
29,12,4.32,0.376991,0
29,13,4.32,0.408407,0
29,14,4.32,0.439823,0
29,15,4.32,0.471239,0
29,16,4.32,0.502655,0
29,17,4.32,0.534071,0
29,18,4.32,0.565487,0
29,19,4.32,0.596903,0
29,20,4.32,0.628319,0
29,21,4.32,0.659734,0
29,22,4.32,0.69115,0
29,23,4.32,0.722566,0
29,24,4.32,0.753982,0
29,25,4.32,0.785398,0
29,26,4.32,0.816814,0
29,27,4.32,0.84823,0
29,28,4.32,0.879646,0
29,29,4.32,0.911062,0
29,30,4.32,0.942478,0
29,31,4.32,0.973894,0
29,32,4.32,1.00531,0
29,33,4.32,1.03673,0
29,34,4.32,1.06814,0
29,35,4.32,1.09956,0
29,36,4.32,1.13097,0
29,37,4.32,1.16239,0
29,38,4.32,1.19381,0
29,39,4.32,1.22522,0
29,40,4.32,1.25664,0
29,41,4.32,1.28805,0
29,42,4.32,1.31947,0
29,43,4.32,1.35088,0
29,44,4.32,1.3823,0
29,45,4.32,1.41372,0
29,46,4.32,1.44513,0
29,47,4.32,1.47655,0
29,48,4.32,1.50796,0
29,49,4.32,1.53938,0
29,50,4.32,1.5708,0
29,51,4.32,1.60221,0
29,52,4.32,1.63363,0
29,53,4.32,1.66504,0
29,54,4.32,1.69646,0
29,55,4.32,1.72788,0
29,56,4.32,1.75929,0
29,57,4.32,1.79071,0
29,58,4.32,1.82212,0
29,59,4.32,1.85354,0
29,60,4.32,1.88496,0
29,61,4.32,1.91637,0
29,62,4.32,1.94779,0
29,63,4.32,1.9792,0
29,64,4.32,2.01062,0
29,65,4.32,2.04204,0
29,66,4.32,2.07345,0
29,67,4.32,2.10487,0
29,68,4.32,2.13628,0
29,69,4.32,2.1677,0
29,70,4.32,2.19911,0
29,71,4.32,2.23053,0
29,72,4.32,2.26195,0
29,73,4.32,2.29336,0
29,74,4.32,2.32478,0
29,75,4.32,2.35619,0
29,76,4.32,2.38761,0
29,77,4.32,2.41903,0
29,78,4.32,2.45044,0
29,79,4.32,2.48186,0
29,80,4.32,2.51327,0
29,81,4.32,2.54469,0
29,82,4.32,2.57611,0
29,83,4.32,2.60752,0
29,84,4.32,2.63894,0
29,85,4.32,2.67035,0
29,86,4.32,2.70177,0
29,87,4.32,2.73319,0
29,88,4.32,2.7646,0
29,89,4.32,2.79602,0
29,90,4.32,2.82743,0
29,91,4.32,2.85885,0
29,92,4.32,2.89027,0
29,93,4.32,2.92168,0
29,94,4.32,2.9531,0
29,95,4.32,2.98451,0
29,96,4.32,3.01593,0
29,97,4.32,3.04734,0
29,98,4.32,3.07876,0
29,99,4.32,3.11018,0
29,100,4.32,3.14159,0
30,0,4.4,0,0
30,1,4.4,0.0314159,0
30,2,4.4,0.0628319,0
30,3,4.4,0.0942478,0
30,4,4.4,0.125664,0
30,5,4.4,0.15708,0
30,6,4.4,0.188496,0
30,7,4.4,0.219911,0
30,8,4.4,0.251327,0
30,9,4.4,0.282743,0
30,10,4.4,0.314159,0
30,11,4.4,0.345575,0
30,12,4.4,0.376991,0
30,13,4.4,0.408407,0
30,14,4.4,0.439823,0
30,15,4.4,0.471239,0
30,16,4.4,0.502655,0
30,17,4.4,0.534071,0
30,18,4.4,0.565487,0
30,19,4.4,0.596903,0
30,20,4.4,0.628319,0
30,21,4.4,0.659734,0
30,22,4.4,0.69115,0
30,23,4.4,0.722566,0
30,24,4.4,0.753982,0
30,25,4.4,0.785398,0
30,26,4.4,0.816814,0
30,27,4.4,0.84823,0
30,28,4.4,0.879646,0
30,29,4.4,0.911062,0
30,30,4.4,0.942478,0
30,31,4.4,0.973894,0
30,32,4.4,1.00531,0
30,33,4.4,1.03673,0
30,34,4.4,1.06814,0
30,35,4.4,1.09956,0
30,36,4.4,1.13097,0
30,37,4.4,1.16239,0
30,38,4.4,1.19381,0
30,39,4.4,1.22522,0
30,40,4.4,1.25664,0
30,41,4.4,1.28805,0
30,42,4.4,1.31947,0
30,43,4.4,1.35088,0
30,44,4.4,1.3823,0
30,45,4.4,1.41372,0
30,46,4.4,1.44513,0
30,47,4.4,1.47655,0
30,48,4.4,1.50796,0
30,49,4.4,1.53938,0
30,50,4.4,1.5708,0
30,51,4.4,1.60221,0
30,52,4.4,1.63363,0
30,53,4.4,1.66504,0
30,54,4.4,1.69646,0
30,55,4.4,1.72788,0
30,56,4.4,1.75929,0
30,57,4.4,1.79071,0
30,58,4.4,1.82212,0
30,59,4.4,1.85354,0
30,60,4.4,1.88496,0
30,61,4.4,1.91637,0
30,62,4.4,1.94779,0
30,63,4.4,1.9792,0
30,64,4.4,2.01062,0
30,65,4.4,2.04204,0
30,66,4.4,2.07345,0
30,67,4.4,2.10487,0
30,68,4.4,2.13628,0
30,69,4.4,2.1677,0
30,70,4.4,2.19911,0
30,71,4.4,2.23053,0
30,72,4.4,2.26195,0
30,73,4.4,2.29336,0
30,74,4.4,2.32478,0
30,75,4.4,2.35619,0
30,76,4.4,2.38761,0
30,77,4.4,2.41903,0
30,78,4.4,2.45044,0
30,79,4.4,2.48186,0
30,80,4.4,2.51327,0
30,81,4.4,2.54469,0
30,82,4.4,2.57611,0
30,83,4.4,2.60752,0
30,84,4.4,2.63894,0
30,85,4.4,2.67035,0
30,86,4.4,2.70177,0
30,87,4.4,2.73319,0
30,88,4.4,2.7646,0
30,89,4.4,2.79602,0
30,90,4.4,2.82743,0
30,91,4.4,2.85885,0
30,92,4.4,2.89027,0
30,93,4.4,2.92168,0
30,94,4.4,2.9531,0
30,95,4.4,2.98451,0
30,96,4.4,3.01593,0
30,97,4.4,3.04734,0
30,98,4.4,3.07876,0
30,99,4.4,3.11018,0
30,100,4.4,3.14159,0
31,0,4.48,0,0
31,1,4.48,0.0314159,0
31,2,4.48,0.0628319,0
31,3,4.48,0.0942478,0
31,4,4.48,0.125664,0
31,5,4.48,0.15708,0
31,6,4.48,0.188496,0
31,7,4.48,0.219911,0
31,8,4.48,0.251327,0
31,9,4.48,0.282743,0
31,10,4.48,0.314159,0
31,11,4.48,0.345575,0
31,12,4.48,0.376991,0
31,13,4.48,0.408407,0
31,14,4.48,0.439823,0
31,15,4.48,0.471239,0
31,16,4.48,0.502655,0
31,17,4.48,0.534071,0
31,18,4.48,0.565487,0
31,19,4.48,0.596903,0
31,20,4.48,0.628319,0
31,21,4.48,0.659734,0
31,22,4.48,0.69115,0
31,23,4.48,0.722566,0
31,24,4.48,0.753982,0
31,25,4.48,0.785398,0
31,26,4.48,0.816814,0
31,27,4.48,0.84823,0
31,28,4.48,0.879646,0
31,29,4.48,0.911062,0
31,30,4.48,0.942478,0
31,31,4.48,0.973894,0
31,32,4.48,1.00531,0
31,33,4.48,1.03673,0
31,34,4.48,1.06814,0
31,35,4.48,1.09956,0
31,36,4.48,1.13097,0
31,37,4.48,1.16239,0
31,38,4.48,1.19381,0
31,39,4.48,1.22522,0
31,40,4.48,1.25664,0
31,41,4.48,1.28805,0
