x,z,rho,p,vx,vy,vz
1.6,5.5,0.89565,0.66979,-0.395915,0.00719845,0.00321357
1.6,5.6,0.892989,0.666611,-0.390433,0.00709877,0.00373416
1.6,5.7,0.890114,0.663186,-0.384758,0.0069956,0.00428878
1.6,5.8,0.887029,0.659519,-0.378932,0.00688966,0.00487343
1.6,5.9,0.883736,0.655615,-0.372991,0.00678164,0.00548388
1.6,6,0.880236,0.651478,-0.366969,0.00667216,0.00611583
1.6,6.1,0.876533,0.647115,-0.360897,0.00656176,0.00676505
1.6,6.2,0.872629,0.642529,-0.354803,0.00645096,0.00742747
1.6,6.3,0.868526,0.637727,-0.348712,0.00634021,0.00809929
1.6,6.4,0.864229,0.632715,-0.342644,0.00622988,0.00877698
1.6,6.5,0.85974,0.627498,-0.336618,0.00612032,0.00945736
1.6,6.6,0.855062,0.622084,-0.33065,0.00601182,0.0101376
1.6,6.7,0.850199,0.616478,-0.324754,0.00590462,0.0108151
1.6,6.8,0.845153,0.610688,-0.318941,0.00579893,0.0114878
1.6,6.9,0.839929,0.60472,-0.313221,0.00569492,0.0121537
1.6,7,0.834531,0.59858,-0.3076,0.00559272,0.0128113
1.6,7.1,0.828962,0.592277,-0.302085,0.00549244,0.0134592
1.6,7.2,0.823225,0.585818,-0.296679,0.00539417,0.0140962
1.6,7.3,0.817326,0.579209,-0.291388,0.00529796,0.0147215
1.6,7.4,0.811268,0.572458,-0.286212,0.00520385,0.0153344
1.6,7.5,0.805054,0.565573,-0.281154,0.00511188,0.0159341
1.6,7.6,0.798691,0.558561,-0.276213,0.00502204,0.0165203
1.6,7.7,0.792181,0.55143,-0.27139,0.00493435,0.0170927
1.6,7.8,0.785529,0.544187,-0.266684,0.00484879,0.0176508
1.6,7.9,0.77874,0.53684,-0.262094,0.00476533,0.0181947
1.6,8,0.771819,0.529398,-0.257618,0.00468397,0.0187242
1.6,8.1,0.764769,0.521866,-0.253256,0.00460465,0.0192392
1.6,8.2,0.757596,0.514254,-0.249004,0.00452735,0.0197397
1.6,8.3,0.750303,0.506569,-0.244861,0.00445202,0.0202257
1.6,8.4,0.742897,0.498817,-0.240825,0.00437862,0.0206973
1.6,8.5,0.735382,0.491008,-0.236892,0.00430712,0.0211547
1.6,8.6,0.727762,0.483147,-0.23306,0.00423745,0.0215978
1.6,8.7,0.720042,0.475243,-0.229327,0.00416958,0.0220268
1.6,8.8,0.712228,0.467302,-0.22569,0.00410345,0.0224419
1.6,8.9,0.704323,0.459333,-0.222146,0.00403902,0.0228432
1.6,9,0.696334,0.451341,-0.218693,0.00397623,0.0232308
1.6,9.1,0.688265,0.443334,-0.215328,0.00391505,0.023605
1.6,9.2,0.68012,0.435318,-0.212048,0.00385542,0.0239658
1.6,9.3,0.671905,0.4273,-0.208852,0.0037973,0.0243134
1.6,9.4,0.663625,0.419287,-0.205735,0.00374063,0.0246481
1.6,9.5,0.655284,0.411284,-0.202697,0.00368539,0.0249699
1.6,9.6,0.646888,0.403299,-0.199734,0.00363151,0.0252791
1.6,9.7,0.638441,0.395336,-0.196844,0.00357897,0.0255759
1.6,9.8,0.629948,0.387402,-0.194024,0.00352771,0.0258605
1.6,9.9,0.621414,0.379502,-0.191274,0.0034777,0.0261329
1.6,10,0.612843,0.371641,-0.18859,0.0034289,0.0263935
1.6,10.1,0.604241,0.363826,-0.18597,0.00338128,0.0266425
1.6,10.2,0.595612,0.35606,-0.183413,0.00333477,0.0268799
1.6,10.3,0.58696,0.348349,-0.180916,0.00328936,0.027106
1.6,10.4,0.578291,0.340698,-0.178478,0.00324506,0.0273212
1.6,10.5,0.569608,0.333109,-0.176101,0.00320187,0.0274851
1.6,10.6,0.560917,0.325589,-0.173724,0.00315861,0.0139213
1.6,10.7,0.560917,0.325589,-0.161091,0.00292893,0
1.7,-2,0.564686,0.328841,-0.15614,0.00294604,0
1.7,-1.9,0.564686,0.328841,-0.168356,0.00317653,-0.0139943
1.7,-1.8,0.573435,0.336445,-0.170687,0.00322047,-0.0276324
1.7,-1.7,0.582176,0.344117,-0.173017,0.00326445,-0.0274672
1.7,-1.6,0.590904,0.351855,-0.175409,0.00330961,-0.0272524
1.7,-1.5,0.599613,0.359652,-0.177859,0.00335583,-0.0270268
1.7,-1.4,0.608301,0.367505,-0.18037,0.00340321,-0.0267897
1.7,-1.3,0.616961,0.375408,-0.182944,0.00345177,-0.0265411
1.7,-1.2,0.625589,0.383357,-0.185583,0.00350155,-0.0262808
1.7,-1.1,0.63418,0.391346,-0.188288,0.0035526,-0.0260085
1.7,-1,0.64273,0.39937,-0.191063,0.00360495,-0.025724
1.7,-0.9,0.651234,0.407423,-0.193909,0.00365865,-0.0254272
1.7,-0.8,0.659687,0.4155,-0.196829,0.00371375,-0.0251179
1.7,-0.7,0.668084,0.423593,-0.199826,0.00377029,-0.0247959
1.7,-0.6,0.67642,0.431698,-0.202902,0.00382833,-0.0244609
1.7,-0.5,0.68469,0.439807,-0.206059,0.00388791,-0.0241128
1.7,-0.4,0.692889,0.447914,-0.209301,0.00394908,-0.0237514
1.7,-0.3,0.701012,0.456013,-0.212631,0.00401189,-0.0233765
1.7,-0.2,0.709055,0.464096,-0.21605,0.00407641,-0.022988
1.7,-0.1,0.717013,0.472157,-0.219562,0.00414268,-0.0225856
1.7,1.11022e-16,0.72488,0.480189,-0.223171,0.00421076,-0.0221692
1.7,0.1,0.732651,0.488184,-0.226878,0.00428071,-0.0217386
1.7,0.2,0.740322,0.496135,-0.230687,0.00435258,-0.0212936
1.7,0.3,0.747888,0.504035,-0.234601,0.00442643,-0.0208341
1.7,0.4,0.755344,0.511876,-0.238623,0.00450232,-0.0203599
1.7,0.5,0.762685,0.51965,-0.242756,0.0045803,-0.0198709
1.7,0.6,0.769907,0.527351,-0.247003,0.00466043,-0.0193671
1.7,0.7,0.777004,0.534969,-0.251366,0.00474275,-0.0188483
1.7,0.8,0.783972,0.542498,-0.255849,0.00482732,-0.0183144
1.7,0.9,0.790807,0.54993,-0.260452,0.00491419,-0.0177656
1.7,1,0.797503,0.557257,-0.26518,0.00500338,-0.0172017
1.7,1.1,0.804057,0.564471,-0.270032,0.00509494,-0.0166229
1.7,1.2,0.810463,0.571564,-0.275012,0.0051889,-0.0160295
1.7,1.3,0.816718,0.57853,-0.280119,0.00528526,-0.0154216
1.7,1.4,0.822817,0.585359,-0.285354,0.00538403,-0.0147996
1.7,1.5,0.828756,0.592045,-0.290716,0.00548521,-0.014164
1.7,1.6,0.834531,0.59858,-0.296205,0.00558876,-0.0135156
1.7,1.7,0.840138,0.604957,-0.301817,0.00569465,-0.0128551
1.7,1.8,0.845573,0.611168,-0.307549,0.0058028,-0.0121836
1.7,1.9,0.850831,0.617206,-0.313396,0.00591312,-0.0115025
1.7,2,0.855911,0.623065,-0.319351,0.00602549,-0.0108132
1.7,2.1,0.860807,0.628736,-0.325406,0.00613974,-0.0101177
1.7,2.2,0.865516,0.634214,-0.331551,0.00625567,-0.0094182
1.7,2.3,0.870035,0.639492,-0.337772,0.00637305,-0.00871736
1.7,2.4,0.874362,0.644563,-0.344054,0.00649157,-0.00801817
1.7,2.5,0.878491,0.649421,-0.350378,0.00661089,-0.00732405
1.7,2.6,0.882422,0.654061,-0.356722,0.0067306,-0.00663884
1.7,2.7,0.88615,0.658476,-0.363062,0.00685023,-0.00596677
1.7,2.8,0.889673,0.662661,-0.369369,0.00696923,-0.0053124
1.7,2.9,0.892989,0.666611,-0.375611,0.00708699,-0.00468059
1.7,3,0.896095,0.670321,-0.381751,0.00720283,-0.00407633
1.7,3.1,0.898988,0.673787,-0.387749,0.00731601,-0.00350463
1.7,3.2,0.901668,0.677003,-0.393562,0.00742569,-0.00297033
1.7,3.3,0.904131,0.679966,-0.399143,0.00753099,-0.00247785
1.7,3.4,0.906376,0.682671,-0.404443,0.00763101,-0.00203096
1.7,3.5,0.908401,0.685117,-0.409412,0.00772476,-0.00163249
1.7,3.6,0.910205,0.687298,-0.413998,0.00781128,-0.00128405
1.7,3.7,0.911787,0.689214,-0.418149,0.0078896,-0.000985799
1.7,3.8,0.913144,0.69086,-0.421815,0.00795878,-0.000736228
1.7,3.9,0.914277,0.692235,-0.424951,0.00801795,-0.000532038
1.7,4,0.915185,0.693337,-0.427515,0.00806631,-0.000368112
1.7,4.1,0.915866,0.694165,-0.42947,0.00810321,-0.000237609
1.7,4.2,0.91632,0.694718,-0.43079,0.00812812,-0.00013218
1.7,4.3,0.916548,0.694994,-0.431455,0.00814066,-4.22952e-05
1.7,4.4,0.916548,0.694994,-0.431455,0.00814066,4.23216e-05
1.7,4.5,0.91632,0.694718,-0.43079,0.00812812,0.000132205
1.7,4.6,0.915866,0.694165,-0.42947,0.00810321,0.000237634
1.7,4.7,0.915185,0.693337,-0.427514,0.00806631,0.000368135
1.7,4.8,0.914277,0.692235,-0.424951,0.00801794,0.000532059
1.7,4.9,0.913144,0.69086,-0.421815,0.00795878,0.000736247
1.7,5,0.911787,0.689214,-0.418149,0.0078896,0.000985816
1.7,5.1,0.910205,0.687298,-0.413998,0.00781128,0.00128406
1.7,5.2,0.908401,0.685117,-0.409412,0.00772476,0.0016325
1.7,5.3,0.906376,0.682671,-0.404443,0.00763101,0.00203097
1.7,5.4,0.904131,0.679966,-0.399143,0.00753099,0.00247786
1.7,5.5,0.901668,0.677003,-0.393561,0.00742569,0.00297034
1.7,5.6,0.898988,0.673787,-0.387749,0.00731601,0.00350464
1.7,5.7,0.896095,0.670321,-0.38175,0.00720284,0.00407634
1.7,5.8,0.892989,0.666611,-0.375611,0.00708699,0.0046806
1.7,5.9,0.889673,0.662661,-0.369369,0.00696923,0.00531241
1.7,6,0.88615,0.658476,-0.363062,0.00685023,0.00596678
1.7,6.1,0.882422,0.654061,-0.356722,0.0067306,0.00663885
1.7,6.2,0.878491,0.649421,-0.350378,0.00661089,0.00732406
1.7,6.3,0.874362,0.644563,-0.344054,0.00649157,0.00801817
1.7,6.4,0.870035,0.639492,-0.337772,0.00637305,0.00871736
1.7,6.5,0.865516,0.634214,-0.331551,0.00625567,0.0094182
1.7,6.6,0.860807,0.628736,-0.325406,0.00613974,0.0101177
1.7,6.7,0.855911,0.623065,-0.319351,0.00602549,0.0108132
1.7,6.8,0.850831,0.617206,-0.313396,0.00591312,0.0115025
1.7,6.9,0.845573,0.611168,-0.307549,0.0058028,0.0121836
1.7,7,0.840138,0.604957,-0.301817,0.00569465,0.0128551
1.7,7.1,0.834531,0.59858,-0.296205,0.00558876,0.0135156
1.7,7.2,0.828756,0.592045,-0.290716,0.00548521,0.014164
1.7,7.3,0.822817,0.585359,-0.285354,0.00538403,0.0147996
1.7,7.4,0.816718,0.57853,-0.280119,0.00528526,0.0154216
1.7,7.5,0.810463,0.571564,-0.275012,0.0051889,0.0160295
1.7,7.6,0.804057,0.564471,-0.270032,0.00509494,0.0166229
1.7,7.7,0.797503,0.557257,-0.26518,0.00500338,0.0172017
1.7,7.8,0.790807,0.54993,-0.260452,0.00491419,0.0177656
1.7,7.9,0.783972,0.542498,-0.255849,0.00482732,0.0183144
1.7,8,0.777004,0.534969,-0.251366,0.00474275,0.0188483
1.7,8.1,0.769907,0.527351,-0.247003,0.00466043,0.0193671
1.7,8.2,0.762685,0.51965,-0.242756,0.0045803,0.0198709
1.7,8.3,0.755344,0.511876,-0.238623,0.00450232,0.0203599
1.7,8.4,0.747888,0.504035,-0.234601,0.00442643,0.0208341
1.7,8.5,0.740322,0.496135,-0.230687,0.00435258,0.0212936
1.7,8.6,0.732651,0.488184,-0.226878,0.00428071,0.0217386
1.7,8.7,0.72488,0.480189,-0.223171,0.00421076,0.0221692
1.7,8.8,0.717013,0.472157,-0.219562,0.00414268,0.0225856
1.7,8.9,0.709055,0.464096,-0.21605,0.00407641,0.022988
1.7,9,0.701012,0.456013,-0.212631,0.00401189,0.0233765
1.7,9.1,0.692889,0.447914,-0.209301,0.00394908,0.0237514
1.7,9.2,0.68469,0.439807,-0.206059,0.00388791,0.0241128
1.7,9.3,0.67642,0.431698,-0.202902,0.00382833,0.0244609
1.7,9.4,0.668084,0.423593,-0.199826,0.00377029,0.0247959
1.7,9.5,0.659687,0.4155,-0.196829,0.00371375,0.0251179
1.7,9.6,0.651234,0.407423,-0.193909,0.00365865,0.0254272
1.7,9.7,0.64273,0.39937,-0.191063,0.00360495,0.025724
1.7,9.8,0.63418,0.391346,-0.188288,0.0035526,0.0260085
1.7,9.9,0.625589,0.383357,-0.185583,0.00350155,0.0262808
1.7,10,0.616961,0.375408,-0.182944,0.00345177,0.0265411
1.7,10.1,0.608301,0.367505,-0.18037,0.00340321,0.0267897
1.7,10.2,0.599613,0.359652,-0.177859,0.00335583,0.0270268
1.7,10.3,0.590904,0.351855,-0.175409,0.00330957,0.0272524
1.7,10.4,0.582176,0.344117,-0.173017,0.00326448,0.0274672
1.7,10.5,0.573435,0.336445,-0.170687,0.00322053,0.0276324
1.7,10.6,0.564686,0.328841,-0.168356,0.00317653,0.0139943
1.7,10.7,0.564686,0.328841,-0.15614,0.00294604,0
1.8,-2,0.568338,0.332006,-0.151103,0.0029628,0
1.8,-1.9,0.568338,0.332006,-0.162898,0.00319407,-0.0140657
1.8,-1.8,0.577145,0.339691,-0.165178,0.00323874,-0.0277766
1.8,-1.7,0.585942,0.347447,-0.167458,0.00328347,-0.02761
1.8,-1.6,0.594726,0.355268,-0.1698,0.00332942,-0.0273959
1.8,-1.5,0.603492,0.363149,-0.1722,0.00337647,-0.0271708
1.8,-1.4,0.612236,0.371087,-0.174661,0.00342473,-0.0269342
1.8,-1.3,0.620952,0.379076,-0.177185,0.00347422,-0.026686
1.8,-1.2,0.629636,0.387111,-0.179774,0.00352498,-0.026426
1.8,-1.1,0.638283,0.395187,-0.18243,0.00357706,-0.026154
1.8,-1,0.646888,0.403299,-0.185156,0.0036305,-0.0258698
1.8,-0.9,0.655447,0.411439,-0.187954,0.00368536,-0.0255732
1.8,-0.8,0.663954,0.419604,-0.190826,0.00374168,-0.0252639
1.8,-0.7,0.672405,0.427786,-0.193776,0.00379952,-0.0249419
1.8,-0.6,0.680795,0.43598,-0.196806,0.00385893,-0.0246068
1.8,-0.5,0.689119,0.444178,-0.199919,0.00391997,-0.0242585
1.8,-0.4,0.697371,0.452374,-0.203117,0.00398268,-0.0238967
1.8,-0.3,0.705547,0.460563,-0.206404,0.00404714,-0.0235214
1.8,-0.2,0.713642,0.468735,-0.209784,0.0041134,-0.0231322
1.8,-0.1,0.721651,0.476885,-0.213258,0.00418153,-0.022729
1.8,1.11022e-16,0.729569,0.485006,-0.216831,0.00425158,-0.0223115
1.8,0.1,0.737391,0.49309,-0.220505,0.00432363,-0.0218797
1.8,0.2,0.745111,0.501129,-0.224285,0.00439774,-0.0214332
1.8,0.3,0.752726,0.509116,-0.228173,0.00447397,-0.0209719
1.8,0.4,0.760231,0.517044,-0.232172,0.00455239,-0.0204956
1.8,0.5,0.767619,0.524905,-0.236287,0.00463308,-0.0200042
1.8,0.6,0.774887,0.532691,-0.240521,0.00471609,-0.0194974
1.8,0.7,0.782031,0.540395,-0.244877,0.0048015,-0.0189752
1.8,0.8,0.789044,0.548008,-0.249357,0.00488935,-0.0184374
1.8,0.9,0.795923,0.555523,-0.253966,0.00497972,-0.017884
1.8,1,0.802662,0.562932,-0.258706,0.00507267,-0.0173149
1.8,1.1,0.809258,0.570227,-0.26358,0.00516823,-0.0167302
1.8,1.2,0.815706,0.5774,-0.268589,0.00526645,-0.0161298
1.8,1.3,0.822001,0.584443,-0.273736,0.00536737,-0.0155141
1.8,1.4,0.82814,0.59135,-0.279022,0.00547101,-0.0148833
1.8,1.5,0.834117,0.598111,-0.284447,0.00557739,-0.0142378
1.8,1.6,0.839929,0.60472,-0.290011,0.00568648,-0.0135781
1.8,1.7,0.845573,0.611168,-0.295712,0.00579828,-0.0129051
1.8,1.8,0.851042,0.617449,-0.301549,0.00591272,-0.0122196
1.8,1.9,0.856335,0.623556,-0.307517,0.00602973,-0.0115229
1.8,2,0.861447,0.62948,-0.31361,0.00614921,-0.0108165
1.8,2.1,0.866375,0.635215,-0.319821,0.006271,-0.0101023
1.8,2.2,0.871115,0.640755,-0.326141,0.00639492,-0.00938253
1.8,2.3,0.875664,0.646092,-0.332558,0.00652073,-0.00865988
1.8,2.4,0.880018,0.651221,-0.339055,0.00664814,-0.00793751
1.8,2.5,0.884174,0.656134,-0.345616,0.00677679,-0.00721905
1.8,2.6,0.88813,0.660826,-0.352219,0.00690625,-0.00650865
1.8,2.7,0.891882,0.665292,-0.358838,0.00703603,-0.00581097
1.8,2.8,0.895428,0.669524,-0.365444,0.00716556,-0.00513112
1.8,2.9,0.898765,0.673519,-0.372002,0.00729415,-0.00447463
1.8,3,0.901891,0.677271,-0.378475,0.00742108,-0.00384728
1.8,3.1,0.904804,0.680776,-0.38482,0.00754548,-0.00325502
1.8,3.2,0.9075,0.684029,-0.390989,0.00766645,-0.00270366
1.8,3.3,0.90998,0.687025,-0.396932,0.00778298,-0.00219868
1.8,3.4,0.912239,0.689762,-0.402594,0.007894,-0.00174488
1.8,3.5,0.914277,0.692235,-0.407918,0.0079984,-0.00134604
1.8,3.6,0.916093,0.694441,-0.412845,0.00809502,-0.00100456
1.8,3.7,0.917685,0.696378,-0.417318,0.00818272,-0.000721162
1.8,3.8,0.919051,0.698043,-0.421278,0.00826037,-0.00049454
1.8,3.9,0.920192,0.699434,-0.424673,0.00832694,-0.000321221
1.8,4,0.921105,0.700549,-0.427453,0.00838145,-0.000195478
1.8,4.1,0.921791,0.701386,-0.429577,0.0084231,-0.000109419
1.8,4.2,0.922248,0.701945,-0.431012,0.00845124,-5.32377e-05
1.8,4.3,0.922477,0.702225,-0.431736,0.00846542,-1.56264e-05
1.8,4.4,0.922477,0.702225,-0.431736,0.00846542,1.56843e-05
1.8,4.5,0.922248,0.701945,-0.431012,0.00845124,5.32941e-05
1.8,4.6,0.921791,0.701386,-0.429577,0.00842309,0.000109472
1.8,4.7,0.921105,0.700549,-0.427453,0.00838144,0.000195528
1.8,4.8,0.920192,0.699434,-0.424673,0.00832693,0.000321266
1.8,4.9,0.919051,0.698043,-0.421278,0.00826037,0.00049458
1.8,5,0.917685,0.696378,-0.417318,0.00818271,0.000721197
1.8,5.1,0.916093,0.694441,-0.412845,0.00809501,0.00100459
1.8,5.2,0.914277,0.692235,-0.407918,0.00799839,0.00134606
1.8,5.3,0.912239,0.689762,-0.402594,0.007894,0.0017449
1.8,5.4,0.90998,0.687025,-0.396932,0.00778298,0.0021987
1.8,5.5,0.9075,0.684029,-0.390989,0.00766645,0.00270368
1.8,5.6,0.904804,0.680776,-0.384819,0.00754548,0.00325503
1.8,5.7,0.901891,0.677271,-0.378475,0.00742107,0.0038473
1.8,5.8,0.898765,0.673519,-0.372002,0.00729415,0.00447464
1.8,5.9,0.895428,0.669524,-0.365444,0.00716556,0.00513113
1.8,6,0.891882,0.665292,-0.358838,0.00703604,0.00581098
1.8,6.1,0.88813,0.660826,-0.352219,0.00690625,0.00650866
1.8,6.2,0.884174,0.656134,-0.345616,0.00677679,0.00721906
1.8,6.3,0.880018,0.651221,-0.339055,0.00664814,0.00793752
1.8,6.4,0.875664,0.646092,-0.332558,0.00652074,0.00865989
1.8,6.5,0.871115,0.640755,-0.326141,0.00639493,0.00938253
1.8,6.6,0.866375,0.635215,-0.319821,0.006271,0.0101023
1.8,6.7,0.861447,0.62948,-0.31361,0.00614921,0.0108165
1.8,6.8,0.856335,0.623556,-0.307517,0.00602973,0.0115229
1.8,6.9,0.851042,0.617449,-0.301549,0.00591272,0.0122196
1.8,7,0.845573,0.611168,-0.295712,0.00579828,0.0129051
1.8,7.1,0.839929,0.60472,-0.290011,0.00568648,0.0135781
1.8,7.2,0.834117,0.598111,-0.284447,0.00557739,0.0142378
1.8,7.3,0.82814,0.59135,-0.279022,0.00547101,0.0148833
1.8,7.4,0.822001,0.584443,-0.273736,0.00536737,0.0155141
1.8,7.5,0.815706,0.5774,-0.268589,0.00526645,0.0161298
1.8,7.6,0.809258,0.570227,-0.26358,0.00516823,0.0167302
1.8,7.7,0.802662,0.562932,-0.258706,0.00507267,0.0173149
1.8,7.8,0.795923,0.555523,-0.253966,0.00497972,0.017884
1.8,7.9,0.789044,0.548008,-0.249357,0.00488935,0.0184374
1.8,8,0.782031,0.540395,-0.244877,0.0048015,0.0189752
1.8,8.1,0.774887,0.532691,-0.240521,0.00471609,0.0194974
1.8,8.2,0.767619,0.524905,-0.236287,0.00463308,0.0200042
1.8,8.3,0.760231,0.517044,-0.232172,0.00455239,0.0204956
1.8,8.4,0.752726,0.509116,-0.228173,0.00447397,0.0209719
1.8,8.5,0.745111,0.501129,-0.224285,0.00439774,0.0214332
1.8,8.6,0.737391,0.49309,-0.220505,0.00432363,0.0218797
1.8,8.7,0.729569,0.485006,-0.216831,0.00425158,0.0223115
1.8,8.8,0.721651,0.476885,-0.213258,0.00418153,0.022729
1.8,8.9,0.713642,0.468735,-0.209784,0.0041134,0.0231322
1.8,9,0.705547,0.460563,-0.206404,0.00404714,0.0235214
1.8,9.1,0.697371,0.452374,-0.203117,0.00398268,0.0238967
1.8,9.2,0.689119,0.444178,-0.199919,0.00391997,0.0242585
1.8,9.3,0.680795,0.43598,-0.196806,0.00385893,0.0246068
1.8,9.4,0.672405,0.427786,-0.193776,0.00379952,0.0249419
1.8,9.5,0.663954,0.419604,-0.190826,0.00374168,0.0252639
1.8,9.6,0.655447,0.411439,-0.187954,0.00368536,0.0255732
1.8,9.7,0.646888,0.403299,-0.185156,0.0036305,0.0258698
1.8,9.8,0.638283,0.395187,-0.18243,0.00357706,0.026154
1.8,9.9,0.629636,0.387111,-0.179774,0.00352498,0.026426
1.8,10,0.620952,0.379076,-0.177185,0.00347421,0.026686
1.8,10.1,0.612236,0.371087,-0.174661,0.00342473,0.0269342
1.8,10.2,0.603492,0.363149,-0.1722,0.00337647,0.0271708
1.8,10.3,0.594726,0.355268,-0.1698,0.00332939,0.0273959
1.8,10.4,0.585942,0.347447,-0.167458,0.0032835,0.0276101
1.8,10.5,0.577145,0.339691,-0.165178,0.00323881,0.0277766
1.8,10.6,0.568338,0.332006,-0.162898,0.00319407,0.0140657
1.8,10.7,0.568338,0.332006,-0.151103,0.0029628,0
1.9,-2,0.571873,0.335081,-0.14598,0.00297919,0
1.9,-1.9,0.571873,0.335081,-0.157349,0.00321121,-0.0141353
1.9,-1.8,0.580734,0.342846,-0.159575,0.00325661,-0.0279174
1.9,-1.7,0.589586,0.350682,-0.161802,0.00330207,-0.0277496
1.9,-1.6,0.598425,0.358584,-0.164091,0.0033488,-0.0275361
1.9,-1.5,0.607246,0.366547,-0.166437,0.00339668,-0.0273116
1.9,-1.4,0.616043,0.374568,-0.168844,0.0034458,-0.0270756
1.9,-1.3,0.624814,0.38264,-0.171314,0.00349621,-0.026828
1.9,-1.2,0.633552,0.390759,-0.173849,0.00354794,-0.0265685
1.9,-1.1,0.642252,0.39892,-0.176451,0.00360104,-0.0262969
1.9,-1,0.650911,0.407116,-0.179123,0.00365558,-0.0260131
1.9,-0.9,0.659523,0.415343,-0.181868,0.00371159,-0.0257168
1.9,-0.8,0.668084,0.423593,-0.184688,0.00376913,-0.0254078
1.9,-0.7,0.676587,0.431861,-0.187585,0.00382826,-0.0250859
1.9,-0.6,0.685029,0.440141,-0.190564,0.00388905,-0.0247509
1.9,-0.5,0.693405,0.448426,-0.193626,0.00395154,-0.0244026
1.9,-0.4,0.701708,0.45671,-0.196775,0.00401581,-0.0240408
1.9,-0.3,0.709935,0.464984,-0.200014,0.00408191,-0.0236652
1.9,-0.2,0.71808,0.473244,-0.203347,0.00414993,-0.0232757
1.9,-0.1,0.726139,0.481481,-0.206776,0.00421992,-0.0228719
1.9,1.11022e-16,0.734106,0.489688,-0.210306,0.00429196,-0.0224538
1.9,0.1,0.741977,0.497858,-0.21394,0.00436613,-0.0220211
1.9,0.2,0.749745,0.505983,-0.217682,0.00444249,-0.0215735
1.9,0.3,0.757408,0.514056,-0.221536,0.00452114,-0.0211108
1.9,0.4,0.764959,0.522068,-0.225505,0.00460214,-0.0206328
1.9,0.5,0.772393,0.530014,-0.229594,0.00468558,-0.0201393
1.9,0.6,0.779707,0.537883,-0.233805,0.00477153,-0.0196301
1.9,0.7,0.786894,0.545669,-0.238144,0.00486008,-0.019105
1.9,0.8,0.793951,0.553364,-0.242614,0.0049513,-0.0185639
1.9,0.9,0.800873,0.56096,-0.247218,0.00504527,-0.0180064
1.9,1,0.807654,0.568449,-0.251961,0.00514206,-0.0174326
1.9,1.1,0.814291,0.575822,-0.256846,0.00524175,-0.0168424
1.9,1.2,0.820779,0.583073,-0.261875,0.00534439,-0.0162358
1.9,1.3,0.827113,0.590192,-0.267052,0.00545004,-0.0156128
1.9,1.4,0.83329,0.597173,-0.272379,0.00555875,-0.0149736
1.9,1.5,0.839305,0.604008,-0.277857,0.00567055,-0.0143185
1.9,1.6,0.845153,0.610688,-0.283487,0.00578545,-0.0136479
1.9,1.7,0.850831,0.617206,-0.289269,0.00590345,-0.0129625
1.9,1.8,0.856335,0.623556,-0.295202,0.00602453,-0.012263
1.9,1.9,0.861661,0.629728,-0.301283,0.00614864,-0.0115506
1.9,2,0.866805,0.635717,-0.307508,0.00627568,-0.0108268
1.9,2.1,0.871763,0.641515,-0.313871,0.00640553,-0.0100932
1.9,2.2,0.876533,0.647115,-0.320363,0.00653802,-0.00935226
1.9,2.3,0.88111,0.65251,-0.326973,0.00667292,-0.00860652
1.9,2.4,0.885491,0.657694,-0.333688,0.00680995,-0.00785928
1.9,2.5,0.889673,0.662661,-0.340489,0.00694875,-0.00711436
1.9,2.6,0.893653,0.667404,-0.347356,0.00708889,-0.00637622
1.9,2.7,0.897429,0.671918,-0.354263,0.00722985,-0.00564992
1.9,2.8,0.900997,0.676197,-0.36118,0.00737101,-0.00494117
1.9,2.9,0.904355,0.680236,-0.368071,0.00751167,-0.00425621
1.9,3,0.9075,0.684029,-0.374898,0.00765098,-0.00360174
1.9,3.1,0.910431,0.687572,-0.381613,0.00778804,-0.00298474
1.9,3.2,0.913144,0.69086,-0.388167,0.00792179,-0.00241222
1.9,3.3,0.915639,0.693889,-0.394503,0.00805109,-0.00189094
1.9,3.4,0.917913,0.696655,-0.40056,0.00817472,-0.00142698
1.9,3.5,0.919964,0.699156,-0.406276,0.00829137,-0.00102536
1.9,3.6,0.921791,0.701386,-0.411583,0.00839968,-0.000689564
1.9,3.7,0.923392,0.703344,-0.416414,0.00849829,-0.000421081
1.9,3.8,0.924767,0.705027,-0.420705,0.00858585,-0.000219014
1.9,3.9,0.925915,0.706433,-0.424391,0.00866108,-7.97913e-05
1.9,4,0.926834,0.70756,-0.427416,0.00872282,2.96133e-06
1.9,4.1,0.927523,0.708407,-0.429731,0.00877007,3.8354e-05
1.9,4.2,0.927984,0.708972,-0.431298,0.00880203,3.79405e-05
1.9,4.3,0.928214,0.709255,-0.432088,0.00881816,1.52105e-05
1.9,4.4,0.928214,0.709255,-0.432088,0.00881815,-1.51024e-05
1.9,4.5,0.927984,0.708972,-0.431297,0.00880203,-3.78354e-05
1.9,4.6,0.927523,0.708407,-0.429731,0.00877006,-3.82546e-05
1.9,4.7,0.926834,0.70756,-0.427416,0.0087228,-2.86974e-06
1.9,4.8,0.925915,0.706433,-0.424391,0.00866106,7.98736e-05
1.9,4.9,0.924767,0.705027,-0.420704,0.00858583,0.000219086
1.9,5,0.923392,0.703344,-0.416414,0.00849827,0.000421144
1.9,5.1,0.921791,0.701386,-0.411583,0.00839966,0.000689617
1.9,5.2,0.919964,0.699156,-0.406276,0.00829135,0.0010254
1.9,5.3,0.917913,0.696655,-0.40056,0.00817471,0.00142701
