time,K_trace,Hamiltonian_constraint
0.0654,-0.000600733,-1.01912e-06
0.0655,-0.000601652,-1.02214e-06
0.0656,-0.000602572,-1.02518e-06
0.0657,-0.000603492,-1.02822e-06
0.0658,-0.000604412,-1.03126e-06
0.0659,-0.000605332,-1.03431e-06
0.066,-0.000606252,-1.03736e-06
0.0661,-0.000607171,-1.04041e-06
0.0662,-0.000608091,-1.04347e-06
0.0663,-0.000609011,-1.04654e-06
0.0664,-0.000609931,-1.04961e-06
0.0665,-0.000610851,-1.05268e-06
0.0666,-0.000611771,-1.05576e-06
0.0667,-0.000612691,-1.05885e-06
0.0668,-0.000613611,-1.06194e-06
0.0669,-0.000614531,-1.06503e-06
0.067,-0.000615451,-1.06813e-06
0.0671,-0.000616371,-1.07123e-06
0.0672,-0.00061729,-1.07434e-06
0.0673,-0.00061821,-1.07745e-06
0.0674,-0.00061913,-1.08057e-06
0.0675,-0.00062005,-1.08369e-06
0.0676,-0.00062097,-1.08681e-06
0.0677,-0.00062189,-1.08994e-06
0.0678,-0.00062281,-1.09308e-06
0.0679,-0.00062373,-1.09622e-06
0.068,-0.00062465,-1.09936e-06
0.0681,-0.00062557,-1.10251e-06
0.0682,-0.00062649,-1.10566e-06
0.0683,-0.00062741,-1.10882e-06
0.0684,-0.00062833,-1.11199e-06
0.0685,-0.00062925,-1.11515e-06
0.0686,-0.00063017,-1.11833e-06
0.0687,-0.00063109,-1.1215e-06
0.0688,-0.00063201,-1.12468e-06
0.0689,-0.00063293,-1.12787e-06
0.069,-0.00063385,-1.13106e-06
0.0691,-0.00063477,-1.13426e-06
0.0692,-0.00063569,-1.13746e-06
0.0693,-0.000636611,-1.14066e-06
0.0694,-0.000637531,-1.14387e-06
0.0695,-0.000638451,-1.14708e-06
0.0696,-0.000639371,-1.1503e-06
0.0697,-0.000640291,-1.15352e-06
0.0698,-0.000641211,-1.15675e-06
0.0699,-0.000642131,-1.15998e-06
0.07,-0.000643051,-1.16322e-06
0.0701,-0.000643971,-1.16646e-06
0.0702,-0.000644891,-1.16971e-06
0.0703,-0.000645812,-1.17296e-06
0.0704,-0.000646732,-1.17622e-06
0.0705,-0.000647652,-1.17948e-06
0.0706,-0.000648572,-1.18274e-06
0.0707,-0.000649492,-1.18601e-06
0.0708,-0.000650412,-1.18928e-06
0.0709,-0.000651332,-1.19256e-06
0.071,-0.000652253,-1.19585e-06
0.0711,-0.000653173,-1.19913e-06
0.0712,-0.000654093,-1.20243e-06
0.0713,-0.000655013,-1.20572e-06
0.0714,-0.000655933,-1.20903e-06
0.0715,-0.000656854,-1.21233e-06
0.0716,-0.000657774,-1.21564e-06
0.0717,-0.000658694,-1.21896e-06
0.0718,-0.000659614,-1.22228e-06
0.0719,-0.000660534,-1.22561e-06
0.072,-0.000661455,-1.22894e-06
0.0721,-0.000662375,-1.23227e-06
0.0722,-0.000663295,-1.23561e-06
0.0723,-0.000664215,-1.23895e-06
0.0724,-0.000665136,-1.2423e-06
0.0725,-0.000666056,-1.24565e-06
0.0726,-0.000666976,-1.24901e-06
0.0727,-0.000667897,-1.25237e-06
0.0728,-0.000668817,-1.25574e-06
0.0729,-0.000669737,-1.25911e-06
0.073,-0.000670657,-1.26249e-06
0.0731,-0.000671578,-1.26587e-06
0.0732,-0.000672498,-1.26925e-06
0.0733,-0.000673418,-1.27264e-06
0.0734,-0.000674339,-1.27604e-06
0.0735,-0.000675259,-1.27944e-06
0.0736,-0.000676179,-1.28284e-06
0.0737,-0.0006771,-1.28625e-06
0.0738,-0.00067802,-1.28966e-06
0.0739,-0.00067894,-1.29308e-06
0.074,-0.000679861,-1.2965e-06
0.0741,-0.000680781,-1.29993e-06
0.0742,-0.000681702,-1.30336e-06
0.0743,-0.000682622,-1.3068e-06
0.0744,-0.000683542,-1.31024e-06
0.0745,-0.000684463,-1.31369e-06
0.0746,-0.000685383,-1.31714e-06
0.0747,-0.000686304,-1.32059e-06
0.0748,-0.000687224,-1.32405e-06
0.0749,-0.000688144,-1.32752e-06
0.075,-0.000689065,-1.33098e-06
0.0751,-0.000689985,-1.33446e-06
0.0752,-0.000690906,-1.33794e-06
0.0753,-0.000691826,-1.34142e-06
0.0754,-0.000692747,-1.34491e-06
0.0755,-0.000693667,-1.3484e-06
0.0756,-0.000694588,-1.35189e-06
0.0757,-0.000695508,-1.3554e-06
0.0758,-0.000696429,-1.3589e-06
0.0759,-0.000697349,-1.36241e-06
0.076,-0.00069827,-1.36593e-06
0.0761,-0.00069919,-1.36945e-06
0.0762,-0.000700111,-1.37297e-06
0.0763,-0.000701031,-1.3765e-06
0.0764,-0.000701952,-1.38003e-06
0.0765,-0.000702872,-1.38357e-06
0.0766,-0.000703793,-1.38712e-06
0.0767,-0.000704713,-1.39066e-06
0.0768,-0.000705634,-1.39422e-06
0.0769,-0.000706554,-1.39777e-06
0.077,-0.000707475,-1.40133e-06
0.0771,-0.000708396,-1.4049e-06
0.0772,-0.000709316,-1.40847e-06
0.0773,-0.000710237,-1.41205e-06
0.0774,-0.000711157,-1.41563e-06
0.0775,-0.000712078,-1.41921e-06
0.0776,-0.000712999,-1.4228e-06
0.0777,-0.000713919,-1.4264e-06
0.0778,-0.00071484,-1.42999e-06
0.0779,-0.00071576,-1.4336e-06
0.078,-0.000716681,-1.43721e-06
0.0781,-0.000717602,-1.44082e-06
0.0782,-0.000718522,-1.44444e-06
0.0783,-0.000719443,-1.44806e-06
0.0784,-0.000720364,-1.45168e-06
0.0785,-0.000721284,-1.45532e-06
0.0786,-0.000722205,-1.45895e-06
0.0787,-0.000723126,-1.46259e-06
0.0788,-0.000724046,-1.46624e-06
0.0789,-0.000724967,-1.46989e-06
0.079,-0.000725888,-1.47354e-06
0.0791,-0.000726809,-1.4772e-06
0.0792,-0.000727729,-1.48086e-06
0.0793,-0.00072865,-1.48453e-06
0.0794,-0.000729571,-1.48821e-06
0.0795,-0.000730492,-1.49188e-06
0.0796,-0.000731412,-1.49556e-06
0.0797,-0.000732333,-1.49925e-06
0.0798,-0.000733254,-1.50294e-06
0.0799,-0.000734175,-1.50664e-06
0.08,-0.000735095,-1.51034e-06
0.0801,-0.000736016,-1.51405e-06
0.0802,-0.000736937,-1.51776e-06
0.0803,-0.000737858,-1.52147e-06
0.0804,-0.000738779,-1.52519e-06
0.0805,-0.000739699,-1.52891e-06
0.0806,-0.00074062,-1.53264e-06
0.0807,-0.000741541,-1.53638e-06
0.0808,-0.000742462,-1.54011e-06
0.0809,-0.000743383,-1.54386e-06
0.081,-0.000744304,-1.5476e-06
0.0811,-0.000745225,-1.55135e-06
0.0812,-0.000746145,-1.55511e-06
0.0813,-0.000747066,-1.55887e-06
0.0814,-0.000747987,-1.56264e-06
0.0815,-0.000748908,-1.56641e-06
0.0816,-0.000749829,-1.57018e-06
0.0817,-0.00075075,-1.57396e-06
0.0818,-0.000751671,-1.57775e-06
0.0819,-0.000752592,-1.58154e-06
0.082,-0.000753513,-1.58533e-06
0.0821,-0.000754434,-1.58913e-06
0.0822,-0.000755355,-1.59293e-06
0.0823,-0.000756275,-1.59674e-06
0.0824,-0.000757196,-1.60055e-06
0.0825,-0.000758117,-1.60437e-06
0.0826,-0.000759038,-1.60819e-06
0.0827,-0.000759959,-1.61202e-06
0.0828,-0.00076088,-1.61585e-06
0.0829,-0.000761801,-1.61968e-06
0.083,-0.000762722,-1.62352e-06
0.0831,-0.000763643,-1.62737e-06
0.0832,-0.000764564,-1.63121e-06
0.0833,-0.000765485,-1.63507e-06
0.0834,-0.000766406,-1.63893e-06
0.0835,-0.000767327,-1.64279e-06
0.0836,-0.000768249,-1.64666e-06
0.0837,-0.00076917,-1.65053e-06
0.0838,-0.000770091,-1.65441e-06
0.0839,-0.000771012,-1.65829e-06
0.084,-0.000771933,-1.66218e-06
0.0841,-0.000772854,-1.66607e-06
0.0842,-0.000773775,-1.66996e-06
0.0843,-0.000774696,-1.67386e-06
0.0844,-0.000775617,-1.67777e-06
0.0845,-0.000776538,-1.68168e-06
0.0846,-0.000777459,-1.68559e-06
0.0847,-0.000778381,-1.68951e-06
0.0848,-0.000779302,-1.69343e-06
0.0849,-0.000780223,-1.69736e-06
0.085,-0.000781144,-1.7013e-06
0.0851,-0.000782065,-1.70523e-06
0.0852,-0.000782986,-1.70917e-06
0.0853,-0.000783907,-1.71312e-06
0.0854,-0.000784829,-1.71707e-06
0.0855,-0.00078575,-1.72103e-06
0.0856,-0.000786671,-1.72499e-06
0.0857,-0.000787592,-1.72895e-06
0.0858,-0.000788513,-1.73292e-06
0.0859,-0.000789435,-1.7369e-06
0.086,-0.000790356,-1.74088e-06
0.0861,-0.000791277,-1.74486e-06
0.0862,-0.000792198,-1.74885e-06
0.0863,-0.00079312,-1.75284e-06
0.0864,-0.000794041,-1.75684e-06
0.0865,-0.000794962,-1.76084e-06
0.0866,-0.000795883,-1.76485e-06
0.0867,-0.000796805,-1.76886e-06
0.0868,-0.000797726,-1.77288e-06
0.0869,-0.000798647,-1.7769e-06
0.087,-0.000799569,-1.78093e-06
0.0871,-0.00080049,-1.78496e-06
0.0872,-0.000801411,-1.78899e-06
0.0873,-0.000802333,-1.79303e-06
0.0874,-0.000803254,-1.79708e-06
0.0875,-0.000804175,-1.80112e-06
0.0876,-0.000805097,-1.80518e-06
0.0877,-0.000806018,-1.80924e-06
0.0878,-0.000806939,-1.8133e-06
0.0879,-0.000807861,-1.81737e-06
0.088,-0.000808782,-1.82144e-06
0.0881,-0.000809704,-1.82551e-06
0.0882,-0.000810625,-1.8296e-06
0.0883,-0.000811546,-1.83368e-06
0.0884,-0.000812468,-1.83777e-06
0.0885,-0.000813389,-1.84187e-06
0.0886,-0.000814311,-1.84597e-06
0.0887,-0.000815232,-1.85007e-06
0.0888,-0.000816154,-1.85418e-06
0.0889,-0.000817075,-1.8583e-06
0.089,-0.000817997,-1.86241e-06
0.0891,-0.000818918,-1.86654e-06
0.0892,-0.000819839,-1.87066e-06
0.0893,-0.000820761,-1.8748e-06
0.0894,-0.000821682,-1.87893e-06
0.0895,-0.000822604,-1.88308e-06
0.0896,-0.000823526,-1.88722e-06
0.0897,-0.000824447,-1.89137e-06
0.0898,-0.000825369,-1.89553e-06
0.0899,-0.00082629,-1.89969e-06
0.09,-0.000827212,-1.90385e-06
0.0901,-0.000828133,-1.90802e-06
0.0902,-0.000829055,-1.9122e-06
0.0903,-0.000829976,-1.91638e-06
0.0904,-0.000830898,-1.92056e-06
0.0905,-0.00083182,-1.92475e-06
0.0906,-0.000832741,-1.92894e-06
0.0907,-0.000833663,-1.93314e-06
0.0908,-0.000834584,-1.93734e-06
0.0909,-0.000835506,-1.94155e-06
0.091,-0.000836428,-1.94576e-06
0.0911,-0.000837349,-1.94998e-06
0.0912,-0.000838271,-1.9542e-06
0.0913,-0.000839193,-1.95842e-06
0.0914,-0.000840114,-1.96265e-06
0.0915,-0.000841036,-1.96689e-06
0.0916,-0.000841958,-1.97112e-06
0.0917,-0.000842879,-1.97537e-06
0.0918,-0.000843801,-1.97962e-06
0.0919,-0.000844723,-1.98387e-06
0.092,-0.000845644,-1.98813e-06
0.0921,-0.000846566,-1.99239e-06
0.0922,-0.000847488,-1.99666e-06
0.0923,-0.00084841,-2.00093e-06
0.0924,-0.000849331,-2.00521e-06
0.0925,-0.000850253,-2.00949e-06
0.0926,-0.000851175,-2.01377e-06
0.0927,-0.000852097,-2.01806e-06
0.0928,-0.000853018,-2.02236e-06
0.0929,-0.00085394,-2.02666e-06
0.093,-0.000854862,-2.03096e-06
0.0931,-0.000855784,-2.03527e-06
0.0932,-0.000856706,-2.03958e-06
0.0933,-0.000857627,-2.0439e-06
0.0934,-0.000858549,-2.04823e-06
0.0935,-0.000859471,-2.05255e-06
0.0936,-0.000860393,-2.05688e-06
0.0937,-0.000861315,-2.06122e-06
0.0938,-0.000862237,-2.06556e-06
0.0939,-0.000863158,-2.06991e-06
0.094,-0.00086408,-2.07426e-06
0.0941,-0.000865002,-2.07862e-06
0.0942,-0.000865924,-2.08298e-06
0.0943,-0.000866846,-2.08734e-06
0.0944,-0.000867768,-2.09171e-06
0.0945,-0.00086869,-2.09608e-06
0.0946,-0.000869612,-2.10046e-06
0.0947,-0.000870534,-2.10484e-06
0.0948,-0.000871456,-2.10923e-06
0.0949,-0.000872378,-2.11363e-06
0.095,-0.0008733,-2.11802e-06
0.0951,-0.000874222,-2.12242e-06
0.0952,-0.000875144,-2.12683e-06
0.0953,-0.000876066,-2.13124e-06
0.0954,-0.000876988,-2.13566e-06
0.0955,-0.00087791,-2.14008e-06
0.0956,-0.000878832,-2.1445e-06
0.0957,-0.000879754,-2.14893e-06
0.0958,-0.000880676,-2.15337e-06
0.0959,-0.000881598,-2.15781e-06
0.096,-0.00088252,-2.16225e-06
0.0961,-0.000883442,-2.1667e-06
0.0962,-0.000884364,-2.17115e-06
0.0963,-0.000885286,-2.17561e-06
0.0964,-0.000886208,-2.18007e-06
0.0965,-0.00088713,-2.18454e-06
0.0966,-0.000888052,-2.18901e-06
0.0967,-0.000888974,-2.19349e-06
0.0968,-0.000889896,-2.19797e-06
0.0969,-0.000890819,-2.20245e-06
0.097,-0.000891741,-2.20694e-06
0.0971,-0.000892663,-2.21144e-06
0.0972,-0.000893585,-2.21594e-06
0.0973,-0.000894507,-2.22044e-06
0.0974,-0.000895429,-2.22495e-06
0.0975,-0.000896351,-2.22946e-06
0.0976,-0.000897274,-2.23398e-06
0.0977,-0.000898196,-2.2385e-06
0.0978,-0.000899118,-2.24303e-06
0.0979,-0.00090004,-2.24756e-06
0.098,-0.000900963,-2.2521e-06
0.0981,-0.000901885,-2.25664e-06
0.0982,-0.000902807,-2.26119e-06
0.0983,-0.000903729,-2.26574e-06
0.0984,-0.000904652,-2.27029e-06
0.0985,-0.000905574,-2.27485e-06
0.0986,-0.000906496,-2.27942e-06
0.0987,-0.000907418,-2.28398e-06
0.0988,-0.000908341,-2.28856e-06
0.0989,-0.000909263,-2.29314e-06
0.099,-0.000910185,-2.29772e-06
0.0991,-0.000911108,-2.30231e-06
0.0992,-0.00091203,-2.3069e-06
0.0993,-0.000912952,-2.3115e-06
0.0994,-0.000913875,-2.3161e-06
0.0995,-0.000914797,-2.3207e-06
0.0996,-0.000915719,-2.32532e-06
0.0997,-0.000916642,-2.32993e-06
0.0998,-0.000917564,-2.33455e-06
0.0999,-0.000918486,-2.33918e-06
0.1,-0.000919409,-2.34381e-06
