x,z,Gamma000,Gamma001,Gamma002
42.3307,-42.3307,0.108839,0.27439,0.107445
42.3307,-38.2992,0.109989,0.319836,0.108379
42.3307,-34.2677,0.109942,0.372387,0.104181
42.3307,-30.2362,0.108884,0.432001,0.0917183
42.3307,-26.2047,0.107832,0.496989,0.0662386
42.3307,-22.1732,0.109887,0.561633,0.020729
42.3307,-18.1417,0.124963,0.607653,-0.0552948
42.3307,-14.1102,0.176893,0.59493,-0.182987
42.3307,-10.0787,0.257662,0.470731,-0.283367
42.3307,-6.04724,0.631127,-0.0688542,-0.352328
42.3307,-2.01575,0.847382,-0.402718,-0.698768
42.3307,2.01575,1.29976,-0.621007,-0.250956
42.3307,6.04724,1.10636,-0.160168,1.10583
42.3307,10.0787,0.357699,0.390439,0.611901
42.3307,14.1102,0.117998,0.5828,0.108433
42.3307,18.1417,0.105567,0.623489,0.0504897
42.3307,22.1732,0.105615,0.562077,-0.0143557
42.3307,26.2047,0.104536,0.497207,-0.0647843
42.3307,30.2362,0.106741,0.432327,-0.0911258
42.3307,34.2677,0.108573,0.372562,-0.103907
42.3307,38.2992,0.109085,0.319929,-0.108259
42.3307,42.3307,0.108225,0.274434,-0.107396
42.3307,46.3622,0.10619,0.235482,-0.10341
42.3307,50.3937,0.103239,0.202291,-0.0976589
42.3307,54.4252,0.0996223,0.174071,-0.091024
42.3307,58.4567,0.0955577,0.150094,-0.0840715
42.3307,62.4882,0.0912221,0.129715,-0.0771582
42.3307,66.5197,0.0867547,0.112379,-0.0705011
42.3307,70.5512,0.0822621,0.0976096,-0.0642246
42.3307,74.5827,0.0778235,0.0850059,-0.0583918
42.3307,78.6142,0.073496,0.0742288,-0.0530262
42.3307,82.6457,0.0693193,0.0649938,-0.0481257
42.3307,86.6772,0.0653197,0.0570622,-0.0436731
42.3307,90.7087,0.0615127,0.0502337,-0.0396421
42.3307,94.7402,0.0579064,0.0443406,-0.0360018
42.3307,98.7717,0.0545028,0.0392419,-0.0327198
42.3307,102.803,0.0512999,0.0348196,-0.0297638
42.3307,106.835,0.0482925,0.0309741,-0.0271026
42.3307,110.866,0.0454736,0.0276217,-0.024707
42.3307,114.898,0.0428347,0.024692,-0.0225501
42.3307,118.929,0.0403667,0.0221253,-0.020607
42.3307,122.961,0.0380599,0.019871,-0.0188555
42.3307,126.992,0.0359047,0.0178865,-0.0172752
42.3307,131.024,0.0338916,0.0161352,-0.0158482
42.3307,135.055,0.0320111,0.0145861,-0.0145582
42.3307,139.087,0.0302545,0.0132128,-0.0133907
42.3307,143.118,0.0286132,0.0119927,-0.0123329
42.3307,147.15,0.0270792,0.0109062,-0.0113734
42.3307,151.181,0.0256449,0.00993674,-0.0105019
42.3307,155.213,0.0243032,0.00906986,-0.00970935
42.3307,159.244,0.0230476,0.00829316,-0.00898772
42.3307,163.276,0.0218719,0.00759589,-0.00832983
42.3307,167.307,0.0207704,0.00696873,-0.00772928
42.3307,171.339,0.0197377,0.00640358,-0.00718041
42.3307,175.37,0.018769,0.00589338,-0.00667814
42.3307,179.402,0.0178597,0.00543198,-0.00621794
42.3307,183.433,0.0170057,0.00501399,-0.00579578
42.3307,187.465,0.016203,0.0046347,-0.00540805
42.3307,191.496,0.015448,0.00428997,-0.00505153
42.3307,195.528,0.0147375,0.00397616,-0.00472332
42.3307,199.559,0.0140684,0.00369004,-0.00442083
42.3307,203.591,0.0134378,0.0034288,-0.00414173
42.3307,207.622,0.0128431,0.00318991,-0.00388393
42.3307,211.654,0.012282,0.00297116,-0.00364554
42.3307,215.685,0.0117521,0.00277058,-0.00342488
42.3307,219.717,0.0112514,0.00258641,-0.00322041
42.3307,223.748,0.010778,0.00241708,-0.00303076
42.3307,227.78,0.0103302,0.00226121,-0.00285438
42.3307,231.811,0.00990621,0.00211767,-0.00269003
42.3307,235.843,0.00950302,0.00198394,-0.00256087
42.3307,239.874,0.00912296,0.0018624,-0.00237384
42.3307,243.906,0.00877067,0.00175442,-0.00212816
42.3307,247.937,0.00842424,0.00164977,-0.00242898
42.3307,251.969,0.00818667,0.00153647,-0.000624308
46.3622,-251.969,0.00888163,0.00166781,0.000640402
46.3622,-247.937,0.0091061,0.00178965,0.00236543
46.3622,-243.906,0.00941127,0.0018822,0.0027126
46.3622,-239.874,0.00981278,0.00200529,0.00305738
46.3622,-235.843,0.0102335,0.00214194,0.0029703
46.3622,-231.811,0.0106581,0.002283,0.00317788
46.3622,-227.78,0.011108,0.0024367,0.00337022
46.3622,-223.748,0.0115828,0.00260329,0.00357619
46.3622,-219.717,0.012084,0.00278412,0.00379803
46.3622,-215.685,0.0126135,0.00298064,0.00403701
46.3622,-211.654,0.0131732,0.00319447,0.00429468
46.3622,-207.622,0.0137652,0.00342745,0.00457281
46.3622,-203.591,0.0143917,0.00368163,0.00487331
46.3622,-199.559,0.0150551,0.00395931,0.00519833
46.3622,-195.528,0.015758,0.00426308,0.00555022
46.3622,-191.496,0.0165031,0.00459589,0.00593163
46.3622,-187.465,0.0172935,0.00496104,0.00634547
46.3622,-183.433,0.0181324,0.00536228,0.006795
46.3622,-179.402,0.0190233,0.00580385,0.00728383
46.3622,-175.37,0.0199698,0.00629059,0.00781602
46.3622,-171.339,0.0209761,0.00682799,0.00839606
46.3622,-167.307,0.0220463,0.00742231,0.00902898
46.3622,-163.276,0.0231852,0.00808072,0.00972041
46.3622,-159.244,0.0243976,0.00881139,0.0104766
46.3622,-155.213,0.0256888,0.00962374,0.0113047
46.3622,-151.181,0.0270643,0.0105285,0.0122125
46.3622,-147.15,0.0285301,0.0115382,0.0132087
46.3622,-143.118,0.0300925,0.0126671,0.0143034
46.3622,-139.087,0.031758,0.0139318,0.0155075
46.3622,-135.055,0.0335333,0.0153514,0.0168334
46.3622,-131.024,0.0354256,0.0169482,0.0182948
46.3622,-126.992,0.037442,0.018748,0.0199073
46.3622,-122.961,0.0395897,0.0207809,0.0216879
46.3622,-118.929,0.0418756,0.0230821,0.0236557
46.3622,-114.898,0.0443065,0.0256924,0.0258318
46.3622,-110.866,0.0468883,0.02866,0.0282394
46.3622,-106.835,0.0496259,0.0320409,0.0309037
46.3622,-102.803,0.0525227,0.0359011,0.0338522
46.3622,-98.7717,0.0555798,0.040318,0.0371142
46.3622,-94.7402,0.0587952,0.0453825,0.0407202
46.3622,-90.7087,0.0621627,0.0512016,0.0447016
46.3622,-86.6772,0.0656708,0.0579006,0.0490889
46.3622,-82.6457,0.0693004,0.0656272,0.0539101
46.3622,-78.6142,0.0730234,0.0745539,0.0591871
46.3622,-74.5827,0.0767996,0.0848827,0.0649319
46.3622,-70.5512,0.0805739,0.0968483,0.0711392
46.3622,-66.5197,0.0842733,0.110722,0.077777
46.3622,-62.4882,0.0878025,0.126815,0.0847726
46.3622,-58.4567,0.0910412,0.145475,0.0919919
46.3622,-54.4252,0.0938415,0.167085,0.099211
46.3622,-50.3937,0.0960291,0.192048,0.106074
46.3622,-46.3622,0.0974116,0.220748,0.112033
46.3622,-42.3307,0.0978028,0.253481,0.116265
46.3622,-38.2992,0.0970805,0.290314,0.11755
46.3622,-34.2677,0.0953131,0.330795,0.114108
46.3622,-30.2362,0.0930326,0.373398,0.1034
46.3622,-26.2047,0.0918053,0.414417,0.0819474
46.3622,-22.1732,0.0954112,0.445831,0.0453798
46.3622,-18.1417,0.111814,0.451803,-0.010325
46.3622,-14.1102,0.154959,0.405655,-0.0836066
46.3622,-10.0787,0.27135,0.249338,-0.158776
46.3622,-6.04724,0.343668,0.0792622,-0.181085
46.3622,-2.01575,0.514995,-0.164647,-0.135112
46.3622,2.01575,1.29816,-0.719362,0.0696348
46.3622,6.04724,0.917709,-0.280567,0.296325
46.3622,10.0787,0.183365,0.356994,0.165055
46.3622,14.1102,0.141764,0.414554,0.0716847
46.3622,18.1417,0.120339,0.44475,0.0246606
46.3622,22.1732,0.0945309,0.446823,-0.0417513
46.3622,26.2047,0.0910004,0.414583,-0.0796432
46.3622,30.2362,0.0922455,0.373517,-0.10212
46.3622,34.2677,0.0946597,0.330878,-0.11339
46.3622,38.2992,0.0965726,0.290363,-0.117138
46.3622,42.3307,0.0974173,0.253506,-0.116024
46.3622,46.3622,0.0971205,0.220756,-0.111888
46.3622,50.3937,0.0958088,0.192046,-0.105984
46.3622,54.4252,0.0936736,0.167078,-0.0991538
46.3622,58.4567,0.090912,0.145464,-0.0919539
46.3622,62.4882,0.0877021,0.126802,-0.0847461
46.3622,66.5197,0.0841943,0.11071,-0.0777575
46.3622,70.5512,0.080511,0.0968362,-0.0711241
46.3622,74.5827,0.0767489,0.0848713,-0.0649196
46.3622,78.6142,0.0729821,0.0745434,-0.0591767
46.3622,82.6457,0.0692663,0.0656175,-0.053901
46.3622,86.6772,0.0656423,0.0578919,-0.049081
46.3622,90.7087,0.0621387,0.0511937,-0.0446945
46.3622,94.7402,0.0587746,0.0453755,-0.0407138
46.3622,98.7717,0.0555621,0.0403117,-0.0371084
46.3622,102.803,0.0525073,0.0358955,-0.0338471
46.3622,106.835,0.0496125,0.0320359,-0.0308991
46.3622,110.866,0.0468765,0.0286555,-0.0282352
46.3622,114.898,0.044296,0.0256885,-0.0258281
46.3622,118.929,0.0418663,0.0230785,-0.0236524
46.3622,122.961,0.0395814,0.0207778,-0.021685
46.3622,126.992,0.0374346,0.0187452,-0.0199047
46.3622,131.024,0.0354189,0.0169457,-0.0182925
46.3622,135.055,0.0335273,0.0153491,-0.0168313
46.3622,139.087,0.0317525,0.0139298,-0.0155057
46.3622,143.118,0.0300875,0.0126653,-0.0143019
46.3622,147.15,0.0285256,0.0115366,-0.0132074
46.3622,151.181,0.0270602,0.0105271,-0.0122113
46.3622,155.213,0.025685,0.00962241,-0.0113037
46.3622,159.244,0.0243942,0.0088102,-0.0104758
46.3622,163.276,0.0231821,0.00807963,-0.00971969
46.3622,167.307,0.0220435,0.00742133,-0.00902836
46.3622,171.339,0.0209735,0.0068271,-0.00839554
46.3622,175.37,0.0199674,0.00628979,-0.00781558
46.3622,179.402,0.0190211,0.00580312,-0.00728347
46.3622,183.433,0.0181304,0.00536162,-0.0067947
46.3622,187.465,0.0172917,0.00496044,-0.00634523
46.3622,191.496,0.0165014,0.00459535,-0.00593144
46.3622,195.528,0.0157564,0.00426259,-0.00555007
46.3622,199.559,0.0150536,0.00395885,-0.00519822
46.3622,203.591,0.0143904,0.00368121,-0.00487323
46.3622,207.622,0.013764,0.00342707,-0.00457276
46.3622,211.654,0.0131721,0.00319412,-0.00429465
46.3622,215.685,0.0126125,0.00298032,-0.004037
46.3622,219.717,0.012083,0.00278383,-0.00379804
46.3622,223.748,0.0115818,0.00260303,-0.00357624
46.3622,227.78,0.0111072,0.00243645,-0.00336976
46.3622,231.811,0.0106574,0.00228296,-0.00317791
46.3622,235.843,0.0102292,0.00213971,-0.00302157
46.3622,239.874,0.00982568,0.00200979,-0.00280988
46.3622,243.906,0.00945069,0.00189416,-0.00253449
46.3622,247.937,0.00907757,0.0017814,-0.00285626
46.3622,251.969,0.00884543,0.00165777,-0.0007416
50.3937,-251.969,0.00951094,0.00178374,0.000768233
50.3937,-247.937,0.00973009,0.00191729,0.00277506
50.3937,-243.906,0.0100537,0.00201473,0.00314338
50.3937,-239.874,0.0104725,0.00214484,0.00354225
50.3937,-235.843,0.0109175,0.00229039,0.00345628
50.3937,-231.811,0.0113636,0.00243988,0.00369332
50.3937,-227.78,0.011836,0.00260274,0.00391509
50.3937,-223.748,0.012334,0.00277911,0.00415215
50.3937,-219.717,0.0128591,0.00297038,0.00440731
50.3937,-215.685,0.0134131,0.00317805,0.00468193
50.3937,-211.654,0.013998,0.00340381,0.00497777
50.3937,-207.622,0.0146156,0.00364954,0.0052968
50.3937,-203.591,0.0152683,0.00391734,0.00564115
50.3937,-199.559,0.0159584,0.00420957,0.0060132
50.3937,-195.528,0.0166883,0.0045289,0.00641559
50.3937,-191.496,0.0174608,0.00487831,0.00685122
50.3937,-187.465,0.0182787,0.00526118,0.00732334
50.3937,-183.433,0.019145,0.0056813,0.00783551
50.3937,-179.402,0.0200631,0.00614299,0.00839174
50.3937,-175.37,0.0210363,0.00665112,0.00899644
50.3937,-171.339,0.0220686,0.00721122,0.00965455
50.3937,-167.307,0.0231637,0.00782959,0.0103715
50.3937,-163.276,0.0243258,0.00851337,0.0111535
50.3937,-159.244,0.0255595,0.00927075,0.0120073
50.3937,-155.213,0.0268692,0.0101111,0.0129405
50.3937,-151.181,0.0282599,0.0110449,0.0139615
50.3937,-147.15,0.0297366,0.0120847,0.0150797
50.3937,-143.118,0.0313045,0.0132443,0.0163057
50.3937,-139.087,0.032969,0.0145399,0.0176512
50.3937,-135.055,0.0347353,0.0159902,0.0191291
50.3937,-131.024,0.0366088,0.0176165,0.020754
50.3937,-126.992,0.0385946,0.0194437,0.0225418
50.3937,-122.961,0.0406973,0.0215005,0.0245102
50.3937,-118.929,0.0429212,0.02382,0.0266788
50.3937,-114.898,0.0452695,0.0264408,0.0290689
50.3937,-110.866,0.0477442,0.0294073,0.0317039
50.3937,-106.835,0.0503456,0.0327715,0.034609
50.3937,-102.803,0.0530716,0.0365936,0.037811
50.3937,-98.7717,0.0559168,0.0409432,0.0413382
50.3937,-94.7402,0.0588721,0.0459015,0.0452197
50.3937,-90.7087,0.0619227,0.0515623,0.0494842
50.3937,-86.6772,0.0650474,0.058034,0.054159
50.3937,-82.6457,0.0682161,0.0654417,0.0592674
50.3937,-78.6142,0.0713885,0.0739286,0.0648257
50.3937,-74.5827,0.0745107,0.0836578,0.0708382
50.3937,-70.5512,0.0775135,0.0948129,0.0772909
50.3937,-66.5197,0.0803087,0.107598,0.0841416
50.3937,-62.4882,0.0827868,0.122233,0.0913067
50.3937,-58.4567,0.0848152,0.138947,0.0986424
50.3937,-54.4252,0.0862387,0.157965,0.105919
50.3937,-50.3937,0.0868846,0.179474,0.112786
50.3937,-46.3622,0.0865781,0.203573,0.118723
50.3937,-42.3307,0.0851756,0.230182,0.122976
50.3937,-38.2992,0.0826341,0.258875,0.124486
50.3937,-34.2677,0.0791451,0.288606,0.121796
50.3937,-30.2362,0.0753856,0.317236,0.113007
50.3937,-26.2047,0.0729587,0.340789,0.0958533
50.3937,-22.1732,0.0750804,0.352421,0.0681705
50.3937,-18.1417,0.0873732,0.341547,0.0293108
50.3937,-14.1102,0.117937,0.294819,-0.016612
50.3937,-10.0787,0.169507,0.207078,-0.055851
50.3937,-6.04724,0.239365,0.0903663,-0.0671411
50.3937,-2.01575,0.343595,-0.0196679,0.00389473
50.3937,2.01575,0.291902,0.00796524,0.069829
50.3937,6.04724,0.267639,0.0610843,0.0299126
50.3937,10.0787,0.189378,0.188741,0.0343414
50.3937,14.1102,0.125282,0.299868,0.0164329
50.3937,18.1417,0.0916007,0.341665,-0.0281146
50.3937,22.1732,0.0772281,0.352306,-0.0657697
50.3937,26.2047,0.0737045,0.340825,-0.0941346
50.3937,30.2362,0.0755514,0.31728,-0.111855
50.3937,34.2677,0.0790757,0.288643,-0.121049
50.3937,38.2992,0.0824854,0.258901,-0.124005
50.3937,42.3307,0.0850141,0.230196,-0.122665
50.3937,46.3622,0.0864296,0.203579,-0.118519
50.3937,50.3937,0.0867569,0.179473,-0.11265
50.3937,54.4252,0.0861322,0.15796,-0.105826
50.3937,58.4567,0.0847277,0.138939,-0.0985771
50.3937,62.4882,0.0827152,0.122223,-0.0912595
50.3937,66.5197,0.0802501,0.107588,-0.0841066
50.3937,70.5512,0.0774653,0.0948033,-0.0772641
50.3937,74.5827,0.0744708,0.0836485,-0.070817
50.3937,78.6142,0.0713552,0.0739199,-0.0648085
50.3937,82.6457,0.0681882,0.0654336,-0.0592531
50.3937,86.6772,0.0650236,0.0580266,-0.0541469
50.3937,90.7087,0.0619024,0.0515555,-0.0494738
50.3937,94.7402,0.0588546,0.0458954,-0.0452107
50.3937,98.7717,0.0559016,0.0409377,-0.0413304
50.3937,102.803,0.0530582,0.0365886,-0.0378041
50.3937,106.835,0.0503338,0.032767,-0.034603
50.3937,110.866,0.0477338,0.0294033,-0.0316986
50.3937,114.898,0.0452602,0.0264371,-0.0290642
50.3937,118.929,0.0429128,0.0238168,-0.0266746
50.3937,122.961,0.0406898,0.0214976,-0.0245065
50.3937,126.992,0.0385878,0.0194411,-0.0225385
50.3937,131.024,0.0366027,0.0176141,-0.0207511
50.3937,135.055,0.0347297,0.015988,-0.0191266
50.3937,139.087,0.0329639,0.014538,-0.017649
50.3937,143.118,0.0312999,0.0132425,-0.0163038
50.3937,147.15,0.0297324,0.0120831,-0.015078
50.3937,151.181,0.028256,0.0110435,-0.01396
50.3937,155.213,0.0268657,0.0101098,-0.0129392
50.3937,159.244,0.0255562,0.00926959,-0.0120062
50.3937,163.276,0.0243229,0.00851232,-0.0111526
50.3937,167.307,0.0231609,0.00782863,-0.0103707
50.3937,171.339,0.0220661,0.00721035,-0.00965383
50.3937,175.37,0.021034,0.00665033,-0.00899583
50.3937,179.402,0.0200609,0.00614227,-0.00839121
50.3937,183.433,0.019143,0.00568065,-0.00783507
50.3937,187.465,0.0182769,0.00526058,-0.00732296
50.3937,191.496,0.0174591,0.00487777,-0.00685091
50.3937,195.528,0.0166868,0.00452841,-0.00641532
50.3937,199.559,0.015957,0.00420912,-0.00601298
50.3937,203.591,0.015267,0.00391692,-0.00564097
50.3937,207.622,0.0146144,0.00364916,-0.00529666
50.3937,211.654,0.0139968,0.00340346,-0.00497766
50.3937,215.685,0.0134121,0.00317773,-0.00468184
50.3937,219.717,0.0128581,0.00297008,-0.00440725
50.3937,223.748,0.0123331,0.00277884,-0.00415215
50.3937,227.78,0.0118352,0.00260249,-0.00391443
50.3937,231.811,0.0113628,0.00243988,-0.00369412
50.3937,235.843,0.0109127,0.00228783,-0.00350902
50.3937,239.874,0.0104886,0.00215023,-0.00327183
50.3937,243.906,0.0100935,0.00202756,-0.00296704
50.3937,247.937,0.00969558,0.00190725,-0.00330945
50.3937,251.969,0.00947475,0.00177323,-0.000866746
54.4252,-251.969,0.010109,0.0018936,0.000904295
54.4252,-247.937,0.0103173,0.00203893,0.00320861
54.4252,-243.906,0.0106573,0.00214061,0.00359603
54.4252,-239.874,0.0110904,0.00227711,0.00404992
54.4252,-235.843,0.0115568,0.00243089,0.00396634
54.4252,-231.811,0.0120214,0.00258804,0.00423345
54.4252,-227.78,0.0125129,0.00275921,0.00448551
54.4252,-223.748,0.0130304,0.0029444,0.00475445
54.4252,-219.717,0.0135754,0.00314506,0.0050437
54.4252,-215.685,0.0141496,0.00336271,0.00535472
54.4252,-211.654,0.0147548,0.00359908,0.00568948
54.4252,-207.622,0.0153931,0.00385608,0.00605009
54.4252,-203.591,0.0160664,0.00413585,0.00643893
54.4252,-199.559,0.0167771,0.00444078,0.0068586
54.4252,-195.528,0.0175275,0.00477357,0.00731195
54.4252,-191.496,0.0183201,0.00513723,0.00780218
54.4252,-187.465,0.0191576,0.00553516,0.00833277
54.4252,-183.433,0.0200428,0.00597117,0.00890763
54.4252,-179.402,0.0209787,0.00644959,0.00953106
54.4252,-175.37,0.0219684,0.00697526,0.0102078
54.4252,-171.339,0.0230154,0.00755371,0.0109432
54.4252,-167.307,0.0241231,0.00819117,0.011743
54.4252,-163.276,0.0252952,0.0088947,0.0126139
54.4252,-159.244,0.0265353,0.00967235,0.013563
54.4252,-155.213,0.0278476,0.0105333,0.0145983
54.4252,-151.181,0.0292358,0.0114879,0.0157287
54.4252,-147.15,0.030704,0.012548,0.0169642
54.4252,-143.118,0.0322564,0.0137273,0.0183156
54.4252,-139.087,0.0338966,0.0150412,0.019795
54.4252,-135.055,0.0356285,0.0165076,0.0214159
54.4252,-131.024,0.0374555,0.0181468,0.0231931
54.4252,-126.992,0.0393803,0.0199823,0.0251428
54.4252,-122.961,0.041405,0.0220407,0.0272828
54.4252,-118.929,0.0435309,0.024353,0.0296327
54.4252,-114.898,0.0457575,0.0269547,0.0322137
54.4252,-110.866,0.0480828,0.0298864,0.0350483
54.4252,-106.835,0.0505022,0.0331948,0.038161
54.4252,-102.803,0.0530083,0.0369337,0.0415773
54.4252,-98.7717,0.0555895,0.0411646,0.0453233
54.4252,-94.7402,0.0582293,0.0459577,0.0494254
54.4252,-90.7087,0.0609052,0.051393,0.0539088
54.4252,-86.6772,0.0635867,0.0575613,0.0587959
54.4252,-82.6457,0.0662341,0.0645648,0.0641041
54.4252,-78.6142,0.0687962,0.0725172,0.0698423
54.4252,-74.5827,0.0712079,0.0815439,0.0760061
54.4252,-70.5512,0.0733885,0.0917797,0.0825711
54.4252,-66.5197,0.0752387,0.103366,0.0894841
54.4252,-62.4882,0.07664,0.116441,0.0966505
54.4252,-58.4567,0.0774535,0.131133,0.103918
54.4252,-54.4252,0.0775239,0.147532,0.111054
54.4252,-50.3937,0.0766875,0.165661,0.117717
54.4252,-46.3622,0.0747914,0.185417,0.123422
54.4252,-42.3307,0.0717304,0.206479,0.1275
54.4252,-38.2992,0.067515,0.228176,0.129054
54.4252,-34.2677,0.0623875,0.249273,0.126939
54.4252,-30.2362,0.0570092,0.267685,0.1198
54.4252,-26.2047,0.052727,0.280137,0.106255
54.4252,-22.1732,0.0518619,0.281948,0.0853902
54.4252,-18.1417,0.0577594,0.267434,0.0577709
54.4252,-14.1102,0.0738833,0.232034,0.0270152
54.4252,-10.0787,0.101264,0.177077,0.00082021
54.4252,-6.04724,0.136604,0.114818,-0.0103893
54.4252,-2.01575,0.15242,0.0780225,-0.0067613
54.4252,2.01575,0.0935129,0.11397,0.00340163
54.4252,6.04724,0.0865317,0.141202,0.00861145
54.4252,10.0787,0.105747,0.175351,3.90214e-05
54.4252,14.1102,0.0771167,0.231344,-0.0287507
54.4252,18.1417,0.0605281,0.267625,-0.0582107
54.4252,22.1732,0.0538424,0.281973,-0.0848013
54.4252,26.2047,0.0538606,0.280162,-0.105443
54.4252,30.2362,0.0575862,0.267713,-0.119084
54.4252,34.2677,0.0626477,0.249298,-0.126386
54.4252,38.2992,0.0676069,0.228195,-0.12865
54.4252,42.3307,0.0717383,0.206491,-0.127212
54.4252,46.3622,0.0747607,0.185422,-0.123218
54.4252,50.3937,0.0766418,0.165662,-0.117571
54.4252,54.4252,0.0774749,0.14753,-0.110949
54.4252,58.4567,0.0774067,0.131128,-0.103841
54.4252,62.4882,0.0765975,0.116435,-0.0965933
54.4252,66.5197,0.0752013,0.103359,-0.0894406
54.4252,70.5512,0.0733558,0.0917725,-0.0825373
54.4252,74.5827,0.0711797,0.0815368,-0.0759793
54.4252,78.6142,0.0687717,0.0725103,-0.0698206
54.4252,82.6457,0.0662129,0.0645582,-0.0640862
54.4252,86.6772,0.0635683,0.0575552,-0.0587809
54.4252,90.7087,0.060889,0.0513873,-0.0538961
54.4252,94.7402,0.0582151,0.0459524,-0.0494145
54.4252,98.7717,0.0555769,0.0411598,-0.0453139
54.4252,102.803,0.0529971,0.0369294,-0.0415691
54.4252,106.835,0.0504922,0.0331908,-0.0381539
54.4252,110.866,0.0480738,0.0298827,-0.0350421
54.4252,114.898,0.0457494,0.0269514,-0.0322081
54.4252,118.929,0.0435236,0.0243501,-0.0296279
54.4252,122.961,0.0413984,0.022038,-0.0272786
54.4252,126.992,0.0393742,0.0199798,-0.025139
54.4252,131.024,0.03745,0.0181446,-0.0231898
54.4252,135.055,0.0356235,0.0165056,-0.021413
54.4252,139.087,0.033892,0.0150394,-0.0197924
54.4252,143.118,0.0322521,0.0137256,-0.0183133
54.4252,147.15,0.0307002,0.0125465,-0.0169622
54.4252,151.181,0.0292322,0.0114865,-0.015727
54.4252,155.213,0.0278443,0.010532,-0.0145967
54.4252,159.244,0.0265323,0.00967123,-0.0135616
54.4252,163.276,0.0252924,0.00889368,-0.0126127
54.4252,167.307,0.0241206,0.00819024,-0.011742
54.4252,171.339,0.0230131,0.00755287,-0.0109423
54.4252,175.37,0.0219663,0.0069745,-0.010207
54.4252,179.402,0.0209766,0.00644889,-0.00953038
54.4252,183.433,0.0200409,0.00597054,-0.00890705
54.4252,187.465,0.0191558,0.00553457,-0.00833227
54.4252,191.496,0.0183185,0.0051367,-0.00780174
54.4252,195.528,0.017526,0.00477308,-0.00731158
54.4252,199.559,0.0167758,0.00444033,-0.00685828
54.4252,203.591,0.0160652,0.00413543,-0.00643867
54.4252,207.622,0.0153919,0.0038557,-0.00604987
54.4252,211.654,0.0147537,0.00359873,-0.00568929
54.4252,215.685,0.0141485,0.00336239,-0.00535457
54.4252,219.717,0.0135744,0.00314476,-0.00504357
54.4252,223.748,0.0130295,0.00294413,-0.00475439
54.4252,227.78,0.0125121,0.00275895,-0.00448464
54.4252,231.811,0.0120205,0.00258807,-0.0042352
54.4252,235.843,0.0115517,0.00242799,-0.00402004
54.4252,239.874,0.0111098,0.0022834,-0.00375669
54.4252,243.906,0.0106972,0.00215434,-0.00342309
54.4252,247.937,0.0102765,0.00202704,-0.00378579
54.4252,251.969,0.010073,0.0018826,-0.00099929
58.4567,-251.969,0.0106743,0.00199718,0.0010481
58.4567,-247.937,0.0108663,0.00215435,0.00366343
58.4567,-243.906,0.0112205,0.0022596,0.00406776
58.4567,-239.874,0.0116648,0.00240186,0.00457724
58.4567,-235.843,0.01215,0.00256318,0.00449723
58.4567,-231.811,0.0126297,0.0027272,0.00479474
58.4567,-227.78,0.0131369,0.00290582,0.00507763
58.4567,-223.748,0.0136702,0.00309888,0.00537891
58.4567,-219.717,0.014231,0.00330785,0.00570268
58.4567,-215.685,0.014821,0.0035343,0.00605049
58.4567,-211.654,0.015442,0.00377995,0.00642446
58.4567,-207.622,0.0160957,0.00404674,0.0068269
58.4567,-203.591,0.0167842,0.00433681,0.00726036
58.4567,-199.559,0.0175094,0.00465259,0.00772764
58.4567,-195.528,0.0182737,0.00499676,0.00823182
58.4567,-191.496,0.0190793,0.00537234,0.00877631
58.4567,-187.465,0.0199287,0.00578271,0.00936487
58.4567,-183.433,0.0208243,0.00623166,0.0100016
58.4567,-179.402,0.0217689,0.00672346,0.0106911
58.4567,-175.37,0.0227652,0.00726293,0.0114385
58.4567,-171.339,0.0238161,0.00785547,0.0122493
58.4567,-167.307,0.0249245,0.00850721,0.0131296
58.4567,-163.276,0.0260936,0.00922504,0.0140863
58.4567,-159.244,0.0273263,0.0100168,0.0151269
58.4567,-155.213,0.0286257,0.0108913,0.0162598
58.4567,-151.181,0.0299948,0.0118586,0.0174942
58.4567,-147.15,0.0314365,0.0129301,0.0188401
58.4567,-143.118,0.0329536,0.0141188,0.0203088
58.4567,-139.087,0.0345483,0.0154393,0.0219126
58.4567,-135.055,0.0362226,0.0169084,0.023665
58.4567,-131.024,0.0379779,0.0185452,0.0255807
58.4567,-126.992,0.0398146,0.0203714,0.027676
58.4567,-122.961,0.0417322,0.0224116,0.0299684
58.4567,-118.929,0.0437287,0.0246942,0.0324769
58.4567,-114.898,0.0458001,0.0272511,0.0352218
58.4567,-110.866,0.0479404,0.0301187,0.0382247
58.4567,-106.835,0.0501403,0.0333384,0.0415083
58.4567,-102.803,0.0523872,0.036957,0.0450957
58.4567,-98.7717,0.0546637,0.0410273,0.0490105
58.4567,-94.7402,0.0569468,0.0456087,0.0532752
58.4567,-90.7087,0.0592067,0.0507675,0.0579102
58.4567,-86.6772,0.0614052,0.056577,0.0629323
58.4567,-82.6457,0.0634943,0.0631174,0.0683517
58.4567,-78.6142,0.0654142,0.070475,0.0741689
58.4567,-74.5827,0.0670915,0.0787402,0.0803697
58.4567,-70.5512,0.0684373,0.0880045,0.0869191
58.4567,-66.5197,0.0693463,0.0983548,0.0937527
58.4567,-62.4882,0.0696957,0.109864,0.100765
58.4567,-58.4567,0.0693474,0.122576,0.107797
58.4567,-54.4252,0.0681523,0.136486,0.114616
58.4567,-50.3937,0.0659616,0.151504,0.120895
