x,z,Gamma000,Gamma001,Gamma002
-147.15,-38.2992,0.0389595,-0.0273112,0.0413656
-147.15,-34.2677,0.041709,-0.027679,0.0381611
-147.15,-30.2362,0.0442831,-0.0280029,0.0346131
-147.15,-26.2047,0.046642,-0.0282833,0.0307399
-147.15,-22.1732,0.0487475,-0.0285205,0.0265673
-147.15,-18.1417,0.0505636,-0.0287157,0.0221273
-147.15,-14.1102,0.0520584,-0.0288699,0.0174588
-147.15,-10.0787,0.0532045,-0.0289842,0.012606
-147.15,-6.04724,0.0539808,-0.0290599,0.00761796
-147.15,-2.01575,0.0543725,-0.0290976,0.0025474
-147.15,2.01575,0.0543721,-0.0290977,-0.00255091
-147.15,6.04724,0.0539797,-0.0290602,-0.0076214
-147.15,10.0787,0.0532027,-0.0289848,-0.0126092
-147.15,14.1102,0.0520559,-0.0288706,-0.0174618
-147.15,18.1417,0.0505605,-0.0287166,-0.0221301
-147.15,22.1732,0.0487439,-0.0285216,-0.0265697
-147.15,26.2047,0.0466381,-0.0282844,-0.0307421
-147.15,30.2362,0.0442788,-0.0280042,-0.0346148
-147.15,34.2677,0.0417045,-0.0276802,-0.0381625
-147.15,38.2992,0.038955,-0.0273125,-0.0413667
-147.15,42.3307,0.0360702,-0.0269013,-0.0442155
-147.15,46.3622,0.0330897,-0.0264478,-0.046704
-147.15,50.3937,0.0300511,-0.0259537,-0.0488329
-147.15,54.4252,0.0269897,-0.0254212,-0.0506085
-147.15,58.4567,0.0239381,-0.0248534,-0.0520418
-147.15,62.4882,0.0209253,-0.0242535,-0.0531477
-147.15,66.5197,0.0179769,-0.0236252,-0.0539442
-147.15,70.5512,0.0151149,-0.0229727,-0.0544515
-147.15,74.5827,0.0123575,-0.0223001,-0.0546917
-147.15,78.6142,0.00971934,-0.0216117,-0.0546877
-147.15,82.6457,0.00721192,-0.0209117,-0.0544629
-147.15,86.6772,0.00484351,-0.0202042,-0.0540407
-147.15,90.7087,0.00261967,-0.0194932,-0.0534439
-147.15,94.7402,0.000543436,-0.0187823,-0.0526946
-147.15,98.7717,-0.00138429,-0.0180749,-0.0518136
-147.15,102.803,-0.00316448,-0.0173741,-0.0508208
-147.15,106.835,-0.00479962,-0.0166827,-0.0497346
-147.15,110.866,-0.00629348,-0.0160031,-0.0485718
-147.15,114.898,-0.00765086,-0.0153374,-0.047348
-147.15,118.929,-0.00887731,-0.0146873,-0.0460771
-147.15,122.961,-0.00997899,-0.0140543,-0.0447718
-147.15,126.992,-0.0109624,-0.0134396,-0.0434434
-147.15,131.024,-0.0118344,-0.012844,-0.0421016
-147.15,135.055,-0.0126018,-0.0122683,-0.0407552
-147.15,139.087,-0.0132716,-0.011713,-0.0394117
-147.15,143.118,-0.0138505,-0.0111782,-0.0380777
-147.15,147.15,-0.0143453,-0.010664,-0.0367588
-147.15,151.181,-0.0147625,-0.0101705,-0.0354595
-147.15,155.213,-0.0151081,-0.0096974,-0.0341839
-147.15,159.244,-0.0153883,-0.00924441,-0.0329351
-147.15,163.276,-0.0156086,-0.00881118,-0.0317157
-147.15,167.307,-0.0157744,-0.00839724,-0.0305277
-147.15,171.339,-0.0158906,-0.0080021,-0.0293727
-147.15,175.37,-0.015962,-0.0076252,-0.0282519
-147.15,179.402,-0.0159931,-0.00726594,-0.0271659
-147.15,183.433,-0.0159877,-0.00692371,-0.0261153
-147.15,187.465,-0.0159498,-0.00659788,-0.0251002
-147.15,191.496,-0.0158828,-0.00628782,-0.0241205
-147.15,195.528,-0.0157899,-0.00599288,-0.023176
-147.15,199.559,-0.0156742,-0.00571242,-0.0222662
-147.15,203.591,-0.0155383,-0.00544581,-0.0213906
-147.15,207.622,-0.0153847,-0.00519242,-0.0205486
-147.15,211.654,-0.0152157,-0.00495166,-0.0197393
-147.15,215.685,-0.0150334,-0.00472292,-0.018962
-147.15,219.717,-0.0148396,-0.00450563,-0.0182157
-147.15,223.748,-0.0146362,-0.00429923,-0.0174995
-147.15,227.78,-0.0144241,-0.00410326,-0.0168149
-147.15,231.811,-0.0142073,-0.00391613,-0.0161458
-147.15,235.843,-0.013991,-0.00374429,-0.0154656
-147.15,239.874,-0.0137159,-0.00357574,-0.0151725
-147.15,243.906,-0.0135301,-0.00338946,-0.0142451
-147.15,247.937,-0.0132181,-0.00328604,-0.0143451
-147.15,251.969,-0.0142754,-0.00294291,-0.00478067
-143.118,-251.969,-0.0144422,-0.00294005,0.0045143
-143.118,-247.937,-0.0133836,-0.00325158,0.0143269
-143.118,-243.906,-0.0137347,-0.00342153,0.0140767
-143.118,-239.874,-0.0139982,-0.00360632,0.0146192
-143.118,-235.843,-0.0142602,-0.00375137,0.0151398
-143.118,-231.811,-0.0144962,-0.00393748,0.015851
-143.118,-227.78,-0.0147447,-0.00412724,0.0164801
-143.118,-223.748,-0.0149826,-0.00432821,0.0171728
-143.118,-219.717,-0.0152146,-0.00453998,0.0178914
-143.118,-215.685,-0.0154384,-0.00476324,0.0186417
-143.118,-211.654,-0.0156525,-0.00499859,0.0194246
-143.118,-207.622,-0.0158549,-0.00524669,0.020241
-143.118,-203.591,-0.0160438,-0.00550818,0.021092
-143.118,-199.559,-0.0162167,-0.00578375,0.0219785
-143.118,-195.528,-0.0163713,-0.0060741,0.0229014
-143.118,-191.496,-0.0165048,-0.00637995,0.0238616
-143.118,-187.465,-0.0166142,-0.00670204,0.0248596
-143.118,-183.433,-0.0166964,-0.00704109,0.025896
-143.118,-179.402,-0.0167478,-0.00739786,0.0269711
-143.118,-175.37,-0.0167645,-0.00777308,0.028085
-143.118,-171.339,-0.0167424,-0.00816749,0.0292377
-143.118,-167.307,-0.0166769,-0.00858181,0.0304286
-143.118,-163.276,-0.0165631,-0.00901671,0.031657
-143.118,-159.244,-0.0163959,-0.00947284,0.0329216
-143.118,-155.213,-0.0161697,-0.0099508,0.0342208
-143.118,-151.181,-0.0158784,-0.0104511,0.0355522
-143.118,-147.15,-0.0155157,-0.0109742,0.0369131
-143.118,-143.118,-0.0150751,-0.0115203,0.0382998
-143.118,-139.087,-0.0145494,-0.0120898,0.0397079
-143.118,-135.055,-0.0139314,-0.0126825,0.0411321
-143.118,-131.024,-0.0132136,-0.0132985,0.0425661
-143.118,-126.992,-0.0123883,-0.0139373,0.0440024
-143.118,-122.961,-0.0114476,-0.0145983,0.0454324
-143.118,-118.929,-0.010384,-0.0152807,0.0468462
-143.118,-114.898,-0.00918961,-0.0159834,0.0482323
-143.118,-110.866,-0.00785729,-0.0167048,0.0495777
-143.118,-106.835,-0.00638019,-0.0174431,0.050868
-143.118,-102.803,-0.00475222,-0.0181961,0.052087
-143.118,-98.7717,-0.00296825,-0.0189613,0.0532168
-143.118,-94.7402,-0.00102439,-0.0197355,0.0542377
-143.118,-90.7087,0.00108167,-0.0205155,0.0551286
-143.118,-86.6772,0.00335036,-0.0212973,0.0558667
-143.118,-82.6457,0.00577983,-0.0220768,0.0564278
-143.118,-78.6142,0.0083656,-0.0228496,0.0567866
-143.118,-74.5827,0.0111002,-0.0236109,0.0569172
-143.118,-70.5512,0.0139726,-0.0243558,0.0567929
-143.118,-66.5197,0.0169684,-0.0250793,0.0563877
-143.118,-62.4882,0.0200688,-0.0257763,0.0556761
-143.118,-58.4567,0.0232512,-0.0264422,0.054634
-143.118,-54.4252,0.0264885,-0.0270725,0.05324
-143.118,-50.3937,0.0297495,-0.027663,0.0514758
-143.118,-46.3622,0.0329988,-0.0282105,0.0493273
-143.118,-42.3307,0.0361978,-0.028712,0.0467853
-143.118,-38.2992,0.0393047,-0.0291657,0.0438469
-143.118,-34.2677,0.0422753,-0.0295703,0.0405159
-143.118,-30.2362,0.0450648,-0.0299255,0.0368036
-143.118,-26.2047,0.0476278,-0.0302316,0.032729
-143.118,-22.1732,0.0499208,-0.0304896,0.0283195
-143.118,-18.1417,0.0519027,-0.0307009,0.0236102
-143.118,-14.1102,0.0535365,-0.0308672,0.0186439
-143.118,-10.0787,0.054791,-0.0309901,0.0134699
-143.118,-6.04724,0.0556414,-0.0310712,0.00814331
-143.118,-2.01575,0.0560707,-0.0311115,0.00272346
-143.118,2.01575,0.0560703,-0.0311116,-0.00272776
-143.118,6.04724,0.05564,-0.0310716,-0.0081475
-143.118,10.0787,0.0547887,-0.0309907,-0.0134739
-143.118,14.1102,0.0535334,-0.030868,-0.0186476
-143.118,18.1417,0.0518989,-0.0307019,-0.0236135
-143.118,22.1732,0.0499164,-0.0304907,-0.0283224
-143.118,26.2047,0.047623,-0.0302328,-0.0327315
-143.118,30.2362,0.0450596,-0.0299268,-0.0368055
-143.118,34.2677,0.04227,-0.0295716,-0.0405174
-143.118,38.2992,0.0392993,-0.029167,-0.0438479
-143.118,42.3307,0.0361925,-0.0287133,-0.0467859
-143.118,46.3622,0.0329936,-0.0282117,-0.0493275
-143.118,50.3937,0.0297444,-0.0276642,-0.0514758
-143.118,54.4252,0.0264837,-0.0270736,-0.0532397
-143.118,58.4567,0.0232467,-0.0264432,-0.0546334
-143.118,62.4882,0.0200646,-0.0257772,-0.0556752
-143.118,66.5197,0.0169645,-0.02508,-0.0563867
-143.118,70.5512,0.013969,-0.0243565,-0.0567918
-143.118,74.5827,0.0110969,-0.0236115,-0.056916
-143.118,78.6142,0.00836265,-0.0228501,-0.0567854
-143.118,82.6457,0.00577718,-0.0220772,-0.0564265
-143.118,86.6772,0.00334799,-0.0212976,-0.0558653
-143.118,90.7087,0.00107957,-0.0205156,-0.0551272
-143.118,94.7402,-0.00102624,-0.0197356,-0.0542363
-143.118,98.7717,-0.00296986,-0.0189613,-0.0532154
-143.118,102.803,-0.00475361,-0.0181961,-0.0520856
-143.118,106.835,-0.00638138,-0.017443,-0.0508667
-143.118,110.866,-0.0078583,-0.0167046,-0.0495764
-143.118,114.898,-0.00919045,-0.0159832,-0.0482309
-143.118,118.929,-0.0103847,-0.0152805,-0.0468449
-143.118,122.961,-0.0114482,-0.0145981,-0.0454312
-143.118,126.992,-0.0123887,-0.013937,-0.0440012
-143.118,131.024,-0.0132139,-0.0132982,-0.0425649
-143.118,135.055,-0.0139316,-0.0126823,-0.041131
-143.118,139.087,-0.0145495,-0.0120895,-0.0397068
-143.118,143.118,-0.0150751,-0.0115201,-0.0382988
-143.118,147.15,-0.0155157,-0.0109739,-0.0369122
-143.118,151.181,-0.0158783,-0.0104508,-0.0355513
-143.118,155.213,-0.0161696,-0.00995053,-0.0342199
-143.118,159.244,-0.0163958,-0.00947258,-0.0329208
-143.118,163.276,-0.0165629,-0.00901645,-0.0316562
-143.118,167.307,-0.0166766,-0.00858155,-0.0304279
-143.118,171.339,-0.0167421,-0.00816725,-0.029237
-143.118,175.37,-0.0167642,-0.00777284,-0.0280844
-143.118,179.402,-0.0167475,-0.00739762,-0.0269705
-143.118,183.433,-0.0166961,-0.00704086,-0.0258954
-143.118,187.465,-0.0166139,-0.00670182,-0.024859
-143.118,191.496,-0.0165045,-0.00637974,-0.0238611
-143.118,195.528,-0.0163709,-0.0060739,-0.022901
-143.118,199.559,-0.0162164,-0.00578356,-0.021978
-143.118,203.591,-0.0160434,-0.00550799,-0.0210916
-143.118,207.622,-0.0158546,-0.00524651,-0.0202406
-143.118,211.654,-0.0156522,-0.00499842,-0.0194242
-143.118,215.685,-0.0154381,-0.00476308,-0.0186414
-143.118,219.717,-0.0152142,-0.00453983,-0.0178911
-143.118,223.748,-0.0149823,-0.00432806,-0.0171722
-143.118,227.78,-0.0147434,-0.00412725,-0.016486
-143.118,231.811,-0.014501,-0.0039358,-0.0158172
-143.118,235.843,-0.014261,-0.00376001,-0.0151351
-143.118,239.874,-0.0139649,-0.0035879,-0.0148374
-143.118,243.906,-0.0137537,-0.00339878,-0.0139329
-143.118,247.937,-0.0134263,-0.00329201,-0.0140164
-143.118,251.969,-0.0144268,-0.00295122,-0.00461859
-139.087,-251.969,-0.0145699,-0.00294507,0.00435254
-139.087,-247.937,-0.0135717,-0.0032538,0.0139819
-139.087,-243.906,-0.0139403,-0.00342678,0.0137315
-139.087,-239.874,-0.014226,-0.00361424,0.014262
-139.087,-235.843,-0.0145088,-0.00376281,0.0147895
-139.087,-231.811,-0.0147695,-0.00395256,0.015495
-139.087,-227.78,-0.0150431,-0.00414653,0.016124
-139.087,-223.748,-0.0153081,-0.00435217,0.0168163
-139.087,-219.717,-0.0155688,-0.00456916,0.0175358
-139.087,-215.685,-0.0158231,-0.00479823,0.0182883
-139.087,-211.654,-0.0160694,-0.00504007,0.0190746
-139.087,-207.622,-0.016306,-0.00529537,0.019896
-139.087,-203.591,-0.0165309,-0.00556487,0.0207538
-139.087,-199.559,-0.0167418,-0.00584934,0.021649
-139.087,-195.528,-0.0169364,-0.00614955,0.0225828
-139.087,-191.496,-0.0171121,-0.00646632,0.0235562
-139.087,-187.465,-0.0172657,-0.00680048,0.0245701
-139.087,-183.433,-0.0173942,-0.00715288,0.0256254
-139.087,-179.402,-0.0174938,-0.00752437,0.0267225
-139.087,-175.37,-0.0175609,-0.00791584,0.0278621
-139.087,-171.339,-0.017591,-0.00832813,0.0290442
-139.087,-167.307,-0.0175797,-0.00876211,0.0302688
-139.087,-163.276,-0.0175218,-0.00921861,0.0315355
-139.087,-159.244,-0.017412,-0.00969843,0.0328433
-139.087,-155.213,-0.0172444,-0.0102023,0.034191
-139.087,-151.181,-0.0170128,-0.0107309,0.0355768
-139.087,-147.15,-0.0167104,-0.0112849,0.036998
-139.087,-143.118,-0.0163303,-0.0118648,0.0384516
-139.087,-139.087,-0.0158648,-0.0124708,0.0399334
-139.087,-135.055,-0.0153061,-0.0131033,0.0414385
-139.087,-131.024,-0.0146459,-0.0137621,0.0429608
-139.087,-126.992,-0.0138759,-0.0144472,0.0444932
-139.087,-122.961,-0.0129872,-0.015158,0.0460271
-139.087,-118.929,-0.0119711,-0.0158938,0.0475527
-139.087,-114.898,-0.0108189,-0.0166535,0.0490583
-139.087,-110.866,-0.00952197,-0.0174356,0.0505309
-139.087,-106.835,-0.00807217,-0.0182382,0.0519555
-139.087,-102.803,-0.00646196,-0.019059,0.0533152
-139.087,-98.7717,-0.00468469,-0.0198953,0.0545913
-139.087,-94.7402,-0.00273487,-0.0207438,0.055763
-139.087,-90.7087,-0.000608606,-0.0216007,0.0568076
-139.087,-86.6772,0.00169611,-0.0224618,0.0577005
-139.087,-82.6457,0.00417892,-0.0233224,0.0584153
-139.087,-78.6142,0.00683667,-0.0241774,0.0589242
-139.087,-74.5827,0.00966298,-0.0250212,0.0591982
-139.087,-70.5512,0.0126478,-0.0258483,0.0592075
-139.087,-66.5197,0.0157768,-0.0266526,0.0589222
-139.087,-62.4882,0.0190315,-0.0274282,0.0583129
-139.087,-58.4567,0.0223884,-0.0281696,0.0573516
-139.087,-54.4252,0.025819,-0.0288712,0.0560127
-139.087,-50.3937,0.02929,-0.0295281,0.0542737
-139.087,-46.3622,0.0327634,-0.0301363,0.0521167
-139.087,-42.3307,0.0361966,-0.0306924,0.0495292
-139.087,-38.2992,0.0395434,-0.031194,0.0465056
-139.087,-34.2677,0.0427547,-0.0316398,0.0430478
-139.087,-30.2362,0.0457796,-0.0320295,0.0391662
-139.087,-26.2047,0.0485671,-0.0323637,0.0348803
-139.087,-22.1732,0.0510672,-0.0326439,0.0302192
-139.087,-18.1417,0.0532328,-0.0328722,0.0252212
-139.087,-14.1102,0.0550213,-0.0330509,0.0199334
-139.087,-10.0787,0.0563965,-0.0331824,0.0144111
-139.087,-6.04724,0.0573298,-0.0332688,0.00871612
-139.087,-2.01575,0.0578011,-0.0333116,0.00291546
-139.087,2.01575,0.0578005,-0.0333117,-0.00292073
-139.087,6.04724,0.057328,-0.0332692,-0.00872124
-139.087,10.0787,0.0563937,-0.033183,-0.0144159
-139.087,14.1102,0.0550175,-0.0330518,-0.0199379
-139.087,18.1417,0.0532281,-0.0328733,-0.0252251
-139.087,22.1732,0.0510618,-0.0326451,-0.0302226
-139.087,26.2047,0.0485612,-0.032365,-0.0348831
-139.087,30.2362,0.0457734,-0.0320309,-0.0391683
-139.087,34.2677,0.0427483,-0.0316412,-0.0430493
-139.087,38.2992,0.039537,-0.0311954,-0.0465065
-139.087,42.3307,0.0361903,-0.0306938,-0.0495296
-139.087,46.3622,0.0327573,-0.0301376,-0.0521166
-139.087,50.3937,0.0292842,-0.0295293,-0.0542733
-139.087,54.4252,0.0258135,-0.0288722,-0.056012
-139.087,58.4567,0.0223833,-0.0281705,-0.0573506
-139.087,62.4882,0.0190269,-0.0274291,-0.0583117
-139.087,66.5197,0.0157726,-0.0266533,-0.0589208
-139.087,70.5512,0.0126439,-0.0258489,-0.059206
-139.087,74.5827,0.00965952,-0.0250217,-0.0591966
-139.087,78.6142,0.00683358,-0.0241777,-0.0589226
-139.087,82.6457,0.00417618,-0.0233227,-0.0584136
-139.087,86.6772,0.00169371,-0.022462,-0.0576988
-139.087,90.7087,-0.000610698,-0.0216008,-0.0568059
-139.087,94.7402,-0.00273668,-0.0207438,-0.0557613
-139.087,98.7717,-0.00468624,-0.0198952,-0.0545896
-139.087,102.803,-0.00646328,-0.0190589,-0.0533136
-139.087,106.835,-0.00807327,-0.018238,-0.0519539
-139.087,110.866,-0.00952287,-0.0174354,-0.0505293
-139.087,114.898,-0.0108196,-0.0166532,-0.0490568
-139.087,118.929,-0.0119717,-0.0158936,-0.0475512
-139.087,122.961,-0.0129876,-0.0151577,-0.0460258
-139.087,126.992,-0.0138762,-0.0144469,-0.0444919
-139.087,131.024,-0.0146461,-0.0137618,-0.0429596
-139.087,135.055,-0.0153062,-0.0131029,-0.0414373
-139.087,139.087,-0.0158648,-0.0124705,-0.0399322
-139.087,143.118,-0.0163302,-0.0118644,-0.0384505
-139.087,147.15,-0.0167103,-0.0112846,-0.036997
-139.087,151.181,-0.0170126,-0.0107306,-0.0355758
-139.087,155.213,-0.0172442,-0.010202,-0.0341901
-139.087,159.244,-0.0174117,-0.00969812,-0.0328424
-139.087,163.276,-0.0175215,-0.00921832,-0.0315347
-139.087,167.307,-0.0175794,-0.00876183,-0.0302681
-139.087,171.339,-0.0175907,-0.00832786,-0.0290435
-139.087,175.37,-0.0175605,-0.00791557,-0.0278614
-139.087,179.402,-0.0174935,-0.00752412,-0.0267219
-139.087,183.433,-0.0173938,-0.00715263,-0.0256248
-139.087,187.465,-0.0172653,-0.00680024,-0.0245696
-139.087,191.496,-0.0171117,-0.00646609,-0.0235557
-139.087,195.528,-0.0169361,-0.00614933,-0.0225823
-139.087,199.559,-0.0167414,-0.00584913,-0.0216485
-139.087,203.591,-0.0165305,-0.00556467,-0.0207533
-139.087,207.622,-0.0163056,-0.00529518,-0.0198956
-139.087,211.654,-0.0160691,-0.00503989,-0.0190742
-139.087,215.685,-0.0158227,-0.00479806,-0.0182879
-139.087,219.717,-0.0155685,-0.00456899,-0.0175355
-139.087,223.748,-0.0153078,-0.00435201,-0.0168157
-139.087,227.78,-0.0150419,-0.00414653,-0.0161297
-139.087,231.811,-0.0147739,-0.00395092,-0.0154629
-139.087,235.843,-0.0145103,-0.00377133,-0.0147804
-139.087,239.874,-0.0141933,-0.00359583,-0.0144792
-139.087,243.906,-0.0139568,-0.00340411,-0.0135996
-139.087,247.937,-0.0136143,-0.00329403,-0.0136667
-139.087,251.969,-0.0145558,-0.00295626,-0.00445162
-135.055,-251.969,-0.0146737,-0.0029466,0.0041864
-135.055,-247.937,-0.0137381,-0.00325193,0.0136162
-135.055,-243.906,-0.0141235,-0.00342771,0.0133653
-135.055,-239.874,-0.0144311,-0.0036176,0.0138823
-135.055,-235.843,-0.0147345,-0.00376956,0.0144154
-135.055,-231.811,-0.0150197,-0.00396274,0.0151133
-135.055,-227.78,-0.0153185,-0.00416072,0.0157405
-135.055,-223.748,-0.0156105,-0.00437083,0.0164307
-135.055,-219.717,-0.0159,-0.00459284,0.0171492
-135.055,-215.685,-0.0161849,-0.00482754,0.0179016
-135.055,-211.654,-0.0164638,-0.00507568,0.0186893
-135.055,-207.622,-0.0167349,-0.00533803,0.0195135
-135.055,-203.591,-0.0169965,-0.0056154,0.0203757
-135.055,-199.559,-0.0172463,-0.00590864,0.0212773
-135.055,-195.528,-0.0174819,-0.00621862,0.0222195
-135.055,-191.496,-0.0177009,-0.00654626,0.0232036
-135.055,-187.465,-0.0179002,-0.00689249,0.0242308
-135.055,-183.433,-0.0180767,-0.00725829,0.0253022
-135.055,-179.402,-0.0182269,-0.00764465,0.0264187
-135.055,-175.37,-0.0183467,-0.00805256,0.0275812
-135.055,-171.339,-0.018432,-0.00848304,0.0287901
-135.055,-167.307,-0.018478,-0.00893711,0.0300457
-135.055,-163.276,-0.0184797,-0.00941576,0.031348
-135.055,-159.244,-0.0184314,-0.00991997,0.0326965
-135.055,-155.213,-0.0183272,-0.0104507,0.0340904
-135.055,-151.181,-0.0181605,-0.0110088,0.0355283
-135.055,-147.15,-0.0179243,-0.011595,0.0370082
-135.055,-143.118,-0.0176111,-0.0122102,0.0385271
-135.055,-139.087,-0.0172129,-0.0128547,0.0400817
-135.055,-135.055,-0.0167213,-0.0135292,0.0416672
-135.055,-131.024,-0.0161272,-0.0142336,0.043278
-135.055,-126.992,-0.0154215,-0.0149681,0.0449073
-135.055,-122.961,-0.0145945,-0.0157324,0.0465469
-135.055,-118.929,-0.0136363,-0.0165257,0.0481868
-135.055,-114.898,-0.0125371,-0.0173471,0.0498157
-135.055,-110.866,-0.0112869,-0.0181952,0.0514204
-135.055,-106.835,-0.00987604,-0.0190681,0.0529855
-135.055,-102.803,-0.00829548,-0.0199634,0.0544936
-135.055,-98.7717,-0.00653681,-0.0208782,0.0559253
-135.055,-94.7402,-0.00459279,-0.0218091,0.0572586
-135.055,-90.7087,-0.00245765,-0.0227518,0.0584693
-135.055,-86.6772,-0.000127542,-0.0237017,0.059531
-135.055,-82.6457,0.00239898,-0.0246534,0.0604152
-135.055,-78.6142,0.00512045,-0.0256012,0.0610911
-135.055,-74.5827,0.00803196,-0.0265387,0.0615267
-135.055,-70.5512,0.0111246,-0.0274593,0.0616886
-135.055,-66.5197,0.0143849,-0.0283559,0.0615428
-135.055,-62.4882,0.0177945,-0.0292215,0.0610556
-135.055,-58.4567,0.0213295,-0.0300493,0.0601943
-135.055,-54.4252,0.0249602,-0.0308328,0.0589284
-135.055,-50.3937,0.0286514,-0.0315659,0.0572307
-135.055,-46.3622,0.032362,-0.0322436,0.0550787
-135.055,-42.3307,0.0360456,-0.0328618,0.0524558
-135.055,-38.2992,0.039651,-0.0334176,0.0493529
-135.055,-34.2677,0.0431235,-0.0339095,0.0457694
-135.055,-30.2362,0.0464059,-0.0343373,0.0417145
-135.055,-26.2047,0.04944,-0.034702,0.0372078
-135.055,-22.1732,0.0521689,-0.0350058,0.0322799
-135.055,-18.1417,0.0545382,-0.0352515,0.0269725
-135.055,-14.1102,0.0564989,-0.0354425,0.0213378
-135.055,-10.0787,0.0580088,-0.0355823,0.0154375
-135.055,-6.04724,0.0590345,-0.0356736,0.0093413
-135.055,-2.01575,0.0595529,-0.0357187,0.00312506
-135.055,2.01575,0.0595522,-0.0357189,-0.00313155
-135.055,6.04724,0.0590323,-0.035674,-0.00934758
-135.055,10.0787,0.0580052,-0.035583,-0.0154434
-135.055,14.1102,0.0564941,-0.0354435,-0.0213432
-135.055,18.1417,0.0545324,-0.0352527,-0.0269772
-135.055,22.1732,0.0521623,-0.0350071,-0.0322838
-135.055,26.2047,0.0494329,-0.0347034,-0.0372108
-135.055,30.2362,0.0463984,-0.0343388,-0.0417167
-135.055,34.2677,0.0431159,-0.033911,-0.0457709
-135.055,38.2992,0.0396434,-0.0334191,-0.0493537
-135.055,42.3307,0.0360382,-0.0328632,-0.052456
-135.055,46.3622,0.032355,-0.0322449,-0.0550783
-135.055,50.3937,0.0286448,-0.0315671,-0.0572299
-135.055,54.4252,0.0249541,-0.0308338,-0.0589272
-135.055,58.4567,0.0213238,-0.0300502,-0.0601928
-135.055,62.4882,0.0177894,-0.0292223,-0.0610539
-135.055,66.5197,0.0143803,-0.0283565,-0.0615409
-135.055,70.5512,0.0111205,-0.0274597,-0.0616866
-135.055,74.5827,0.00802834,-0.0265391,-0.0615247
-135.055,78.6142,0.00511728,-0.0256015,-0.061089
-135.055,82.6457,0.00239622,-0.0246535,-0.0604131
-135.055,86.6772,-0.000129923,-0.0237017,-0.059529
-135.055,90.7087,-0.00245969,-0.0227517,-0.0584673
-135.055,94.7402,-0.00459451,-0.0218089,-0.0572566
-135.055,98.7717,-0.00653825,-0.020878,-0.0559234
-135.055,102.803,-0.00829666,-0.0199632,-0.0544918
-135.055,106.835,-0.009877,-0.0190678,-0.0529837
-135.055,110.866,-0.0112876,-0.0181949,-0.0514186
-135.055,114.898,-0.0125377,-0.0173467,-0.0498141
-135.055,118.929,-0.0136368,-0.0165253,-0.0481852
-135.055,122.961,-0.0145948,-0.015732,-0.0465453
-135.055,126.992,-0.0154217,-0.0149678,-0.0449059
-135.055,131.024,-0.0161273,-0.0142333,-0.0432767
-135.055,135.055,-0.0167212,-0.0135288,-0.0416659
-135.055,139.087,-0.0172128,-0.0128544,-0.0400804
-135.055,143.118,-0.0176109,-0.0122098,-0.038526
-135.055,147.15,-0.0179241,-0.0115947,-0.0370071
-135.055,151.181,-0.0181602,-0.0110084,-0.0355273
-135.055,155.213,-0.0183269,-0.0104503,-0.0340895
-135.055,159.244,-0.0184311,-0.00991962,-0.0326956
-135.055,163.276,-0.0184793,-0.00941542,-0.0313471
-135.055,167.307,-0.0184776,-0.00893678,-0.0300449
-135.055,171.339,-0.0184316,-0.00848273,-0.0287893
-135.055,175.37,-0.0183463,-0.00805226,-0.0275805
-135.055,179.402,-0.0182264,-0.00764436,-0.0264181
-135.055,183.433,-0.0180763,-0.00725802,-0.0253016
-135.055,187.465,-0.0178998,-0.00689223,-0.0242303
-135.055,191.496,-0.0177005,-0.00654601,-0.0232031
-135.055,195.528,-0.0174815,-0.00621838,-0.022219
-135.055,199.559,-0.0172458,-0.00590841,-0.0212769
-135.055,203.591,-0.016996,-0.00561519,-0.0203753
-135.055,207.622,-0.0167345,-0.00533783,-0.0195132
-135.055,211.654,-0.0164634,-0.00507549,-0.018689
-135.055,215.685,-0.0161845,-0.00482736,-0.0179013
-135.055,219.717,-0.0158996,-0.00459267,-0.0171489
-135.055,223.748,-0.0156102,-0.00437066,-0.0164301
-135.055,227.78,-0.0153172,-0.0041607,-0.015746
-135.055,231.811,-0.0150238,-0.00396114,-0.0150831
-135.055,235.843,-0.0147367,-0.00377795,-0.0144019
-135.055,239.874,-0.0143991,-0.00359926,-0.0140983
-135.055,243.906,-0.0141376,-0.00340517,-0.0132455
-135.055,247.937,-0.0137804,-0.00329187,-0.0132965
-135.055,251.969,-0.0146608,-0.0029578,-0.00428019
-131.024,-251.969,-0.0147519,-0.00294441,0.00401632
-131.024,-247.937,-0.0138809,-0.00324574,0.0132304
-131.024,-243.906,-0.0142825,-0.00342406,0.0129787
-131.024,-239.874,-0.0146116,-0.0036161,0.0134806
-131.024,-235.843,-0.0149352,-0.00377128,0.014018
-131.024,-231.811,-0.0152445,-0.00396765,0.0147064
-131.024,-227.78,-0.0155681,-0.0041694,0.0153301
-131.024,-223.748,-0.015887,-0.00438374,0.0160161
-131.024,-219.717,-0.0162052,-0.00461054,0.0167315
-131.024,-215.685,-0.0165207,-0.00485064,0.0174819
-131.024,-211.654,-0.0168323,-0.00510486,0.0182687
-131.024,-207.622,-0.0171383,-0.00537404,0.0190933
-131.024,-203.591,-0.0174369,-0.00565907,0.0199575
-131.024,-199.559,-0.0177262,-0.0059609,0.0208628
-131.024,-195.528,-0.0180037,-0.00628049,0.0218106
-131.024,-191.496,-0.0182671,-0.00661888,0.0228026
-131.024,-187.465,-0.0185134,-0.00697711,0.0238403
