i,j,r,theta,Gamma3_0_0_0,Gamma3_0_0_1,Gamma3_0_0_2,Gamma3_0_1_0,Gamma3_0_1_1,Gamma3_0_1_2,Gamma3_0_2_0,Gamma3_0_2_1,Gamma3_0_2_2,Gamma3_1_0_0,Gamma3_1_0_1,Gamma3_1_0_2,Gamma3_1_1_0,Gamma3_1_1_1,Gamma3_1_1_2,Gamma3_1_2_0,Gamma3_1_2_1,Gamma3_1_2_2,Gamma3_2_0_0,Gamma3_2_0_1,Gamma3_2_0_2,Gamma3_2_1_0,Gamma3_2_1_1,Gamma3_2_1_2,Gamma3_2_2_0,Gamma3_2_2_1,Gamma3_2_2_2
11,77,2.88,2.41903,-0.233774,-0.0458897,0.0458897,0.0458897,1.10077,1.10077,1.10077,1.10077,0.475336,0.0137214,0.329137,-0.329137,-0.329137,0.0458897,0.0458897,0.0458897,0.0458897,-0.542768,0,0,0,0,0,0,0,0,0
11,78,2.88,2.45044,-0.234721,-0.045305,0.045305,0.045305,1.09761,1.09761,1.09761,1.09761,0.440797,0.0135465,0.328194,-0.328194,-0.328194,0.045305,0.045305,0.045305,0.045305,-0.533862,0,0,0,0,0,0,0,0,0
11,79,2.88,2.48186,-0.235651,-0.0445469,0.0445469,0.0445469,1.09452,1.09452,1.09452,1.09452,0.406789,0.0133199,0.327268,-0.327268,-0.327268,0.0445469,0.0445469,0.0445469,0.0445469,-0.52301,0,0,0,0,0,0,0,0,0
11,80,2.88,2.51327,-0.236562,-0.0436197,0.0436197,0.0436197,1.09149,1.09149,1.09149,1.09149,0.373444,0.0130426,0.326362,-0.326362,-0.326362,0.0436197,0.0436197,0.0436197,0.0436197,-0.510292,0,0,0,0,0,0,0,0,0
11,81,2.88,2.54469,-0.237449,-0.0425284,0.0425284,0.0425284,1.08853,1.08853,1.08853,1.08853,0.340886,0.0127163,0.325479,-0.325479,-0.325479,0.0425284,0.0425284,0.0425284,0.0425284,-0.495788,0,0,0,0,0,0,0,0,0
11,82,2.88,2.57611,-0.23831,-0.0412782,0.0412782,0.0412782,1.08567,1.08567,1.08567,1.08567,0.309238,0.0123425,0.324623,-0.324623,-0.324623,0.0412782,0.0412782,0.0412782,0.0412782,-0.479584,0,0,0,0,0,0,0,0,0
11,83,2.88,2.60752,-0.239142,-0.0398752,0.0398752,0.0398752,1.0829,1.0829,1.0829,1.0829,0.278615,0.011923,0.323795,-0.323795,-0.323795,0.0398752,0.0398752,0.0398752,0.0398752,-0.461766,0,0,0,0,0,0,0,0,0
11,84,2.88,2.63894,-0.239941,-0.0383257,0.0383257,0.0383257,1.08024,1.08024,1.08024,1.08024,0.24913,0.0114597,0.323,-0.323,-0.323,0.0383257,0.0383257,0.0383257,0.0383257,-0.442423,0,0,0,0,0,0,0,0,0
11,85,2.88,2.67035,-0.240705,-0.0366364,0.0366364,0.0366364,1.0777,1.0777,1.0777,1.0777,0.220888,0.0109546,0.322239,-0.322239,-0.322239,0.0366364,0.0366364,0.0366364,0.0366364,-0.421647,0,0,0,0,0,0,0,0,0
11,86,2.88,2.70177,-0.241432,-0.0348145,0.0348145,0.0348145,1.07528,1.07528,1.07528,1.07528,0.19399,0.0104098,0.321516,-0.321516,-0.321516,0.0348145,0.0348145,0.0348145,0.0348145,-0.399528,0,0,0,0,0,0,0,0,0
11,87,2.88,2.73319,-0.242119,-0.0328673,0.0328673,0.0328673,1.07299,1.07299,1.07299,1.07299,0.16853,0.00982757,0.320833,-0.320833,-0.320833,0.0328673,0.0328673,0.0328673,0.0328673,-0.376159,0,0,0,0,0,0,0,0,0
11,88,2.88,2.7646,-0.242764,-0.0308027,0.0308027,0.0308027,1.07085,1.07085,1.07085,1.07085,0.144597,0.00921024,0.320191,-0.320191,-0.320191,0.0308027,0.0308027,0.0308027,0.0308027,-0.351631,0,0,0,0,0,0,0,0,0
11,89,2.88,2.79602,-0.243365,-0.0286288,0.0286288,0.0286288,1.06885,1.06885,1.06885,1.06885,0.122274,0.00856021,0.319593,-0.319593,-0.319593,0.0286288,0.0286288,0.0286288,0.0286288,-0.326037,0,0,0,0,0,0,0,0,0
11,90,2.88,2.82743,-0.243919,-0.0263537,0.0263537,0.0263537,1.067,1.067,1.067,1.067,0.101635,0.00787996,0.319041,-0.319041,-0.319041,0.0263537,0.0263537,0.0263537,0.0263537,-0.299469,0,0,0,0,0,0,0,0,0
11,91,2.88,2.85885,-0.244427,-0.0239861,0.0239861,0.0239861,1.06531,1.06531,1.06531,1.06531,0.0827521,0.00717203,0.318536,-0.318536,-0.318536,0.0239861,0.0239861,0.0239861,0.0239861,-0.272017,0,0,0,0,0,0,0,0,0
11,92,2.88,2.89027,-0.244884,-0.0215347,0.0215347,0.0215347,1.06379,1.06379,1.06379,1.06379,0.0656866,0.00643904,0.318081,-0.318081,-0.318081,0.0215347,0.0215347,0.0215347,0.0215347,-0.243774,0,0,0,0,0,0,0,0,0
11,93,2.88,2.92168,-0.245292,-0.0190084,0.0190084,0.0190084,1.06243,1.06243,1.06243,1.06243,0.0504955,0.00568364,0.317675,-0.317675,-0.317675,0.0190084,0.0190084,0.0190084,0.0190084,-0.214828,0,0,0,0,0,0,0,0,0
11,94,2.88,2.9531,-0.245647,-0.0164162,0.0164162,0.0164162,1.06125,1.06125,1.06125,1.06125,0.0372288,0.00490855,0.317322,-0.317322,-0.317322,0.0164162,0.0164162,0.0164162,0.0164162,-0.18527,0,0,0,0,0,0,0,0,0
11,95,2.88,2.98451,-0.24595,-0.0137672,0.0137672,0.0137672,1.06024,1.06024,1.06024,1.06024,0.0259298,0.0041165,0.317021,-0.317021,-0.317021,0.0137672,0.0137672,0.0137672,0.0137672,-0.155188,0,0,0,0,0,0,0,0,0
11,96,2.88,3.01593,-0.246198,-0.0110709,0.0110709,0.0110709,1.05942,1.05942,1.05942,1.05942,0.0166351,0.00331028,0.316773,-0.316773,-0.316773,0.0110709,0.0110709,0.0110709,0.0110709,-0.124671,0,0,0,0,0,0,0,0,0
11,97,2.88,3.04734,-0.246393,-0.00833655,0.00833655,0.00833655,1.05877,1.05877,1.05877,1.05877,0.00937475,0.00249269,0.31658,-0.31658,-0.31658,0.00833655,0.00833655,0.00833655,0.00833655,-0.0938067,0,0,0,0,0,0,0,0,0
11,98,2.88,3.07876,-0.246532,-0.00557361,0.00557361,0.00557361,1.05831,1.05831,1.05831,1.05831,0.00417212,0.00166655,0.316442,-0.316442,-0.316442,0.00557361,0.00557361,0.00557361,0.00557361,-0.0626821,0,0,0,0,0,0,0,0,0
11,99,2.88,3.11018,-0.246615,-0.00279158,0.00279158,0.00279158,1.05803,1.05803,1.05803,1.05803,0.00104386,0.000834703,0.316358,-0.316358,-0.316358,0.00279158,0.00279158,0.00279158,0.00279158,-0.0313843,0,0,0,0,0,0,0,0,0
11,100,2.88,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,2.96,0.0314159,-0.228176,0.00265531,-0.00265531,-0.00265531,1.12934,1.12934,1.12934,1.12934,0.00111423,-0.000727163,0.309274,-0.309274,-0.309274,-0.00265531,-0.00265531,-0.00265531,-0.00265531,0.0313837,0,0,0,0,0,0,0,0,0
12,2,2.96,0.0628319,-0.228098,0.00530146,-0.00530146,-0.00530146,1.12963,1.12963,1.12963,1.12963,0.00445331,-0.00145182,0.309351,-0.309351,-0.309351,-0.00530146,-0.00530146,-0.00530146,-0.00530146,0.0626786,0,0,0,0,0,0,0,0,0
12,3,2.96,0.0942478,-0.227969,0.00792933,-0.00792933,-0.00792933,1.1301,1.1301,1.1301,1.1301,0.0100065,-0.00217147,0.30948,-0.30948,-0.30948,-0.00792933,-0.00792933,-0.00792933,-0.00792933,0.0937958,0,0,0,0,0,0,0,0,0
12,4,2.96,0.125664,-0.227789,0.0105298,-0.0105298,-0.0105298,1.13075,1.13075,1.13075,1.13075,0.0177557,-0.00288362,0.30966,-0.30966,-0.30966,-0.0105298,-0.0105298,-0.0105298,-0.0105298,0.124646,0,0,0,0,0,0,0,0,0
12,5,2.96,0.15708,-0.227558,0.0130939,-0.0130939,-0.0130939,1.13159,1.13159,1.13159,1.13159,0.0276759,-0.00358578,0.30989,-0.30989,-0.30989,-0.0130939,-0.0130939,-0.0130939,-0.0130939,0.15514,0,0,0,0,0,0,0,0,0
12,6,2.96,0.188496,-0.227276,0.0156125,-0.0156125,-0.0156125,1.13262,1.13262,1.13262,1.13262,0.0397346,-0.00427552,0.31017,-0.31017,-0.31017,-0.0156125,-0.0156125,-0.0156125,-0.0156125,0.185188,0,0,0,0,0,0,0,0,0
12,7,2.96,0.219911,-0.226946,0.0180768,-0.0180768,-0.0180768,1.13382,1.13382,1.13382,1.13382,0.0538925,-0.00495038,0.310499,-0.310499,-0.310499,-0.0180768,-0.0180768,-0.0180768,-0.0180768,0.214701,0,0,0,0,0,0,0,0,0
12,8,2.96,0.251327,-0.226568,0.0204781,-0.0204781,-0.0204781,1.13519,1.13519,1.13519,1.13519,0.0701029,-0.00560797,0.310875,-0.310875,-0.310875,-0.0204781,-0.0204781,-0.0204781,-0.0204781,0.243586,0,0,0,0,0,0,0,0,0
12,9,2.96,0.282743,-0.226142,0.0228076,-0.0228076,-0.0228076,1.13674,1.13674,1.13674,1.13674,0.0883121,-0.00624591,0.311299,-0.311299,-0.311299,-0.0228076,-0.0228076,-0.0228076,-0.0228076,0.271755,0,0,0,0,0,0,0,0,0
12,10,2.96,0.314159,-0.225672,0.0250569,-0.0250569,-0.0250569,1.13845,1.13845,1.13845,1.13845,0.108459,-0.00686189,0.311768,-0.311768,-0.311768,-0.0250569,-0.0250569,-0.0250569,-0.0250569,0.299114,0,0,0,0,0,0,0,0,0
12,11,2.96,0.345575,-0.225156,0.0272177,-0.0272177,-0.0272177,1.14032,1.14032,1.14032,1.14032,0.130477,-0.00745363,0.31228,-0.31228,-0.31228,-0.0272177,-0.0272177,-0.0272177,-0.0272177,0.325573,0,0,0,0,0,0,0,0,0
12,12,2.96,0.376991,-0.224598,0.0292818,-0.0292818,-0.0292818,1.14235,1.14235,1.14235,1.14235,0.154289,-0.00801889,0.312836,-0.312836,-0.312836,-0.0292818,-0.0292818,-0.0292818,-0.0292818,0.351039,0,0,0,0,0,0,0,0,0
12,13,2.96,0.408407,-0.224,0.0312413,-0.0312413,-0.0312413,1.14453,1.14453,1.14453,1.14453,0.179816,-0.00855552,0.313432,-0.313432,-0.313432,-0.0312413,-0.0312413,-0.0312413,-0.0312413,0.37542,0,0,0,0,0,0,0,0,0
12,14,2.96,0.439823,-0.223362,0.0330887,-0.0330887,-0.0330887,1.14685,1.14685,1.14685,1.14685,0.206969,-0.00906141,0.314066,-0.314066,-0.314066,-0.0330887,-0.0330887,-0.0330887,-0.0330887,0.398624,0,0,0,0,0,0,0,0,0
12,15,2.96,0.471239,-0.222688,0.0348164,-0.0348164,-0.0348164,1.1493,1.1493,1.1493,1.1493,0.235652,-0.00953457,0.314738,-0.314738,-0.314738,-0.0348164,-0.0348164,-0.0348164,-0.0348164,0.42056,0,0,0,0,0,0,0,0,0
12,16,2.96,0.502655,-0.221979,0.0364175,-0.0364175,-0.0364175,1.15187,1.15187,1.15187,1.15187,0.265764,-0.00997303,0.315444,-0.315444,-0.315444,-0.0364175,-0.0364175,-0.0364175,-0.0364175,0.441136,0,0,0,0,0,0,0,0,0
12,17,2.96,0.534071,-0.221238,0.0378853,-0.0378853,-0.0378853,1.15457,1.15457,1.15457,1.15457,0.297199,-0.010375,0.316182,-0.316182,-0.316182,-0.0378853,-0.0378853,-0.0378853,-0.0378853,0.460262,0,0,0,0,0,0,0,0,0
12,18,2.96,0.565487,-0.220467,0.0392132,-0.0392132,-0.0392132,1.15737,1.15737,1.15737,1.15737,0.329842,-0.0107386,0.316949,-0.316949,-0.316949,-0.0392132,-0.0392132,-0.0392132,-0.0392132,0.477849,0,0,0,0,0,0,0,0,0
12,19,2.96,0.596903,-0.219669,0.0403955,-0.0403955,-0.0403955,1.16027,1.16027,1.16027,1.16027,0.363575,-0.0110624,0.317743,-0.317743,-0.317743,-0.0403955,-0.0403955,-0.0403955,-0.0403955,0.49381,0,0,0,0,0,0,0,0,0
12,20,2.96,0.628319,-0.218847,0.0414265,-0.0414265,-0.0414265,1.16326,1.16326,1.16326,1.16326,0.398273,-0.0113447,0.318562,-0.318562,-0.318562,-0.0414265,-0.0414265,-0.0414265,-0.0414265,0.508059,0,0,0,0,0,0,0,0,0
12,21,2.96,0.659734,-0.218003,0.0423011,-0.0423011,-0.0423011,1.16633,1.16633,1.16633,1.16633,0.433806,-0.0115843,0.319402,-0.319402,-0.319402,-0.0423011,-0.0423011,-0.0423011,-0.0423011,0.520515,0,0,0,0,0,0,0,0,0
12,22,2.96,0.69115,-0.217141,0.0430149,-0.0430149,-0.0430149,1.16946,1.16946,1.16946,1.16946,0.470039,-0.0117797,0.32026,-0.32026,-0.32026,-0.0430149,-0.0430149,-0.0430149,-0.0430149,0.531099,0,0,0,0,0,0,0,0,0
12,23,2.96,0.722566,-0.216264,0.0435637,-0.0435637,-0.0435637,1.17265,1.17265,1.17265,1.17265,0.506836,-0.01193,0.321133,-0.321133,-0.321133,-0.0435637,-0.0435637,-0.0435637,-0.0435637,0.539736,0,0,0,0,0,0,0,0,0
12,24,2.96,0.753982,-0.215375,0.043944,-0.043944,-0.043944,1.17588,1.17588,1.17588,1.17588,0.544053,-0.0120342,0.322018,-0.322018,-0.322018,-0.043944,-0.043944,-0.043944,-0.043944,0.546356,0,0,0,0,0,0,0,0,0
12,25,2.96,0.785398,-0.214478,0.0441531,-0.0441531,-0.0441531,1.17914,1.17914,1.17914,1.17914,0.581545,-0.0120914,0.322911,-0.322911,-0.322911,-0.0441531,-0.0441531,-0.0441531,-0.0441531,0.550895,0,0,0,0,0,0,0,0,0
12,26,2.96,0.816814,-0.213575,0.0441885,-0.0441885,-0.0441885,1.18242,1.18242,1.18242,1.18242,0.619164,-0.0121011,0.32381,-0.32381,-0.32381,-0.0441885,-0.0441885,-0.0441885,-0.0441885,0.553296,0,0,0,0,0,0,0,0,0
12,27,2.96,0.84823,-0.212672,0.0440488,-0.0440488,-0.0440488,1.18571,1.18571,1.18571,1.18571,0.65676,-0.0120629,0.32471,-0.32471,-0.32471,-0.0440488,-0.0440488,-0.0440488,-0.0440488,0.553507,0,0,0,0,0,0,0,0,0
12,28,2.96,0.879646,-0.21177,0.0437331,-0.0437331,-0.0437331,1.18899,1.18899,1.18899,1.18899,0.694182,-0.0119764,0.325607,-0.325607,-0.325607,-0.0437331,-0.0437331,-0.0437331,-0.0437331,0.551486,0,0,0,0,0,0,0,0,0
12,29,2.96,0.911062,-0.210874,0.043241,-0.043241,-0.043241,1.19224,1.19224,1.19224,1.19224,0.731277,-0.0118417,0.326499,-0.326499,-0.326499,-0.043241,-0.043241,-0.043241,-0.043241,0.547199,0,0,0,0,0,0,0,0,0
12,30,2.96,0.942478,-0.209988,0.0425733,-0.0425733,-0.0425733,1.19547,1.19547,1.19547,1.19547,0.767894,-0.0116588,0.327381,-0.327381,-0.327381,-0.0425733,-0.0425733,-0.0425733,-0.0425733,0.540623,0,0,0,0,0,0,0,0,0
12,31,2.96,0.973894,-0.209115,0.0417312,-0.0417312,-0.0417312,1.19864,1.19864,1.19864,1.19864,0.803879,-0.0114282,0.32825,-0.32825,-0.32825,-0.0417312,-0.0417312,-0.0417312,-0.0417312,0.531743,0,0,0,0,0,0,0,0,0
12,32,2.96,1.00531,-0.208259,0.0407169,-0.0407169,-0.0407169,1.20175,1.20175,1.20175,1.20175,0.839084,-0.0111504,0.329102,-0.329102,-0.329102,-0.0407169,-0.0407169,-0.0407169,-0.0407169,0.520557,0,0,0,0,0,0,0,0,0
12,33,2.96,1.03673,-0.207424,0.0395331,-0.0395331,-0.0395331,1.20479,1.20479,1.20479,1.20479,0.87336,-0.0108262,0.329934,-0.329934,-0.329934,-0.0395331,-0.0395331,-0.0395331,-0.0395331,0.507075,0,0,0,0,0,0,0,0,0
12,34,2.96,1.06814,-0.206613,0.0381836,-0.0381836,-0.0381836,1.20774,1.20774,1.20774,1.20774,0.906562,-0.0104567,0.330741,-0.330741,-0.330741,-0.0381836,-0.0381836,-0.0381836,-0.0381836,0.491319,0,0,0,0,0,0,0,0,0
12,35,2.96,1.09956,-0.20583,0.036673,-0.036673,-0.036673,1.21058,1.21058,1.21058,1.21058,0.938547,-0.010043,0.331521,-0.331521,-0.331521,-0.036673,-0.036673,-0.036673,-0.036673,0.473324,0,0,0,0,0,0,0,0,0
12,36,2.96,1.13097,-0.205078,0.0350064,-0.0350064,-0.0350064,1.21331,1.21331,1.21331,1.21331,0.96918,-0.00958659,0.332269,-0.332269,-0.332269,-0.0350064,-0.0350064,-0.0350064,-0.0350064,0.45314,0,0,0,0,0,0,0,0,0
12,37,2.96,1.16239,-0.204362,0.03319,-0.03319,-0.03319,1.21592,1.21592,1.21592,1.21592,0.998328,-0.00908917,0.332982,-0.332982,-0.332982,-0.03319,-0.03319,-0.03319,-0.03319,0.430829,0,0,0,0,0,0,0,0,0
12,38,2.96,1.19381,-0.203683,0.0312307,-0.0312307,-0.0312307,1.21838,1.21838,1.21838,1.21838,1.02586,-0.00855261,0.333658,-0.333658,-0.333658,-0.0312307,-0.0312307,-0.0312307,-0.0312307,0.406468,0,0,0,0,0,0,0,0,0
12,39,2.96,1.22522,-0.203047,0.0291361,-0.0291361,-0.0291361,1.2207,1.2207,1.2207,1.2207,1.05167,-0.007979,0.334292,-0.334292,-0.334292,-0.0291361,-0.0291361,-0.0291361,-0.0291361,0.380147,0,0,0,0,0,0,0,0,0
12,40,2.96,1.25664,-0.202454,0.0269146,-0.0269146,-0.0269146,1.22285,1.22285,1.22285,1.22285,1.07563,-0.00737062,0.334881,-0.334881,-0.334881,-0.0269146,-0.0269146,-0.0269146,-0.0269146,0.351972,0,0,0,0,0,0,0,0,0
12,41,2.96,1.28805,-0.201909,0.0245752,-0.0245752,-0.0245752,1.22483,1.22483,1.22483,1.22483,1.09764,-0.00672997,0.335424,-0.335424,-0.335424,-0.0245752,-0.0245752,-0.0245752,-0.0245752,0.32206,0,0,0,0,0,0,0,0,0
12,42,2.96,1.31947,-0.201414,0.0221276,-0.0221276,-0.0221276,1.22664,1.22664,1.22664,1.22664,1.1176,-0.00605971,0.335917,-0.335917,-0.335917,-0.0221276,-0.0221276,-0.0221276,-0.0221276,0.290544,0,0,0,0,0,0,0,0,0
12,43,2.96,1.35088,-0.200971,0.0195823,-0.0195823,-0.0195823,1.22825,1.22825,1.22825,1.22825,1.13543,-0.00536267,0.336358,-0.336358,-0.336358,-0.0195823,-0.0195823,-0.0195823,-0.0195823,0.257565,0,0,0,0,0,0,0,0,0
12,44,2.96,1.3823,-0.200583,0.0169501,-0.0169501,-0.0169501,1.22966,1.22966,1.22966,1.22966,1.15105,-0.00464184,0.336745,-0.336745,-0.336745,-0.0169501,-0.0169501,-0.0169501,-0.0169501,0.223281,0,0,0,0,0,0,0,0,0
12,45,2.96,1.41372,-0.200251,0.0142425,-0.0142425,-0.0142425,1.23086,1.23086,1.23086,1.23086,1.16438,-0.00390035,0.337075,-0.337075,-0.337075,-0.0142425,-0.0142425,-0.0142425,-0.0142425,0.187856,0,0,0,0,0,0,0,0,0
12,46,2.96,1.44513,-0.199977,0.0114713,-0.0114713,-0.0114713,1.23186,1.23186,1.23186,1.23186,1.17537,-0.00314145,0.337348,-0.337348,-0.337348,-0.0114713,-0.0114713,-0.0114713,-0.0114713,0.151465,0,0,0,0,0,0,0,0,0
12,47,2.96,1.47655,-0.199762,0.00864882,-0.00864882,-0.00864882,1.23264,1.23264,1.23264,1.23264,1.18397,-0.0023685,0.337561,-0.337561,-0.337561,-0.00864882,-0.00864882,-0.00864882,-0.00864882,0.114292,0,0,0,0,0,0,0,0,0
12,48,2.96,1.50796,-0.199608,0.00578754,-0.00578754,-0.00578754,1.2332,1.2332,1.2332,1.2332,1.19014,-0.00158493,0.337715,-0.337715,-0.337715,-0.00578754,-0.00578754,-0.00578754,-0.00578754,0.0765267,0,0,0,0,0,0,0,0,0
12,49,2.96,1.53938,-0.199515,0.00290028,-0.00290028,-0.00290028,1.23354,1.23354,1.23354,1.23354,1.19385,-0.00079425,0.337807,-0.337807,-0.337807,-0.00290028,-0.00290028,-0.00290028,-0.00290028,0.0383633,0,0,0,0,0,0,0,0,0
12,50,2.96,1.5708,-0.199485,0,0,0,1.23365,1.23365,1.23365,1.23365,1.19509,0,0.337838,-0.337838,-0.337838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,51,2.96,1.60221,-0.199515,-0.00290028,0.00290028,0.00290028,1.23354,1.23354,1.23354,1.23354,1.19385,0.00079425,0.337807,-0.337807,-0.337807,0.00290028,0.00290028,0.00290028,0.00290028,-0.0383633,0,0,0,0,0,0,0,0,0
12,52,2.96,1.63363,-0.199608,-0.00578754,0.00578754,0.00578754,1.2332,1.2332,1.2332,1.2332,1.19014,0.00158493,0.337715,-0.337715,-0.337715,0.00578754,0.00578754,0.00578754,0.00578754,-0.0765267,0,0,0,0,0,0,0,0,0
12,53,2.96,1.66504,-0.199762,-0.00864882,0.00864882,0.00864882,1.23264,1.23264,1.23264,1.23264,1.18397,0.0023685,0.337561,-0.337561,-0.337561,0.00864882,0.00864882,0.00864882,0.00864882,-0.114292,0,0,0,0,0,0,0,0,0
12,54,2.96,1.69646,-0.199977,-0.0114713,0.0114713,0.0114713,1.23186,1.23186,1.23186,1.23186,1.17537,0.00314145,0.337348,-0.337348,-0.337348,0.0114713,0.0114713,0.0114713,0.0114713,-0.151465,0,0,0,0,0,0,0,0,0
12,55,2.96,1.72788,-0.200251,-0.0142425,0.0142425,0.0142425,1.23086,1.23086,1.23086,1.23086,1.16438,0.00390035,0.337075,-0.337075,-0.337075,0.0142425,0.0142425,0.0142425,0.0142425,-0.187856,0,0,0,0,0,0,0,0,0
12,56,2.96,1.75929,-0.200583,-0.0169501,0.0169501,0.0169501,1.22966,1.22966,1.22966,1.22966,1.15105,0.00464184,0.336745,-0.336745,-0.336745,0.0169501,0.0169501,0.0169501,0.0169501,-0.223281,0,0,0,0,0,0,0,0,0
12,57,2.96,1.79071,-0.200971,-0.0195823,0.0195823,0.0195823,1.22825,1.22825,1.22825,1.22825,1.13543,0.00536267,0.336358,-0.336358,-0.336358,0.0195823,0.0195823,0.0195823,0.0195823,-0.257565,0,0,0,0,0,0,0,0,0
12,58,2.96,1.82212,-0.201414,-0.0221276,0.0221276,0.0221276,1.22664,1.22664,1.22664,1.22664,1.1176,0.00605971,0.335917,-0.335917,-0.335917,0.0221276,0.0221276,0.0221276,0.0221276,-0.290544,0,0,0,0,0,0,0,0,0
12,59,2.96,1.85354,-0.201909,-0.0245752,0.0245752,0.0245752,1.22483,1.22483,1.22483,1.22483,1.09764,0.00672997,0.335424,-0.335424,-0.335424,0.0245752,0.0245752,0.0245752,0.0245752,-0.32206,0,0,0,0,0,0,0,0,0
12,60,2.96,1.88496,-0.202454,-0.0269146,0.0269146,0.0269146,1.22285,1.22285,1.22285,1.22285,1.07563,0.00737062,0.334881,-0.334881,-0.334881,0.0269146,0.0269146,0.0269146,0.0269146,-0.351972,0,0,0,0,0,0,0,0,0
12,61,2.96,1.91637,-0.203047,-0.0291361,0.0291361,0.0291361,1.2207,1.2207,1.2207,1.2207,1.05167,0.007979,0.334292,-0.334292,-0.334292,0.0291361,0.0291361,0.0291361,0.0291361,-0.380147,0,0,0,0,0,0,0,0,0
12,62,2.96,1.94779,-0.203683,-0.0312307,0.0312307,0.0312307,1.21838,1.21838,1.21838,1.21838,1.02586,0.00855261,0.333658,-0.333658,-0.333658,0.0312307,0.0312307,0.0312307,0.0312307,-0.406468,0,0,0,0,0,0,0,0,0
12,63,2.96,1.9792,-0.204362,-0.03319,0.03319,0.03319,1.21592,1.21592,1.21592,1.21592,0.998328,0.00908917,0.332982,-0.332982,-0.332982,0.03319,0.03319,0.03319,0.03319,-0.430829,0,0,0,0,0,0,0,0,0
12,64,2.96,2.01062,-0.205078,-0.0350064,0.0350064,0.0350064,1.21331,1.21331,1.21331,1.21331,0.96918,0.00958659,0.332269,-0.332269,-0.332269,0.0350064,0.0350064,0.0350064,0.0350064,-0.45314,0,0,0,0,0,0,0,0,0
12,65,2.96,2.04204,-0.20583,-0.036673,0.036673,0.036673,1.21058,1.21058,1.21058,1.21058,0.938547,0.010043,0.331521,-0.331521,-0.331521,0.036673,0.036673,0.036673,0.036673,-0.473324,0,0,0,0,0,0,0,0,0
12,66,2.96,2.07345,-0.206613,-0.0381836,0.0381836,0.0381836,1.20774,1.20774,1.20774,1.20774,0.906562,0.0104567,0.330741,-0.330741,-0.330741,0.0381836,0.0381836,0.0381836,0.0381836,-0.491319,0,0,0,0,0,0,0,0,0
12,67,2.96,2.10487,-0.207424,-0.0395331,0.0395331,0.0395331,1.20479,1.20479,1.20479,1.20479,0.87336,0.0108262,0.329934,-0.329934,-0.329934,0.0395331,0.0395331,0.0395331,0.0395331,-0.507075,0,0,0,0,0,0,0,0,0
12,68,2.96,2.13628,-0.208259,-0.0407169,0.0407169,0.0407169,1.20175,1.20175,1.20175,1.20175,0.839084,0.0111504,0.329102,-0.329102,-0.329102,0.0407169,0.0407169,0.0407169,0.0407169,-0.520557,0,0,0,0,0,0,0,0,0
12,69,2.96,2.1677,-0.209115,-0.0417312,0.0417312,0.0417312,1.19864,1.19864,1.19864,1.19864,0.803879,0.0114282,0.32825,-0.32825,-0.32825,0.0417312,0.0417312,0.0417312,0.0417312,-0.531743,0,0,0,0,0,0,0,0,0
12,70,2.96,2.19911,-0.209988,-0.0425733,0.0425733,0.0425733,1.19547,1.19547,1.19547,1.19547,0.767894,0.0116588,0.327381,-0.327381,-0.327381,0.0425733,0.0425733,0.0425733,0.0425733,-0.540623,0,0,0,0,0,0,0,0,0
12,71,2.96,2.23053,-0.210874,-0.043241,0.043241,0.043241,1.19224,1.19224,1.19224,1.19224,0.731277,0.0118417,0.326499,-0.326499,-0.326499,0.043241,0.043241,0.043241,0.043241,-0.547199,0,0,0,0,0,0,0,0,0
12,72,2.96,2.26195,-0.21177,-0.0437331,0.0437331,0.0437331,1.18899,1.18899,1.18899,1.18899,0.694182,0.0119764,0.325607,-0.325607,-0.325607,0.0437331,0.0437331,0.0437331,0.0437331,-0.551486,0,0,0,0,0,0,0,0,0
12,73,2.96,2.29336,-0.212672,-0.0440488,0.0440488,0.0440488,1.18571,1.18571,1.18571,1.18571,0.65676,0.0120629,0.32471,-0.32471,-0.32471,0.0440488,0.0440488,0.0440488,0.0440488,-0.553507,0,0,0,0,0,0,0,0,0
12,74,2.96,2.32478,-0.213575,-0.0441885,0.0441885,0.0441885,1.18242,1.18242,1.18242,1.18242,0.619164,0.0121011,0.32381,-0.32381,-0.32381,0.0441885,0.0441885,0.0441885,0.0441885,-0.553296,0,0,0,0,0,0,0,0,0
12,75,2.96,2.35619,-0.214478,-0.0441531,0.0441531,0.0441531,1.17914,1.17914,1.17914,1.17914,0.581545,0.0120914,0.322911,-0.322911,-0.322911,0.0441531,0.0441531,0.0441531,0.0441531,-0.550895,0,0,0,0,0,0,0,0,0
12,76,2.96,2.38761,-0.215375,-0.043944,0.043944,0.043944,1.17588,1.17588,1.17588,1.17588,0.544053,0.0120342,0.322018,-0.322018,-0.322018,0.043944,0.043944,0.043944,0.043944,-0.546356,0,0,0,0,0,0,0,0,0
