i,j,r,theta,Gamma3_0_0_0,Gamma3_0_0_1,Gamma3_0_0_2,Gamma3_0_1_0,Gamma3_0_1_1,Gamma3_0_1_2,Gamma3_0_2_0,Gamma3_0_2_1,Gamma3_0_2_2,Gamma3_1_0_0,Gamma3_1_0_1,Gamma3_1_0_2,Gamma3_1_1_0,Gamma3_1_1_1,Gamma3_1_1_2,Gamma3_1_2_0,Gamma3_1_2_1,Gamma3_1_2_2,Gamma3_2_0_0,Gamma3_2_0_1,Gamma3_2_0_2,Gamma3_2_1_0,Gamma3_2_1_1,Gamma3_2_1_2,Gamma3_2_2_0,Gamma3_2_2_1,Gamma3_2_2_2
46,42,5.68,1.31947,-0.0397764,0.00603426,-0.00603426,-0.00603426,3.81668,3.81668,3.81668,3.81668,3.56585,-0.000277918,0.175783,-0.175783,-0.175783,-0.00603426,-0.00603426,-0.00603426,-0.00603426,0.250403,0,0,0,0,0,0,0,0,0
46,43,5.68,1.35088,-0.0397135,0.00533505,-0.00533505,-0.00533505,3.81804,3.81804,3.81804,3.81804,3.6211,-0.000245714,0.175846,-0.175846,-0.175846,-0.00533505,-0.00533505,-0.00533505,-0.00533505,0.221444,0,0,0,0,0,0,0,0,0
46,44,5.68,1.3823,-0.0396584,0.00461408,-0.00461408,-0.00461408,3.81924,3.81924,3.81924,3.81924,3.66946,-0.000212509,0.175901,-0.175901,-0.175901,-0.00461408,-0.00461408,-0.00461408,-0.00461408,0.191561,0,0,0,0,0,0,0,0,0
46,45,5.68,1.41372,-0.0396114,0.00387425,-0.00387425,-0.00387425,3.82026,3.82026,3.82026,3.82026,3.71073,-0.000178435,0.175948,-0.175948,-0.175948,-0.00387425,-0.00387425,-0.00387425,-0.00387425,0.160876,0,0,0,0,0,0,0,0,0
46,46,5.68,1.44513,-0.0395727,0.0031186,-0.0031186,-0.0031186,3.8211,3.8211,3.8211,3.8211,3.74473,-0.000143632,0.175987,-0.175987,-0.175987,-0.0031186,-0.0031186,-0.0031186,-0.0031186,0.129518,0,0,0,0,0,0,0,0,0
46,47,5.68,1.47655,-0.0395424,0.00235019,-0.00235019,-0.00235019,3.82176,3.82176,3.82176,3.82176,3.77132,-0.000108242,0.176017,-0.176017,-0.176017,-0.00235019,-0.00235019,-0.00235019,-0.00235019,0.0976172,0,0,0,0,0,0,0,0,0
46,48,5.68,1.50796,-0.0395207,0.00157216,-0.00157216,-0.00157216,3.82223,3.82223,3.82223,3.82223,3.7904,-7.24082e-05,0.176039,-0.176039,-0.176039,-0.00157216,-0.00157216,-0.00157216,-0.00157216,0.0653067,0,0,0,0,0,0,0,0,0
46,49,5.68,1.53938,-0.0395076,0.000787691,-0.000787691,-0.000787691,3.82251,3.82251,3.82251,3.82251,3.80187,-3.62784e-05,0.176052,-0.176052,-0.176052,-0.000787691,-0.000787691,-0.000787691,-0.000787691,0.032722,0,0,0,0,0,0,0,0,0
46,50,5.68,1.5708,-0.0395033,0,0,0,3.82261,3.82261,3.82261,3.82261,3.80571,0,0.176056,-0.176056,-0.176056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,51,5.68,1.60221,-0.0395076,-0.000787691,0.000787691,0.000787691,3.82251,3.82251,3.82251,3.82251,3.80187,3.62784e-05,0.176052,-0.176052,-0.176052,0.000787691,0.000787691,0.000787691,0.000787691,-0.032722,0,0,0,0,0,0,0,0,0
46,52,5.68,1.63363,-0.0395207,-0.00157216,0.00157216,0.00157216,3.82223,3.82223,3.82223,3.82223,3.7904,7.24082e-05,0.176039,-0.176039,-0.176039,0.00157216,0.00157216,0.00157216,0.00157216,-0.0653067,0,0,0,0,0,0,0,0,0
46,53,5.68,1.66504,-0.0395424,-0.00235019,0.00235019,0.00235019,3.82176,3.82176,3.82176,3.82176,3.77132,0.000108242,0.176017,-0.176017,-0.176017,0.00235019,0.00235019,0.00235019,0.00235019,-0.0976172,0,0,0,0,0,0,0,0,0
46,54,5.68,1.69646,-0.0395727,-0.0031186,0.0031186,0.0031186,3.8211,3.8211,3.8211,3.8211,3.74473,0.000143632,0.175987,-0.175987,-0.175987,0.0031186,0.0031186,0.0031186,0.0031186,-0.129518,0,0,0,0,0,0,0,0,0
46,55,5.68,1.72788,-0.0396114,-0.00387425,0.00387425,0.00387425,3.82026,3.82026,3.82026,3.82026,3.71073,0.000178435,0.175948,-0.175948,-0.175948,0.00387425,0.00387425,0.00387425,0.00387425,-0.160876,0,0,0,0,0,0,0,0,0
46,56,5.68,1.75929,-0.0396584,-0.00461408,0.00461408,0.00461408,3.81924,3.81924,3.81924,3.81924,3.66946,0.000212509,0.175901,-0.175901,-0.175901,0.00461408,0.00461408,0.00461408,0.00461408,-0.191561,0,0,0,0,0,0,0,0,0
46,57,5.68,1.79071,-0.0397135,-0.00533505,0.00533505,0.00533505,3.81804,3.81804,3.81804,3.81804,3.6211,0.000245714,0.175846,-0.175846,-0.175846,0.00533505,0.00533505,0.00533505,0.00533505,-0.221444,0,0,0,0,0,0,0,0,0
46,58,5.68,1.82212,-0.0397764,-0.00603426,0.00603426,0.00603426,3.81668,3.81668,3.81668,3.81668,3.56585,0.000277918,0.175783,-0.175783,-0.175783,0.00603426,0.00603426,0.00603426,0.00603426,-0.250403,0,0,0,0,0,0,0,0,0
46,59,5.68,1.85354,-0.0398469,-0.00670887,0.00670887,0.00670887,3.81515,3.81515,3.81515,3.81515,3.50393,0.000308988,0.175713,-0.175713,-0.175713,0.00670887,0.00670887,0.00670887,0.00670887,-0.278318,0,0,0,0,0,0,0,0,0
46,60,5.68,1.88496,-0.0399246,-0.00735616,0.00735616,0.00735616,3.81346,3.81346,3.81346,3.81346,3.43562,0.0003388,0.175635,-0.175635,-0.175635,0.00735616,0.00735616,0.00735616,0.00735616,-0.305076,0,0,0,0,0,0,0,0,0
46,61,5.68,1.91637,-0.0400093,-0.00797355,0.00797355,0.00797355,3.81163,3.81163,3.81163,3.81163,3.36117,0.000367235,0.175551,-0.175551,-0.175551,0.00797355,0.00797355,0.00797355,0.00797355,-0.330568,0,0,0,0,0,0,0,0,0
46,62,5.68,1.94779,-0.0401006,-0.00855856,0.00855856,0.00855856,3.80964,3.80964,3.80964,3.80964,3.28092,0.000394179,0.175459,-0.175459,-0.175459,0.00855856,0.00855856,0.00855856,0.00855856,-0.354692,0,0,0,0,0,0,0,0,0
46,63,5.68,1.9792,-0.0401981,-0.00910888,0.00910888,0.00910888,3.80753,3.80753,3.80753,3.80753,3.19518,0.000419524,0.175362,-0.175362,-0.175362,0.00910888,0.00910888,0.00910888,0.00910888,-0.377351,0,0,0,0,0,0,0,0,0
46,64,5.68,2.01062,-0.0403015,-0.00962233,0.00962233,0.00962233,3.80529,3.80529,3.80529,3.80529,3.10431,0.000443172,0.175259,-0.175259,-0.175259,0.00962233,0.00962233,0.00962233,0.00962233,-0.398456,0,0,0,0,0,0,0,0,0
46,65,5.68,2.04204,-0.0404102,-0.0100969,0.0100969,0.0100969,3.80293,3.80293,3.80293,3.80293,3.00868,0.00046503,0.17515,-0.17515,-0.17515,0.0100969,0.0100969,0.0100969,0.0100969,-0.417926,0,0,0,0,0,0,0,0,0
46,66,5.68,2.07345,-0.0405238,-0.0105308,0.0105308,0.0105308,3.80046,3.80046,3.80046,3.80046,2.90869,0.000485012,0.175036,-0.175036,-0.175036,0.0105308,0.0105308,0.0105308,0.0105308,-0.435685,0,0,0,0,0,0,0,0,0
46,67,5.68,2.10487,-0.040642,-0.0109223,0.0109223,0.0109223,3.7979,3.7979,3.7979,3.7979,2.80474,0.000503042,0.174918,-0.174918,-0.174918,0.0109223,0.0109223,0.0109223,0.0109223,-0.451668,0,0,0,0,0,0,0,0,0
46,68,5.68,2.13628,-0.0407641,-0.0112699,0.0112699,0.0112699,3.79525,3.79525,3.79525,3.79525,2.69725,0.000519052,0.174796,-0.174796,-0.174796,0.0112699,0.0112699,0.0112699,0.0112699,-0.465814,0,0,0,0,0,0,0,0,0
46,69,5.68,2.1677,-0.0408897,-0.0115723,0.0115723,0.0115723,3.79252,3.79252,3.79252,3.79252,2.58666,0.000532981,0.174671,-0.174671,-0.174671,0.0115723,0.0115723,0.0115723,0.0115723,-0.478074,0,0,0,0,0,0,0,0,0
46,70,5.68,2.19911,-0.0410182,-0.0118285,0.0118285,0.0118285,3.78973,3.78973,3.78973,3.78973,2.47342,0.000544779,0.174542,-0.174542,-0.174542,0.0118285,0.0118285,0.0118285,0.0118285,-0.488404,0,0,0,0,0,0,0,0,0
46,71,5.68,2.23053,-0.0411493,-0.0120374,0.0120374,0.0120374,3.78689,3.78689,3.78689,3.78689,2.35798,0.000554402,0.174411,-0.174411,-0.174411,0.0120374,0.0120374,0.0120374,0.0120374,-0.49677,0,0,0,0,0,0,0,0,0
46,72,5.68,2.26195,-0.0412822,-0.0121984,0.0121984,0.0121984,3.784,3.784,3.784,3.784,2.24081,0.000561818,0.174279,-0.174279,-0.174279,0.0121984,0.0121984,0.0121984,0.0121984,-0.503147,0,0,0,0,0,0,0,0,0
46,73,5.68,2.29336,-0.0414166,-0.012311,0.012311,0.012311,3.78109,3.78109,3.78109,3.78109,2.12237,0.000567001,0.174144,-0.174144,-0.174144,0.012311,0.012311,0.012311,0.012311,-0.507516,0,0,0,0,0,0,0,0,0
46,74,5.68,2.32478,-0.0415518,-0.0123747,0.0123747,0.0123747,3.77816,3.77816,3.77816,3.77816,2.00314,0.000569937,0.174009,-0.174009,-0.174009,0.0123747,0.0123747,0.0123747,0.0123747,-0.509868,0,0,0,0,0,0,0,0,0
46,75,5.68,2.35619,-0.0416874,-0.0123895,0.0123895,0.0123895,3.77521,3.77521,3.77521,3.77521,1.88359,0.00057062,0.173874,-0.173874,-0.173874,0.0123895,0.0123895,0.0123895,0.0123895,-0.510201,0,0,0,0,0,0,0,0,0
46,76,5.68,2.38761,-0.0418227,-0.0123555,0.0123555,0.0123555,3.77228,3.77228,3.77228,3.77228,1.76419,0.000569051,0.173738,-0.173738,-0.173738,0.0123555,0.0123555,0.0123555,0.0123555,-0.508523,0,0,0,0,0,0,0,0,0
46,77,5.68,2.41903,-0.0419573,-0.0122728,0.0122728,0.0122728,3.76936,3.76936,3.76936,3.76936,1.64541,0.000565242,0.173604,-0.173604,-0.173604,0.0122728,0.0122728,0.0122728,0.0122728,-0.504847,0,0,0,0,0,0,0,0,0
46,78,5.68,2.45044,-0.0420906,-0.0121419,0.0121419,0.0121419,3.76646,3.76646,3.76646,3.76646,1.52772,0.000559213,0.173471,-0.173471,-0.173471,0.0121419,0.0121419,0.0121419,0.0121419,-0.499196,0,0,0,0,0,0,0,0,0
46,79,5.68,2.48186,-0.0422221,-0.0119634,0.0119634,0.0119634,3.76361,3.76361,3.76361,3.76361,1.41158,0.000550994,0.173339,-0.173339,-0.173339,0.0119634,0.0119634,0.0119634,0.0119634,-0.4916,0,0,0,0,0,0,0,0,0
46,80,5.68,2.51327,-0.0423514,-0.0117382,0.0117382,0.0117382,3.76081,3.76081,3.76081,3.76081,1.29744,0.000540621,0.17321,-0.17321,-0.17321,0.0117382,0.0117382,0.0117382,0.0117382,-0.482095,0,0,0,0,0,0,0,0,0
46,81,5.68,2.54469,-0.0424778,-0.0114672,0.0114672,0.0114672,3.75806,3.75806,3.75806,3.75806,1.18574,0.000528138,0.173084,-0.173084,-0.173084,0.0114672,0.0114672,0.0114672,0.0114672,-0.470726,0,0,0,0,0,0,0,0,0
46,82,5.68,2.57611,-0.042601,-0.0111515,0.0111515,0.0111515,3.75539,3.75539,3.75539,3.75539,1.07691,0.000513601,0.172961,-0.172961,-0.172961,0.0111515,0.0111515,0.0111515,0.0111515,-0.457544,0,0,0,0,0,0,0,0,0
46,83,5.68,2.60752,-0.0427204,-0.0107926,0.0107926,0.0107926,3.7528,3.7528,3.7528,3.7528,0.971384,0.000497069,0.172841,-0.172841,-0.172841,0.0107926,0.0107926,0.0107926,0.0107926,-0.442605,0,0,0,0,0,0,0,0,0
46,84,5.68,2.63894,-0.0428355,-0.0103918,0.0103918,0.0103918,3.7503,3.7503,3.7503,3.7503,0.869552,0.000478611,0.172726,-0.172726,-0.172726,0.0103918,0.0103918,0.0103918,0.0103918,-0.425973,0,0,0,0,0,0,0,0,0
46,85,5.68,2.67035,-0.0429461,-0.00995082,0.00995082,0.00995082,3.7479,3.7479,3.7479,3.7479,0.771807,0.000458301,0.172616,-0.172616,-0.172616,0.00995082,0.00995082,0.00995082,0.00995082,-0.407717,0,0,0,0,0,0,0,0,0
46,86,5.68,2.70177,-0.0430515,-0.00947144,0.00947144,0.00947144,3.74561,3.74561,3.74561,3.74561,0.678523,0.000436223,0.17251,-0.17251,-0.17251,0.00947144,0.00947144,0.00947144,0.00947144,-0.387912,0,0,0,0,0,0,0,0,0
46,87,5.68,2.73319,-0.0431515,-0.00895557,0.00895557,0.00895557,3.74344,3.74344,3.74344,3.74344,0.590054,0.000412463,0.17241,-0.17241,-0.17241,0.00895557,0.00895557,0.00895557,0.00895557,-0.366637,0,0,0,0,0,0,0,0,0
46,88,5.68,2.7646,-0.0432457,-0.00840525,0.00840525,0.00840525,3.7414,3.7414,3.7414,3.7414,0.506734,0.000387118,0.172316,-0.172316,-0.172316,0.00840525,0.00840525,0.00840525,0.00840525,-0.343978,0,0,0,0,0,0,0,0,0
46,89,5.68,2.79602,-0.0433337,-0.00782265,0.00782265,0.00782265,3.73949,3.73949,3.73949,3.73949,0.428878,0.000360285,0.172228,-0.172228,-0.172228,0.00782265,0.00782265,0.00782265,0.00782265,-0.320023,0,0,0,0,0,0,0,0,0
46,90,5.68,2.82743,-0.0434151,-0.00721006,0.00721006,0.00721006,3.73773,3.73773,3.73773,3.73773,0.35678,0.000332071,0.172147,-0.172147,-0.172147,0.00721006,0.00721006,0.00721006,0.00721006,-0.294866,0,0,0,0,0,0,0,0,0
46,91,5.68,2.85885,-0.0434897,-0.00656987,0.00656987,0.00656987,3.73611,3.73611,3.73611,3.73611,0.29071,0.000302586,0.172072,-0.172072,-0.172072,0.00656987,0.00656987,0.00656987,0.00656987,-0.268605,0,0,0,0,0,0,0,0,0
46,92,5.68,2.89027,-0.0435573,-0.00590455,0.00590455,0.00590455,3.73464,3.73464,3.73464,3.73464,0.230916,0.000271944,0.172005,-0.172005,-0.172005,0.00590455,0.00590455,0.00590455,0.00590455,-0.241339,0,0,0,0,0,0,0,0,0
46,93,5.68,2.92168,-0.0436175,-0.00521668,0.00521668,0.00521668,3.73333,3.73333,3.73333,3.73333,0.177621,0.000240263,0.171945,-0.171945,-0.171945,0.00521668,0.00521668,0.00521668,0.00521668,-0.213172,0,0,0,0,0,0,0,0,0
46,94,5.68,2.9531,-0.0436701,-0.00450891,0.00450891,0.00450891,3.73219,3.73219,3.73219,3.73219,0.131025,0.000207665,0.171892,-0.171892,-0.171892,0.00450891,0.00450891,0.00450891,0.00450891,-0.184211,0,0,0,0,0,0,0,0,0
46,95,5.68,2.98451,-0.0437149,-0.00378396,0.00378396,0.00378396,3.73122,3.73122,3.73122,3.73122,0.0913003,0.000174276,0.171847,-0.171847,-0.171847,0.00378396,0.00378396,0.00378396,0.00378396,-0.154566,0,0,0,0,0,0,0,0,0
46,96,5.68,3.01593,-0.0437518,-0.00304459,0.00304459,0.00304459,3.73042,3.73042,3.73042,3.73042,0.0585952,0.000140224,0.171811,-0.171811,-0.171811,0.00304459,0.00304459,0.00304459,0.00304459,-0.124346,0,0,0,0,0,0,0,0,0
46,97,5.68,3.04734,-0.0437807,-0.00229363,0.00229363,0.00229363,3.72979,3.72979,3.72979,3.72979,0.0330312,0.000105637,0.171782,-0.171782,-0.171782,0.00229363,0.00229363,0.00229363,0.00229363,-0.0936648,0,0,0,0,0,0,0,0,0
46,98,5.68,3.07876,-0.0438014,-0.00153395,0.00153395,0.00153395,3.72934,3.72934,3.72934,3.72934,0.0147033,7.06487e-05,0.171761,-0.171761,-0.171761,0.00153395,0.00153395,0.00153395,0.00153395,-0.0626366,0,0,0,0,0,0,0,0,0
46,99,5.68,3.11018,-0.0438138,-0.000768437,0.000768437,0.000768437,3.72907,3.72907,3.72907,3.72907,0.00367922,3.53916e-05,0.171749,-0.171749,-0.171749,0.000768437,0.000768437,0.000768437,0.000768437,-0.0313764,0,0,0,0,0,0,0,0,0
46,100,5.68,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,5.76,0.0314159,-0.0423993,0.000747744,-0.000747744,-0.000747744,3.80775,3.80775,3.80775,3.80775,0.00375685,-3.3281e-05,0.169478,-0.169478,-0.169478,-0.000747744,-0.000747744,-0.000747744,-0.000747744,0.0313763,0,0,0,0,0,0,0,0,0
47,2,5.76,0.0628319,-0.0423873,0.00149264,-0.00149264,-0.00149264,3.80802,3.80802,3.80802,3.80802,0.0150135,-6.64353e-05,0.169489,-0.169489,-0.169489,-0.00149264,-0.00149264,-0.00149264,-0.00149264,0.0626363,0,0,0,0,0,0,0,0,0
47,3,5.76,0.0942478,-0.0423674,0.00223186,-0.00223186,-0.00223186,3.80847,3.80847,3.80847,3.80847,0.033728,-9.93368e-05,0.169509,-0.169509,-0.169509,-0.00223186,-0.00223186,-0.00223186,-0.00223186,0.0936637,0,0,0,0,0,0,0,0,0
47,4,5.76,0.125664,-0.0423397,0.00296258,-0.00296258,-0.00296258,3.80909,3.80909,3.80909,3.80909,0.0598311,-0.00013186,0.169537,-0.169537,-0.169537,-0.00296258,-0.00296258,-0.00296258,-0.00296258,0.124343,0,0,0,0,0,0,0,0,0
47,5,5.76,0.15708,-0.0423043,0.00368201,-0.00368201,-0.00368201,3.80989,3.80989,3.80989,3.80989,0.0932255,-0.000163881,0.169572,-0.169572,-0.169572,-0.00368201,-0.00368201,-0.00368201,-0.00368201,0.15456,0,0,0,0,0,0,0,0,0
47,6,5.76,0.188496,-0.0422612,0.0043874,-0.0043874,-0.0043874,3.81085,3.81085,3.81085,3.81085,0.133787,-0.000195277,0.169616,-0.169616,-0.169616,-0.0043874,-0.0043874,-0.0043874,-0.0043874,0.184203,0,0,0,0,0,0,0,0,0
47,7,5.76,0.219911,-0.0422107,0.00507605,-0.00507605,-0.00507605,3.81199,3.81199,3.81199,3.81199,0.181365,-0.000225928,0.169666,-0.169666,-0.169666,-0.00507605,-0.00507605,-0.00507605,-0.00507605,0.213158,0,0,0,0,0,0,0,0,0
47,8,5.76,0.251327,-0.0421529,0.00574532,-0.00574532,-0.00574532,3.81329,3.81329,3.81329,3.81329,0.235781,-0.000255716,0.169724,-0.169724,-0.169724,-0.00574532,-0.00574532,-0.00574532,-0.00574532,0.241319,0,0,0,0,0,0,0,0,0
47,9,5.76,0.282743,-0.0420881,0.00639263,-0.00639263,-0.00639263,3.81474,3.81474,3.81474,3.81474,0.296833,-0.000284527,0.169789,-0.169789,-0.169789,-0.00639263,-0.00639263,-0.00639263,-0.00639263,0.268577,0,0,0,0,0,0,0,0,0
47,10,5.76,0.314159,-0.0420164,0.00701547,-0.00701547,-0.00701547,3.81635,3.81635,3.81635,3.81635,0.364291,-0.000312248,0.16986,-0.16986,-0.16986,-0.00701547,-0.00701547,-0.00701547,-0.00701547,0.294829,0,0,0,0,0,0,0,0,0
47,11,5.76,0.345575,-0.0419382,0.00761143,-0.00761143,-0.00761143,3.81811,3.81811,3.81811,3.81811,0.437903,-0.000338774,0.169938,-0.169938,-0.169938,-0.00761143,-0.00761143,-0.00761143,-0.00761143,0.319974,0,0,0,0,0,0,0,0,0
47,12,5.76,0.376991,-0.0418538,0.00817819,-0.00817819,-0.00817819,3.82,3.82,3.82,3.82,0.517391,-0.000363999,0.170023,-0.170023,-0.170023,-0.00817819,-0.00817819,-0.00817819,-0.00817819,0.343916,0,0,0,0,0,0,0,0,0
47,13,5.76,0.408407,-0.0417634,0.00871351,-0.00871351,-0.00871351,3.82203,3.82203,3.82203,3.82203,0.602456,-0.000387826,0.170113,-0.170113,-0.170113,-0.00871351,-0.00871351,-0.00871351,-0.00871351,0.36656,0,0,0,0,0,0,0,0,0
47,14,5.76,0.439823,-0.0416674,0.0092153,-0.0092153,-0.0092153,3.82419,3.82419,3.82419,3.82419,0.692777,-0.000410159,0.170209,-0.170209,-0.170209,-0.0092153,-0.0092153,-0.0092153,-0.0092153,0.387818,0,0,0,0,0,0,0,0,0
47,15,5.76,0.471239,-0.0415662,0.00968155,-0.00968155,-0.00968155,3.82646,3.82646,3.82646,3.82646,0.788011,-0.000430912,0.17031,-0.17031,-0.17031,-0.00968155,-0.00968155,-0.00968155,-0.00968155,0.407604,0,0,0,0,0,0,0,0,0
47,16,5.76,0.502655,-0.0414601,0.0101104,-0.0101104,-0.0101104,3.82884,3.82884,3.82884,3.82884,0.887796,-0.000449999,0.170416,-0.170416,-0.170416,-0.0101104,-0.0101104,-0.0101104,-0.0101104,0.42584,0,0,0,0,0,0,0,0,0
47,17,5.76,0.534071,-0.0413495,0.0105001,-0.0105001,-0.0105001,3.83132,3.83132,3.83132,3.83132,0.991752,-0.000467346,0.170527,-0.170527,-0.170527,-0.0105001,-0.0105001,-0.0105001,-0.0105001,0.442451,0,0,0,0,0,0,0,0,0
47,18,5.76,0.565487,-0.0412349,0.0108492,-0.0108492,-0.0108492,3.8339,3.8339,3.8339,3.8339,1.09948,-0.00048288,0.170641,-0.170641,-0.170641,-0.0108492,-0.0108492,-0.0108492,-0.0108492,0.457367,0,0,0,0,0,0,0,0,0
47,19,5.76,0.596903,-0.0411167,0.011156,-0.011156,-0.011156,3.83655,3.83655,3.83655,3.83655,1.21057,-0.000496539,0.170759,-0.170759,-0.170759,-0.011156,-0.011156,-0.011156,-0.011156,0.470526,0,0,0,0,0,0,0,0,0
47,20,5.76,0.628319,-0.0409954,0.0114195,-0.0114195,-0.0114195,3.83928,3.83928,3.83928,3.83928,1.32459,-0.000508264,0.170881,-0.170881,-0.170881,-0.0114195,-0.0114195,-0.0114195,-0.0114195,0.481871,0,0,0,0,0,0,0,0,0
47,21,5.76,0.659734,-0.0408713,0.0116383,-0.0116383,-0.0116383,3.84206,3.84206,3.84206,3.84206,1.44109,-0.000518006,0.171005,-0.171005,-0.171005,-0.0116383,-0.0116383,-0.0116383,-0.0116383,0.491351,0,0,0,0,0,0,0,0,0
47,22,5.76,0.69115,-0.0407451,0.0118117,-0.0118117,-0.0118117,3.8449,3.8449,3.8449,3.8449,1.55964,-0.000525722,0.171131,-0.171131,-0.171131,-0.0118117,-0.0118117,-0.0118117,-0.0118117,0.498923,0,0,0,0,0,0,0,0,0
47,23,5.76,0.722566,-0.0406172,0.0119388,-0.0119388,-0.0119388,3.84777,3.84777,3.84777,3.84777,1.67976,-0.000531379,0.171259,-0.171259,-0.171259,-0.0119388,-0.0119388,-0.0119388,-0.0119388,0.504549,0,0,0,0,0,0,0,0,0
47,24,5.76,0.753982,-0.040488,0.012019,-0.012019,-0.012019,3.85067,3.85067,3.85067,3.85067,1.80099,-0.000534948,0.171388,-0.171388,-0.171388,-0.012019,-0.012019,-0.012019,-0.012019,0.508201,0,0,0,0,0,0,0,0,0
47,25,5.76,0.785398,-0.0403581,0.0120519,-0.0120519,-0.0120519,3.85358,3.85358,3.85358,3.85358,1.92285,-0.000536412,0.171517,-0.171517,-0.171517,-0.0120519,-0.0120519,-0.0120519,-0.0120519,0.509856,0,0,0,0,0,0,0,0,0
47,26,5.76,0.816814,-0.0402281,0.0120372,-0.0120372,-0.0120372,3.8565,3.8565,3.8565,3.8565,2.04487,-0.000535759,0.171647,-0.171647,-0.171647,-0.0120372,-0.0120372,-0.0120372,-0.0120372,0.509501,0,0,0,0,0,0,0,0,0
47,27,5.76,0.84823,-0.0400983,0.011975,-0.011975,-0.011975,3.85942,3.85942,3.85942,3.85942,2.16655,-0.000532988,0.171777,-0.171777,-0.171777,-0.011975,-0.011975,-0.011975,-0.011975,0.507129,0,0,0,0,0,0,0,0,0
47,28,5.76,0.879646,-0.0399694,0.0118652,-0.0118652,-0.0118652,3.86231,3.86231,3.86231,3.86231,2.28742,-0.000528104,0.171906,-0.171906,-0.171906,-0.0118652,-0.0118652,-0.0118652,-0.0118652,0.502742,0,0,0,0,0,0,0,0,0
47,29,5.76,0.911062,-0.0398419,0.0117084,-0.0117084,-0.0117084,3.86518,3.86518,3.86518,3.86518,2.40699,-0.000521122,0.172033,-0.172033,-0.172033,-0.0117084,-0.0117084,-0.0117084,-0.0117084,0.496349,0,0,0,0,0,0,0,0,0
47,30,5.76,0.942478,-0.0397162,0.0115049,-0.0115049,-0.0115049,3.868,3.868,3.868,3.868,2.52479,-0.000512066,0.172159,-0.172159,-0.172159,-0.0115049,-0.0115049,-0.0115049,-0.0115049,0.48797,0,0,0,0,0,0,0,0,0
47,31,5.76,0.973894,-0.0395928,0.0112555,-0.0112555,-0.0112555,3.87077,3.87077,3.87077,3.87077,2.64034,-0.000500967,0.172282,-0.172282,-0.172282,-0.0112555,-0.0112555,-0.0112555,-0.0112555,0.477629,0,0,0,0,0,0,0,0,0
47,32,5.76,1.00531,-0.0394723,0.0109612,-0.0109612,-0.0109612,3.87347,3.87347,3.87347,3.87347,2.75319,-0.000487865,0.172403,-0.172403,-0.172403,-0.0109612,-0.0109612,-0.0109612,-0.0109612,0.465362,0,0,0,0,0,0,0,0,0
47,33,5.76,1.03673,-0.0393552,0.0106229,-0.0106229,-0.0106229,3.8761,3.8761,3.8761,3.8761,2.86287,-0.000472808,0.17252,-0.17252,-0.17252,-0.0106229,-0.0106229,-0.0106229,-0.0106229,0.451212,0,0,0,0,0,0,0,0,0
47,34,5.76,1.06814,-0.0392419,0.0102419,-0.0102419,-0.0102419,3.87865,3.87865,3.87865,3.87865,2.96893,-0.000455853,0.172633,-0.172633,-0.172633,-0.0102419,-0.0102419,-0.0102419,-0.0102419,0.435229,0,0,0,0,0,0,0,0,0
47,35,5.76,1.09956,-0.0391329,0.00981979,-0.00981979,-0.00981979,3.8811,3.8811,3.8811,3.8811,3.07096,-0.000437064,0.172742,-0.172742,-0.172742,-0.00981979,-0.00981979,-0.00981979,-0.00981979,0.417473,0,0,0,0,0,0,0,0,0
47,36,5.76,1.13097,-0.0390286,0.00935807,-0.00935807,-0.00935807,3.88344,3.88344,3.88344,3.88344,3.16853,-0.000416514,0.172846,-0.172846,-0.172846,-0.00935807,-0.00935807,-0.00935807,-0.00935807,0.39801,0,0,0,0,0,0,0,0,0
47,37,5.76,1.16239,-0.0389295,0.00885858,-0.00885858,-0.00885858,3.88566,3.88566,3.88566,3.88566,3.26124,-0.000394282,0.172945,-0.172945,-0.172945,-0.00885858,-0.00885858,-0.00885858,-0.00885858,0.376916,0,0,0,0,0,0,0,0,0
47,38,5.76,1.19381,-0.038836,0.00832325,-0.00832325,-0.00832325,3.88776,3.88776,3.88776,3.88776,3.34871,-0.000370456,0.173039,-0.173039,-0.173039,-0.00832325,-0.00832325,-0.00832325,-0.00832325,0.354272,0,0,0,0,0,0,0,0,0
47,39,5.76,1.22522,-0.0387484,0.00775421,-0.00775421,-0.00775421,3.88973,3.88973,3.88973,3.88973,3.43059,-0.000345129,0.173126,-0.173126,-0.173126,-0.00775421,-0.00775421,-0.00775421,-0.00775421,0.330167,0,0,0,0,0,0,0,0,0
47,40,5.76,1.25664,-0.0386672,0.00715372,-0.00715372,-0.00715372,3.89155,3.89155,3.89155,3.89155,3.50654,-0.000318401,0.173207,-0.173207,-0.173207,-0.00715372,-0.00715372,-0.00715372,-0.00715372,0.304698,0,0,0,0,0,0,0,0,0
