x,z,gamma_00,gamma_01,gamma_02,gamma_10,gamma_11,gamma_12,gamma_20,gamma_21,gamma_22
-256,-256,3.41302,0,0,0,3.41302,0,0,0,3.41302
-256,-251.969,3.41302,0,0,0,3.41302,0,0,0,3.41302
-256,-247.937,3.44209,0,0,0,3.44209,0,0,0,3.44209
-256,-243.906,3.47157,0,0,0,3.47157,0,0,0,3.47157
-256,-239.874,3.50147,0,0,0,3.50147,0,0,0,3.50147
-256,-235.843,3.53177,0,0,0,3.53177,0,0,0,3.53177
-256,-231.811,3.56248,0,0,0,3.56248,0,0,0,3.56248
-256,-227.78,3.5936,0,0,0,3.5936,0,0,0,3.5936
-256,-223.748,3.62511,0,0,0,3.62511,0,0,0,3.62511
-256,-219.717,3.65701,0,0,0,3.65701,0,0,0,3.65701
-256,-215.685,3.6893,0,0,0,3.6893,0,0,0,3.6893
-256,-211.654,3.72197,0,0,0,3.72197,0,0,0,3.72197
-256,-207.622,3.755,0,0,0,3.755,0,0,0,3.755
-256,-203.591,3.78839,0,0,0,3.78839,0,0,0,3.78839
-256,-199.559,3.82213,0,0,0,3.82213,0,0,0,3.82213
-256,-195.528,3.8562,0,0,0,3.8562,0,0,0,3.8562
-256,-191.496,3.89059,0,0,0,3.89059,0,0,0,3.89059
-256,-187.465,3.92528,0,0,0,3.92528,0,0,0,3.92528
-256,-183.433,3.96025,0,0,0,3.96025,0,0,0,3.96025
-256,-179.402,3.99549,0,0,0,3.99549,0,0,0,3.99549
-256,-175.37,4.03097,0,0,0,4.03097,0,0,0,4.03097
-256,-171.339,4.06666,0,0,0,4.06666,0,0,0,4.06666
-256,-167.307,4.10255,0,0,0,4.10255,0,0,0,4.10255
-256,-163.276,4.13861,0,0,0,4.13861,0,0,0,4.13861
-256,-159.244,4.1748,0,0,0,4.1748,0,0,0,4.1748
-256,-155.213,4.21109,0,0,0,4.21109,0,0,0,4.21109
-256,-151.181,4.24746,0,0,0,4.24746,0,0,0,4.24746
-256,-147.15,4.28386,0,0,0,4.28386,0,0,0,4.28386
-256,-143.118,4.32025,0,0,0,4.32025,0,0,0,4.32025
-256,-139.087,4.3566,0,0,0,4.3566,0,0,0,4.3566
-256,-135.055,4.39286,0,0,0,4.39286,0,0,0,4.39286
-256,-131.024,4.42898,0,0,0,4.42898,0,0,0,4.42898
-256,-126.992,4.46493,0,0,0,4.46493,0,0,0,4.46493
-256,-122.961,4.50064,0,0,0,4.50064,0,0,0,4.50064
-256,-118.929,4.53608,0,0,0,4.53608,0,0,0,4.53608
-256,-114.898,4.57117,0,0,0,4.57117,0,0,0,4.57117
-256,-110.866,4.60587,0,0,0,4.60587,0,0,0,4.60587
-256,-106.835,4.64013,0,0,0,4.64013,0,0,0,4.64013
-256,-102.803,4.67387,0,0,0,4.67387,0,0,0,4.67387
-256,-98.7717,4.70704,0,0,0,4.70704,0,0,0,4.70704
-256,-94.7402,4.73958,0,0,0,4.73958,0,0,0,4.73958
-256,-90.7087,4.77142,0,0,0,4.77142,0,0,0,4.77142
-256,-86.6772,4.8025,0,0,0,4.8025,0,0,0,4.8025
-256,-82.6457,4.83275,0,0,0,4.83275,0,0,0,4.83275
-256,-78.6142,4.86211,0,0,0,4.86211,0,0,0,4.86211
-256,-74.5827,4.89051,0,0,0,4.89051,0,0,0,4.89051
-256,-70.5512,4.91789,0,0,0,4.91789,0,0,0,4.91789
-256,-66.5197,4.94417,0,0,0,4.94417,0,0,0,4.94417
-256,-62.4882,4.96931,0,0,0,4.96931,0,0,0,4.96931
-256,-58.4567,4.99322,0,0,0,4.99322,0,0,0,4.99322
-256,-54.4252,5.01586,0,0,0,5.01586,0,0,0,5.01586
-256,-50.3937,5.03716,0,0,0,5.03716,0,0,0,5.03716
-256,-46.3622,5.05707,0,0,0,5.05707,0,0,0,5.05707
-256,-42.3307,5.07552,0,0,0,5.07552,0,0,0,5.07552
-256,-38.2992,5.09248,0,0,0,5.09248,0,0,0,5.09248
-256,-34.2677,5.10788,0,0,0,5.10788,0,0,0,5.10788
-256,-30.2362,5.12169,0,0,0,5.12169,0,0,0,5.12169
-256,-26.2047,5.13387,0,0,0,5.13387,0,0,0,5.13387
-256,-22.1732,5.14437,0,0,0,5.14437,0,0,0,5.14437
-256,-18.1417,5.15318,0,0,0,5.15318,0,0,0,5.15318
-256,-14.1102,5.16025,0,0,0,5.16025,0,0,0,5.16025
-256,-10.0787,5.16558,0,0,0,5.16558,0,0,0,5.16558
-256,-6.04724,5.16914,0,0,0,5.16914,0,0,0,5.16914
-256,-2.01575,5.17092,0,0,0,5.17092,0,0,0,5.17092
-256,2.01575,5.17092,0,0,0,5.17092,0,0,0,5.17092
-256,6.04724,5.16914,0,0,0,5.16914,0,0,0,5.16914
-256,10.0787,5.16558,0,0,0,5.16558,0,0,0,5.16558
-256,14.1102,5.16025,0,0,0,5.16025,0,0,0,5.16025
-256,18.1417,5.15318,0,0,0,5.15318,0,0,0,5.15318
-256,22.1732,5.14437,0,0,0,5.14437,0,0,0,5.14437
-256,26.2047,5.13387,0,0,0,5.13387,0,0,0,5.13387
-256,30.2362,5.12169,0,0,0,5.12169,0,0,0,5.12169
-256,34.2677,5.10788,0,0,0,5.10788,0,0,0,5.10788
-256,38.2992,5.09248,0,0,0,5.09248,0,0,0,5.09248
-256,42.3307,5.07552,0,0,0,5.07552,0,0,0,5.07552
-256,46.3622,5.05707,0,0,0,5.05707,0,0,0,5.05707
-256,50.3937,5.03716,0,0,0,5.03716,0,0,0,5.03716
-256,54.4252,5.01586,0,0,0,5.01586,0,0,0,5.01586
-256,58.4567,4.99322,0,0,0,4.99322,0,0,0,4.99322
-256,62.4882,4.96931,0,0,0,4.96931,0,0,0,4.96931
-256,66.5197,4.94417,0,0,0,4.94417,0,0,0,4.94417
-256,70.5512,4.91789,0,0,0,4.91789,0,0,0,4.91789
-256,74.5827,4.89051,0,0,0,4.89051,0,0,0,4.89051
-256,78.6142,4.86211,0,0,0,4.86211,0,0,0,4.86211
-256,82.6457,4.83275,0,0,0,4.83275,0,0,0,4.83275
-256,86.6772,4.8025,0,0,0,4.8025,0,0,0,4.8025
-256,90.7087,4.77142,0,0,0,4.77142,0,0,0,4.77142
-256,94.7402,4.73958,0,0,0,4.73958,0,0,0,4.73958
-256,98.7717,4.70704,0,0,0,4.70704,0,0,0,4.70704
-256,102.803,4.67387,0,0,0,4.67387,0,0,0,4.67387
-256,106.835,4.64013,0,0,0,4.64013,0,0,0,4.64013
-256,110.866,4.60587,0,0,0,4.60587,0,0,0,4.60587
-256,114.898,4.57117,0,0,0,4.57117,0,0,0,4.57117
-256,118.929,4.53608,0,0,0,4.53608,0,0,0,4.53608
-256,122.961,4.50064,0,0,0,4.50064,0,0,0,4.50064
-256,126.992,4.46493,0,0,0,4.46493,0,0,0,4.46493
-256,131.024,4.42898,0,0,0,4.42898,0,0,0,4.42898
-256,135.055,4.39286,0,0,0,4.39286,0,0,0,4.39286
-256,139.087,4.3566,0,0,0,4.3566,0,0,0,4.3566
-256,143.118,4.32025,0,0,0,4.32025,0,0,0,4.32025
-256,147.15,4.28386,0,0,0,4.28386,0,0,0,4.28386
-256,151.181,4.24746,0,0,0,4.24746,0,0,0,4.24746
-256,155.213,4.21109,0,0,0,4.21109,0,0,0,4.21109
-256,159.244,4.1748,0,0,0,4.1748,0,0,0,4.1748
-256,163.276,4.13861,0,0,0,4.13861,0,0,0,4.13861
-256,167.307,4.10255,0,0,0,4.10255,0,0,0,4.10255
-256,171.339,4.06666,0,0,0,4.06666,0,0,0,4.06666
-256,175.37,4.03097,0,0,0,4.03097,0,0,0,4.03097
-256,179.402,3.99549,0,0,0,3.99549,0,0,0,3.99549
-256,183.433,3.96025,0,0,0,3.96025,0,0,0,3.96025
-256,187.465,3.92528,0,0,0,3.92528,0,0,0,3.92528
-256,191.496,3.89059,0,0,0,3.89059,0,0,0,3.89059
-256,195.528,3.8562,0,0,0,3.8562,0,0,0,3.8562
-256,199.559,3.82213,0,0,0,3.82213,0,0,0,3.82213
-256,203.591,3.78839,0,0,0,3.78839,0,0,0,3.78839
-256,207.622,3.755,0,0,0,3.755,0,0,0,3.755
-256,211.654,3.72197,0,0,0,3.72197,0,0,0,3.72197
-256,215.685,3.6893,0,0,0,3.6893,0,0,0,3.6893
-256,219.717,3.65701,0,0,0,3.65701,0,0,0,3.65701
-256,223.748,3.62511,0,0,0,3.62511,0,0,0,3.62511
-256,227.78,3.5936,0,0,0,3.5936,0,0,0,3.5936
-256,231.811,3.56248,0,0,0,3.56248,0,0,0,3.56248
-256,235.843,3.53177,0,0,0,3.53177,0,0,0,3.53177
-256,239.874,3.50147,0,0,0,3.50147,0,0,0,3.50147
-256,243.906,3.47157,0,0,0,3.47157,0,0,0,3.47157
-256,247.937,3.44209,0,0,0,3.44209,0,0,0,3.44209
-256,251.969,3.41302,0,0,0,3.41302,0,0,0,3.41302
-256,256,3.41302,0,0,0,3.41302,0,0,0,3.41302
-251.969,-256,3.41302,0,0,0,3.41302,0,0,0,3.41302
-251.969,-251.969,3.41349,4.54495e-05,-0.000113885,5.64223e-05,3.41324,-4.70731e-05,-4.65979e-05,-5.91319e-05,3.41344
-251.969,-247.937,3.44173,-0.000301556,-0.000595487,-0.000290517,3.44223,-5.52823e-05,-0.000592534,-7.86061e-05,3.44201
-251.969,-243.906,3.47129,-0.000201329,-0.00020691,-0.000190198,3.47163,4.12929e-05,-0.000203869,1.98374e-05,3.47173
-251.969,-239.874,3.50139,-0.000105931,-4.60858e-05,-9.47031e-05,3.50155,1.12746e-05,-4.30283e-05,-1.00422e-05,3.50156
-251.969,-235.843,3.53163,-0.000136826,-0.000103973,-0.000125503,3.53185,1.30956e-05,-0.000100932,-8.01383e-06,3.53186
-251.969,-231.811,3.56234,-0.00013668,-0.000101595,-0.000125263,3.56256,1.29558e-05,-9.8524e-05,-7.96116e-06,3.56258
-251.969,-227.78,3.59345,-0.000138463,-0.000103085,-0.000126954,3.59368,1.28078e-05,-9.99935e-05,-7.90599e-06,3.59369
-251.969,-223.748,3.62496,-0.000140248,-0.000104582,-0.000128647,3.62519,1.2655e-05,-0.000101472,-7.84756e-06,3.6252
-251.969,-219.717,3.65686,-0.000142033,-0.000106086,-0.000130343,3.65709,1.24975e-05,-0.000102958,-7.78588e-06,3.6571
-251.969,-215.685,3.68914,-0.000143818,-0.000107596,-0.000132039,3.68938,1.23352e-05,-0.000104451,-7.72087e-06,3.68939
-251.969,-211.654,3.72181,-0.0001456,-0.00010911,-0.000133734,3.72205,1.21682e-05,-0.000105951,-7.65249e-06,3.72206
-251.969,-207.622,3.75484,-0.000147377,-0.000110628,-0.000135426,3.75508,1.19966e-05,-0.000107457,-7.58066e-06,3.75509
-251.969,-203.591,3.78822,-0.000149148,-0.000112149,-0.000137113,3.78848,1.18204e-05,-0.000108967,-7.50535e-06,3.78849
-251.969,-199.559,3.82196,-0.000150912,-0.000113671,-0.000138794,3.82221,1.16398e-05,-0.00011048,-7.42648e-06,3.82222
-251.969,-195.528,3.85602,-0.000152665,-0.000115193,-0.000140467,3.85629,1.14548e-05,-0.000111997,-7.34402e-06,3.8563
-251.969,-191.496,3.89041,-0.000154406,-0.000116715,-0.00014213,3.89067,1.12655e-05,-0.000113514,-7.25793e-06,3.89068
-251.969,-187.465,3.92509,-0.000156133,-0.000118235,-0.000143781,3.92536,1.10721e-05,-0.000115032,-7.16815e-06,3.92537
-251.969,-183.433,3.96006,-0.000157844,-0.000119752,-0.000145418,3.96034,1.08747e-05,-0.000116549,-7.07466e-06,3.96035
-251.969,-179.402,3.99529,-0.000159537,-0.000121264,-0.000147039,3.99557,1.06735e-05,-0.000118064,-6.97743e-06,3.99558
-251.969,-175.37,4.03076,-0.00016121,-0.00012277,-0.000148642,4.03105,1.04685e-05,-0.000119576,-6.87643e-06,4.03106
-251.969,-171.339,4.06646,-0.00016286,-0.00012427,-0.000150224,4.06675,1.02599e-05,-0.000121083,-6.77164e-06,4.06676
-251.969,-167.307,4.10234,-0.000164486,-0.00012576,-0.000151785,4.10264,1.0048e-05,-0.000122585,-6.66307e-06,4.10265
-251.969,-163.276,4.13839,-0.000166084,-0.000127241,-0.00015332,4.1387,9.83275e-06,-0.000124079,-6.5507e-06,4.1387
-251.969,-159.244,4.17458,-0.000167654,-0.00012871,-0.00015483,4.17489,9.61448e-06,-0.000125565,-6.43453e-06,4.17489
-251.969,-155.213,4.21087,-0.000169192,-0.000130166,-0.00015631,4.21118,9.39332e-06,-0.000127042,-6.31459e-06,4.21119
-251.969,-151.181,4.24723,-0.000170696,-0.000131608,-0.000157759,4.24754,9.16947e-06,-0.000128507,-6.1909e-06,4.24755
-251.969,-147.15,4.28362,-0.000172164,-0.000133034,-0.000159174,4.28394,8.9431e-06,-0.000129959,-6.06347e-06,4.28395
-251.969,-143.118,4.32001,-0.000173594,-0.000134443,-0.000160554,4.32034,8.71441e-06,-0.000131397,-5.93237e-06,4.32034
-251.969,-139.087,4.35635,-0.000174984,-0.000135833,-0.000161897,4.35669,8.48359e-06,-0.00013282,-5.79763e-06,4.35669
-251.969,-135.055,4.39261,-0.000176332,-0.000137202,-0.000163199,4.39295,8.25083e-06,-0.000134226,-5.65932e-06,4.39295
-251.969,-131.024,4.42873,-0.000177634,-0.00013855,-0.00016446,4.42907,8.01632e-06,-0.000135613,-5.51751e-06,4.42908
-251.969,-126.992,4.46467,-0.000178891,-0.000139874,-0.000165676,4.46502,7.78025e-06,-0.00013698,-5.37228e-06,4.46502
-251.969,-122.961,4.50038,-0.000180099,-0.000141173,-0.000166847,4.50073,7.54281e-06,-0.000138326,-5.22372e-06,4.50074
-251.969,-118.929,4.5358,-0.000181256,-0.000142446,-0.00016797,4.53616,7.30416e-06,-0.000139649,-5.07194e-06,4.53617
-251.969,-114.898,4.57089,-0.000182362,-0.000143691,-0.000169044,4.57126,7.06449e-06,-0.000140948,-4.91703e-06,4.57126
-251.969,-110.866,4.60559,-0.000183413,-0.000144906,-0.000170066,4.60596,6.82396e-06,-0.00014222,-4.75913e-06,4.60596
-251.969,-106.835,4.63984,-0.00018441,-0.000146091,-0.000171035,4.64021,6.58273e-06,-0.000143465,-4.59835e-06,4.64022
-251.969,-102.803,4.67358,-0.000185349,-0.000147243,-0.00017195,4.67396,6.34094e-06,-0.000144682,-4.43485e-06,4.67396
-251.969,-98.7717,4.70674,-0.000186231,-0.000148361,-0.000172809,4.70713,6.09873e-06,-0.000145868,-4.26876e-06,4.70713
-251.969,-94.7402,4.73928,-0.000187053,-0.000149444,-0.000173611,4.73966,5.85623e-06,-0.000147022,-4.10023e-06,4.73967
-251.969,-90.7087,4.77111,-0.000187815,-0.00015049,-0.000174354,4.77151,5.61355e-06,-0.000148143,-3.92942e-06,4.77151
-251.969,-86.6772,4.80219,-0.000188516,-0.000151499,-0.000175039,4.80258,5.37079e-06,-0.000149229,-3.7565e-06,4.80259
-251.969,-82.6457,4.83244,-0.000189155,-0.000152468,-0.000175663,4.83284,5.12804e-06,-0.00015028,-3.58162e-06,4.83284
-251.969,-78.6142,4.86179,-0.000189731,-0.000153397,-0.000176227,4.8622,4.88538e-06,-0.000151293,-3.40495e-06,4.8622
-251.969,-74.5827,4.89019,-0.000190244,-0.000154284,-0.000176729,4.8906,4.64288e-06,-0.000152268,-3.22666e-06,4.8906
-251.969,-70.5512,4.91756,-0.000190694,-0.000155128,-0.000177169,4.91797,4.40057e-06,-0.000153202,-3.04691e-06,4.91797
-251.969,-66.5197,4.94384,-0.000191079,-0.000155928,-0.000177546,4.94426,4.15851e-06,-0.000154096,-2.86587e-06,4.94426
-251.969,-62.4882,4.96897,-0.000191401,-0.000156683,-0.000177861,4.96939,3.91671e-06,-0.000154947,-2.6837e-06,4.96939
-251.969,-58.4567,4.99289,-0.000191659,-0.000157391,-0.000178113,4.99331,3.6752e-06,-0.000155754,-2.50056e-06,4.99331
-251.969,-54.4252,5.01552,-0.000191852,-0.000158053,-0.000178303,5.01595,3.43396e-06,-0.000156517,-2.31659e-06,5.01595
-251.969,-50.3937,5.03682,-0.000191983,-0.000158666,-0.000178429,5.03725,3.19301e-06,-0.000157234,-2.13194e-06,5.03725
-251.969,-46.3622,5.05672,-0.000192049,-0.000159231,-0.000178493,5.05716,2.95231e-06,-0.000157905,-1.94674e-06,5.05715
-251.969,-42.3307,5.07517,-0.000192053,-0.000159745,-0.000178494,5.07561,2.71185e-06,-0.000158527,-1.76113e-06,5.07561
-251.969,-38.2992,5.09212,-0.000191994,-0.00016021,-0.000178434,5.09256,2.47159e-06,-0.000159102,-1.5752e-06,5.09256
-251.969,-34.2677,5.10752,-0.000191873,-0.000160623,-0.000178312,5.10797,2.23149e-06,-0.000159627,-1.38908e-06,5.10797
-251.969,-30.2362,5.12133,-0.00019169,-0.000160984,-0.000178128,5.12178,1.9915e-06,-0.000160101,-1.20287e-06,5.12178
-251.969,-26.2047,5.1335,-0.000191446,-0.000161293,-0.000177884,5.13396,1.75158e-06,-0.000160525,-1.01663e-06,5.13396
-251.969,-22.1732,5.14401,-0.000191142,-0.00016155,-0.00017758,5.14446,1.51167e-06,-0.000160898,-8.30469e-07,5.14446
-251.969,-18.1417,5.15281,-0.000190778,-0.000161754,-0.000177216,5.15327,1.27171e-06,-0.000161219,-6.44436e-07,5.15326
-251.969,-14.1102,5.15988,-0.000190355,-0.000161904,-0.000176793,5.16034,1.03164e-06,-0.000161487,-4.58598e-07,5.16034
-251.969,-10.0787,5.1652,-0.000189874,-0.000162001,-0.000176312,5.16567,7.91398e-07,-0.000161703,-2.73005e-07,5.16567
-251.969,-6.04724,5.16876,-0.000189334,-0.000162044,-0.000175773,5.16923,5.50924e-07,-0.000161865,-8.77035e-08,5.16923
-251.969,-2.01575,5.17054,-0.000188738,-0.000162034,-0.000175176,5.17101,3.10157e-07,-0.000161974,9.72655e-08,5.17101
-251.969,2.01575,5.17054,-0.000188085,-0.00016197,-0.000174523,5.17101,6.9033e-08,-0.00016203,2.81866e-07,5.17101
-251.969,6.04724,5.16875,-0.000187376,-0.000161853,-0.000173814,5.16923,-1.72506e-07,-0.000162032,4.66064e-07,5.16923
-251.969,10.0787,5.16519,-0.000186612,-0.000161683,-0.00017305,5.16567,-4.14517e-07,-0.000161981,6.49827e-07,5.16567
-251.969,14.1102,5.15987,-0.000185793,-0.000161459,-0.000172231,5.16034,-6.57055e-07,-0.000161876,8.33122e-07,5.16034
-251.969,18.1417,5.15279,-0.00018492,-0.000161183,-0.000171358,5.15327,-9.00169e-07,-0.000161718,1.01592e-06,5.15327
-251.969,22.1732,5.14398,-0.000183993,-0.000160855,-0.000170431,5.14446,-1.14391e-06,-0.000161507,1.19817e-06,5.14446
-251.969,26.2047,5.13348,-0.000183014,-0.000160475,-0.000169452,5.13396,-1.38831e-06,-0.000161243,1.37985e-06,5.13396
-251.969,30.2362,5.1213,-0.000181983,-0.000160044,-0.000168421,5.12178,-1.63341e-06,-0.000160927,1.5609e-06,5.12178
-251.969,34.2677,5.10749,-0.0001809,-0.000159562,-0.000167339,5.10797,-1.87923e-06,-0.000160559,1.74128e-06,5.10797
-251.969,38.2992,5.09208,-0.000179766,-0.00015903,-0.000166206,5.09257,-2.12581e-06,-0.000160139,1.92093e-06,5.09257
-251.969,42.3307,5.07513,-0.000178581,-0.00015845,-0.000165023,5.07561,-2.37314e-06,-0.000159669,2.09978e-06,5.07562
-251.969,46.3622,5.05667,-0.000177347,-0.000157821,-0.000163791,5.05716,-2.62124e-06,-0.000159148,2.27776e-06,5.05716
-251.969,50.3937,5.03676,-0.000176065,-0.000157145,-0.000162511,5.03725,-2.8701e-06,-0.000158579,2.45479e-06,5.03726
-251.969,54.4252,5.01546,-0.000174734,-0.000156423,-0.000161184,5.01595,-3.11971e-06,-0.00015796,2.63079e-06,5.01596
-251.969,58.4567,4.99283,-0.000173357,-0.000155655,-0.000159811,4.99332,-3.37004e-06,-0.000157294,2.80566e-06,4.99332
-251.969,62.4882,4.96891,-0.000171933,-0.000154842,-0.000158393,4.9694,-3.62106e-06,-0.000156581,2.9793e-06,4.9694
-251.969,66.5197,4.94378,-0.000170464,-0.000153987,-0.000156931,4.94427,-3.8727e-06,-0.000155822,3.15162e-06,4.94427
-251.969,70.5512,4.91749,-0.000168951,-0.000153089,-0.000155426,4.91798,-4.12493e-06,-0.000155018,3.3225e-06,4.91798
-251.969,74.5827,4.89011,-0.000167396,-0.00015215,-0.00015388,4.8906,-4.37766e-06,-0.00015417,3.49182e-06,4.89061
-251.969,78.6142,4.86171,-0.000165798,-0.000151172,-0.000152294,4.8622,-4.63081e-06,-0.000153279,3.65947e-06,4.86221
-251.969,82.6457,4.83235,-0.000164161,-0.000150155,-0.000150669,4.83284,-4.88428e-06,-0.000152347,3.82532e-06,4.83285
-251.969,86.6772,4.8021,-0.000162485,-0.0001491,-0.000149007,4.80259,-5.13796e-06,-0.000151374,3.98927e-06,4.8026
-251.969,90.7087,4.77103,-0.000160771,-0.00014801,-0.00014731,4.77151,-5.39174e-06,-0.000150362,4.15118e-06,4.77152
-251.969,94.7402,4.73919,-0.000159022,-0.000146885,-0.00014558,4.73967,-5.64547e-06,-0.000149312,4.31093e-06,4.73968
-251.969,98.7717,4.70665,-0.000157239,-0.000145727,-0.000143817,4.70713,-5.89902e-06,-0.000148226,4.46842e-06,4.70714
-251.969,102.803,4.67348,-0.000155424,-0.000144537,-0.000142024,4.67396,-6.15223e-06,-0.000147104,4.62351e-06,4.67397
-251.969,106.835,4.63974,-0.000153578,-0.000143317,-0.000140203,4.64022,-6.40493e-06,-0.000145949,4.7761e-06,4.64023
-251.969,110.866,4.60549,-0.000151704,-0.000142067,-0.000138356,4.60597,-6.65696e-06,-0.00014476,4.92608e-06,4.60598
-251.969,114.898,4.57079,-0.000149803,-0.000140791,-0.000136485,4.57126,-6.90813e-06,-0.000143541,5.07335e-06,4.57127
-251.969,118.929,4.5357,-0.000147877,-0.000139488,-0.000134591,4.53617,-7.15825e-06,-0.000142293,5.2178e-06,4.53618
-251.969,122.961,4.50027,-0.000145929,-0.00013816,-0.000132678,4.50074,-7.40713e-06,-0.000141016,5.35936e-06,4.50075
-251.969,126.992,4.46456,-0.00014396,-0.000136809,-0.000130746,4.46502,-7.65457e-06,-0.000139712,5.49792e-06,4.46503
-251.969,131.024,4.42862,-0.000141973,-0.000135437,-0.000128799,4.42908,-7.90037e-06,-0.000138383,5.63342e-06,4.42909
-251.969,135.055,4.39249,-0.00013997,-0.000134044,-0.000126838,4.39295,-8.14433e-06,-0.000137031,5.76578e-06,4.39296
-251.969,139.087,4.35624,-0.000137953,-0.000132633,-0.000124865,4.35669,-8.38624e-06,-0.000135657,5.89494e-06,4.3567
-251.969,143.118,4.31989,-0.000135923,-0.000131205,-0.000122883,4.32034,-8.6259e-06,-0.000134262,6.02084e-06,4.32035
-251.969,147.15,4.2835,-0.000133883,-0.000129761,-0.000120893,4.28395,-8.86309e-06,-0.000132847,6.14344e-06,4.28396
-251.969,151.181,4.24711,-0.000131836,-0.000128302,-0.000118898,4.24755,-9.09763e-06,-0.000131416,6.26269e-06,4.24756
-251.969,155.213,4.21075,-0.000129782,-0.000126831,-0.0001169,4.21119,-9.32931e-06,-0.000129968,6.37856e-06,4.2112
-251.969,159.244,4.17446,-0.000127725,-0.000125348,-0.000114901,4.17489,-9.55795e-06,-0.000128506,6.49103e-06,4.1749
-251.969,163.276,4.13827,-0.000125666,-0.000123855,-0.000112902,4.1387,-9.78335e-06,-0.000127031,6.60007e-06,4.13871
-251.969,167.307,4.10222,-0.000123607,-0.000122354,-0.000110906,4.10265,-1.00053e-05,-0.000125544,6.70566e-06,4.10266
-251.969,171.339,4.06633,-0.00012155,-0.000120846,-0.000108914,4.06676,-1.02237e-05,-0.000124047,6.80782e-06,4.06677
-251.969,175.37,4.03064,-0.000119496,-0.000119331,-0.000106928,4.03106,-1.04383e-05,-0.000122541,6.90653e-06,4.03107
-251.969,179.402,3.99517,-0.000117449,-0.000117812,-0.00010495,3.99558,-1.06491e-05,-0.000121028,7.0018e-06,3.99559
-251.969,183.433,3.95993,-0.000115408,-0.00011629,-0.000102982,3.96034,-1.08557e-05,-0.00011951,7.09364e-06,3.96036
-251.969,187.465,3.92497,-0.000113377,-0.000114766,-0.000101025,3.92537,-1.10582e-05,-0.000117986,7.18207e-06,3.92538
-251.969,191.496,3.89028,-0.000111356,-0.00011324,-9.90801e-05,3.89068,-1.12563e-05,-0.000116459,7.26711e-06,3.89069
-251.969,195.528,3.8559,-0.000109347,-0.000111715,-9.71495e-05,3.85629,-1.145e-05,-0.000114931,7.34878e-06,3.8563
-251.969,199.559,3.82183,-0.000107352,-0.000110192,-9.52343e-05,3.82222,-1.16391e-05,-0.000113401,7.42712e-06,3.82223
-251.969,203.591,3.7881,-0.000105371,-0.000108671,-9.33356e-05,3.78848,-1.18235e-05,-0.000111872,7.50216e-06,3.7885
-251.969,207.622,3.75471,-0.000103406,-0.000107154,-9.14547e-05,3.75509,-1.20033e-05,-0.000110345,7.57394e-06,3.7551
-251.969,211.654,3.72168,-0.000101459,-0.000105641,-8.95927e-05,3.72205,-1.21781e-05,-0.00010882,7.6425e-06,3.72207
-251.969,215.685,3.68902,-9.95296e-05,-0.000104134,-8.77507e-05,3.68939,-1.23482e-05,-0.000107299,7.70788e-06,3.6894
-251.969,219.717,3.65673,-9.76198e-05,-0.000102634,-8.59294e-05,3.6571,-1.25132e-05,-0.000105783,7.77013e-06,3.65711
-251.969,223.748,3.62483,-9.57302e-05,-0.000101141,-8.41299e-05,3.62519,-1.26733e-05,-0.000104273,7.8293e-06,3.62521
-251.969,227.78,3.59333,-9.38619e-05,-9.96559e-05,-8.23529e-05,3.59368,-1.28283e-05,-0.000102769,7.88542e-06,3.5937
-251.969,231.811,3.56222,-9.20155e-05,-9.6196e-05,-8.05991e-05,3.56257,-1.09941e-05,-9.92894e-05,9.92291e-06,3.56259
-251.969,235.843,3.53152,-8.8213e-05,-0.000120767,-7.68904e-05,3.53186,-4.11498e-05,-0.000123835,-2.00403e-05,3.53176
-251.969,239.874,3.50116,-0.000116357,-8.0893e-05,-0.000105129,3.50155,5.73229e-05,-8.3984e-05,7.86399e-05,3.50189
-251.969,243.906,3.47141,-1.6117e-05,0.000176643,-4.98621e-06,3.47163,0.000174378,0.000173709,0.000195831,3.47246
-251.969,247.937,3.44231,0.000103108,5.45743e-05,0.000114143,3.44223,-6.04907e-05,6.24533e-05,-3.73441e-05,3.44219
-251.969,251.969,3.41291,-0.000128957,-0.000463944,-0.00011801,3.41325,-0.000139749,-0.000465376,-0.000128764,3.41288
-251.969,256,3.41302,0,0,0,3.41302,0,0,0,3.41302
-247.937,-256,3.44209,0,0,0,3.44209,0,0,0,3.44209
-247.937,-251.969,3.44278,2.87427e-05,-0.00048241,2.74928e-05,3.44224,-0.000303274,-0.00026305,-0.000304332,3.44132
-247.937,-247.937,3.47267,-0.000107241,-0.000978634,-0.0001085,3.47211,-0.000243053,-0.000810768,-0.000243064,3.47148
-247.937,-243.906,3.50322,-1.86631e-05,-0.000221738,-1.99357e-05,3.50245,0.000201156,-6.71318e-05,0.000201144,3.50344
-247.937,-239.874,3.53428,8.14095e-05,-0.000125082,8.01259e-05,3.53334,6.82856e-05,2.82523e-05,6.82778e-05,3.53362
-247.937,-235.843,3.56552,5.29385e-05,-0.000277655,5.16441e-05,3.56463,-2.86846e-05,-0.000125695,-2.86929e-05,3.56453
-247.937,-231.811,3.59726,5.60692e-05,-0.00024209,5.4764e-05,3.59637,9.89795e-07,-9.14714e-05,9.8181e-07,3.59638
-247.937,-227.78,3.62944,5.72633e-05,-0.000241879,5.59473e-05,3.62854,-9.29763e-07,-9.26772e-05,-9.37514e-07,3.62854
